,Request Id,request_e2e_time_normalized,cdf
15986,15991,0.01449024052043904,6.25e-05
15999,15877,0.014550013581224158,0.000125
15981,15656,0.015350150861929378,0.0001875
15962,15872,0.01540987938408145,0.00025
15958,15971,0.01583586816217693,0.0003125
15963,15804,0.015850559564794073,0.000375
15992,15647,0.015851258596481593,0.0004375
15996,15288,0.015909542075921247,0.0005
15993,15364,0.015995593322712755,0.0005625
15954,15978,0.016254675268338077,0.000625
15995,15414,0.016862324187713877,0.0006875
15968,15584,0.017018175453602062,0.00075
15987,15661,0.017050301092121727,0.0008125
15979,15550,0.017334744776228646,0.000875
15966,15655,0.017704606844227064,0.0009375
15991,15055,0.018412343665593064,0.001
15997,14774,0.019085944229111352,0.0010625
15994,14807,0.01936265163698866,0.001125
15998,14577,0.019665737840054775,0.0011875
15933,15773,0.019698720452862358,0.00125
15969,15449,0.019873257130607547,0.0013125
15957,15473,0.020166596128756452,0.001375
15984,14786,0.020401589177510632,0.0014375
15976,14911,0.020415289775573452,0.0015
15980,15005,0.020598198382742572,0.0015625
15990,14526,0.020798873645846323,0.001625
15988,14510,0.021174286201611842,0.0016875
15919,15625,0.02131291800222105,0.00175
15978,14615,0.021491178647046284,0.0018125
15857,15771,0.02174363673038971,0.001875
15989,14187,0.02183568028941601,0.0019375
15959,14883,0.021866725960765013,0.002
15971,14763,0.02202417032643506,0.0020625
15832,15912,0.022134932735964775,0.002125
1,5,0.022462525070876684,0.0021875
15875,15476,0.022556869373161693,0.00225
15982,14237,0.023251125893490356,0.0023125
15745,15997,0.0234484165172515,0.002375
15779,15988,0.023469688086835333,0.0024375
8,30,0.023622603145735947,0.0025
0,25,0.02363261379265792,0.0025625
15909,15353,0.02367926835443486,0.002625
15910,15309,0.023870340234833608,0.0026875
15754,15987,0.02388933820907511,0.00275
15983,14025,0.02392997314068823,0.0028125
15985,13949,0.023948817529373265,0.002875
15757,15979,0.024049862520544783,0.0029375
15764,15982,0.024105434680347575,0.003
15970,14509,0.024204680107112186,0.0030625
13,34,0.024270422253078353,0.003125
15951,14132,0.024307367398931228,0.0031875
15977,13866,0.02441541447003007,0.00325
15841,15754,0.02442752179049231,0.0033125
15975,14193,0.024514741518347608,0.003375
15967,14465,0.024548577516735864,0.0034375
9,13,0.02455877818626082,0.0035
15972,13596,0.02477761662696254,0.0035625
15960,13784,0.02492230652534554,0.003625
15782,15934,0.025007358639072788,0.0036875
15668,15989,0.025056915348136498,0.00375
15755,15951,0.025176563488711168,0.0038125
15809,15832,0.025179106172116415,0.003875
15769,15960,0.02520052909458489,0.0039375
15953,14513,0.025206557088804767,0.004
15965,14006,0.025286333590310343,0.0040625
11,82,0.02532586310769712,0.004125
15835,15781,0.02546459914545398,0.0041875
35,26,0.025471758778908747,0.00425
7,58,0.025620307734510683,0.0043125
15711,15986,0.025809972045491913,0.004375
15886,15198,0.025812951858065744,0.0044375
15974,13567,0.025870233526318873,0.0045
60,18,0.025874751048749613,0.0045625
6,65,0.025882442773286097,0.004625
15956,13986,0.02590861438850101,0.0046875
15950,14349,0.025948354868749583,0.00475
15700,15975,0.02599235576263676,0.0048125
5,42,0.026033521632069734,0.004875
15704,15967,0.0262076448142327,0.0049375
15676,15994,0.026222573130466907,0.005
15654,15973,0.026351279182304628,0.0050625
4,3,0.026351980856671512,0.005125
15786,15878,0.026425884394488865,0.0051875
15949,13954,0.02650650836730165,0.00525
12,33,0.026556176661552692,0.0053125
15697,15963,0.026574360148257387,0.005375
26,38,0.026601481217363394,0.0054375
65,54,0.026650005359167835,0.0055
15913,14698,0.026672944643295827,0.0055625
43,118,0.02671615283487905,0.005625
15760,15928,0.02673009995108655,0.0056875
15973,13290,0.0267498529197448,0.00575
3,20,0.02685614266981773,0.0058125
15943,14341,0.02686472951477725,0.005875
15728,15935,0.026878200650334114,0.0059375
15948,13827,0.026895576253501363,0.006
15694,15949,0.026898829406793726,0.0060625
15752,15907,0.02693341373738605,0.006125
15932,14461,0.026968215675340114,0.0061875
15548,15993,0.026996908656287434,0.00625
15710,15962,0.02700868392443841,0.0063125
15655,15996,0.027095116553185413,0.006375
15742,15930,0.027154716811783962,0.0064375
27,62,0.02727744105644037,0.0065
55,178,0.027314103892671082,0.0065625
15930,14445,0.02731413112316379,0.006625
40,126,0.02745443813401567,0.0066875
50,78,0.0274618712502869,0.00675
18,46,0.02751181595373129,0.0068125
57,114,0.027584286325157754,0.006875
15911,14268,0.027711432181370163,0.0069375
15831,15649,0.027715112818037194,0.007
15936,14221,0.027724356119092332,0.0070625
39,94,0.027814603824243205,0.007125
17,53,0.027836783223481595,0.0071875
30,17,0.027836959524989734,0.00725
15677,15976,0.027838993139814687,0.0073125
15908,14191,0.027963071208537024,0.007375
15840,15436,0.027985769462138498,0.0074375
63,27,0.02800111849816763,0.0075
56,66,0.028041322373297567,0.0075625
15838,15460,0.028057289065961975,0.007625
29,110,0.02808412860882277,0.0076875
89,2,0.02809649539447699,0.00775
15651,15984,0.02811766548347265,0.0078125
15723,15911,0.028173713912674068,0.007875
92,14,0.028197484711258432,0.0079375
44,35,0.028202536440535098,0.008
15893,14694,0.028220666842005346,0.0080625
15735,15895,0.028273764232477648,0.008125
15926,13804,0.028292784881991027,0.0081875
15737,15889,0.028313197486420725,0.00825
15620,15990,0.02831422628347188,0.0083125
376,751,0.028446019131159517,0.008375
15499,15985,0.028478917830256023,0.0084375
15928,13728,0.02849119411378716,0.0085
15750,15900,0.02852018492614983,0.0085625
15661,15943,0.028534527480213272,0.008625
37,15,0.028548600208295027,0.0086875
