,cdf,batch_num_decode_tokens
0,0.0,0.0
1,0.01,0.0
2,0.02,0.0
3,0.03,0.0
4,0.04,0.0
5,0.05,0.0
6,0.06,0.0
7,0.07,0.0
8,0.08,0.0
9,0.09,0.0
10,0.1,0.0
11,0.11,0.0
12,0.12,0.0
13,0.13,0.0
14,0.14,0.0
15,0.15,0.0
16,0.16,0.0
17,0.17,0.0
18,0.18,0.9989999999999999
19,0.19,0.9989999999999999
20,0.2,0.9989999999999999
21,0.21,0.9989999999999999
22,0.22,0.9989999999999999
23,0.23,0.9989999999999999
24,0.24,0.9989999999999999
25,0.25,0.9989999999999999
26,0.26,0.9989999999999999
27,0.27,0.9989999999999999
28,0.28,0.9989999999999999
29,0.29,0.9989999999999999
30,0.3,0.9989999999999999
31,0.31,1.9997051226201907
32,0.32,1.9997051226201907
33,0.33,1.9997051226201907
34,0.34,1.9997051226201907
35,0.35000000000000003,3.001162958349363
36,0.36,3.001162958349363
37,0.37,4.002823400834266
38,0.38,4.997811098765265
39,0.39,5.995445496133053
40,0.4,6.993632892422741
41,0.41000000000000003,7.996469989602652
42,0.42,8.997981121446852
43,0.43,10.004152608697645
44,0.44,10.990159692286051
45,0.45,12.001124195202623
46,0.46,13.000662984908592
47,0.47000000000000003,13.999202723426244
48,0.48,16.00658858967672
49,0.49,16.996381089962515
50,0.5,18.0113202620591
51,0.51,19.985369849237582
52,0.52,21.010042023055906
53,0.53,22.988648370853415
54,0.54,24.022732262610404
55,0.55,26.023515884264672
56,0.56,26.977430211401757
57,0.5700000000000001,29.99409814075676
58,0.58,31.976480717732706
59,0.59,34.021772103706674
60,0.6,35.981348045147264
61,0.61,40.004851316295785
62,0.62,42.99142828733044
63,0.63,47.990390374500834
64,0.64,55.98035589845489
65,0.65,74.96347080859108
66,0.66,83.01331137924744
67,0.67,89.92724906007459
68,0.68,94.91682840557759
69,0.6900000000000001,98.98823767054662
70,0.7000000000000001,104.89932188646694
71,0.71,110.05729204763485
72,0.72,112.9563064855434
73,0.73,115.93168373917126
74,0.74,118.98543527819187
75,0.75,120.90451457652556
76,0.76,123.10050115880195
77,0.77,124.0892552406332
78,0.78,124.0892552406332
79,0.79,125.08595108245035
80,0.8,126.09065247316987
81,0.81,126.09065247316987
82,0.8200000000000001,126.09065247316987
83,0.8300000000000001,127.10342371406671
84,0.84,127.10342371406671
85,0.85,127.10342371406671
86,0.86,127.10342371406671
87,0.87,128.12432962288904
88,0.88,128.12432962288904
89,0.89,128.12432962288904
90,0.9,128.12432962288904
91,0.91,128.12432962288904
92,0.92,128.12432962288904
93,0.93,128.12432962288904
94,0.9400000000000001,128.12432962288904
95,0.9500000000000001,128.12432962288904
96,0.96,128.12432962288904
97,0.97,128.12432962288904
98,0.98,128.12432962288904
99,0.99,128.12432962288904
100,1.0,128.12432962288904
