,Request Id,request_preemption_time,cdf
506,751,1.6693343717184916,0.00018155410312273057
6,255,2.9134575693603466,0.00036310820624546115
3829,4073,3.3225685279169284,0.0005446623093681918
648,888,3.5834572601096397,0.0007262164124909223
3795,4032,5.449402329507848,0.0009077705156136529
413,642,5.83343578083344,0.0010893246187363835
3853,4090,5.833756643331299,0.001270878721859114
3337,3571,6.012968662229923,0.0014524328249818446
4452,4686,6.124330469129973,0.0016339869281045752
3103,3335,6.182941531621964,0.0018155410312273058
4842,5076,6.370154448153244,0.0019970951343500363
2043,2277,6.532679623168974,0.002178649237472767
3018,3249,6.72002978993271,0.0023602033405954975
4244,4472,6.721134167769378,0.002541757443718228
1889,2120,7.048752665863276,0.0027233115468409588
2945,3176,7.296726548625884,0.002904865649963689
2137,2364,7.3713794723418005,0.0030864197530864196
2490,2719,7.69459458434801,0.0032679738562091504
2843,3071,7.905966445957233,0.003449527959331881
1857,2087,7.948376789333793,0.0036310820624546117
5361,5589,8.237482381686732,0.003812636165577342
2425,2651,8.260438588144098,0.0039941902687000725
3166,3393,8.266199014490212,0.004175744371822803
3668,3898,8.352718612547733,0.004357298474945534
3566,3795,8.480747677563613,0.004538852578068265
4017,4246,8.714397252769004,0.004720406681190995
4441,4665,8.722001757604176,0.004901960784313725
4835,5057,8.969271550916346,0.005083514887436456
3494,3718,8.97170199713014,0.005265068990559186
5302,5529,9.07942756299326,0.0054466230936819175
1646,1866,9.128224312565294,0.005628177196804648
4797,5023,9.187090872394265,0.005809731299927378
4556,4781,9.311291431461996,0.005991285403050109
4507,4726,9.589137496681587,0.006172839506172839
4780,5007,9.62020672012477,0.0063543936092955704
4163,4383,9.6891365232309,0.006535947712418301
411,627,9.750855562995127,0.006717501815541031
5371,5597,9.801218132546865,0.006899055918663762
1630,1849,9.816267859246636,0.007080610021786492
5169,5389,9.986767392627598,0.007262164124909223
4234,4452,10.062770751769449,0.007443718228031954
5340,5558,10.178244522262958,0.007625272331154684
2698,2921,10.27389545798792,0.007806826434277415
4968,5191,10.315099052948199,0.007988380537400145
1016,1235,10.357831092769402,0.008169934640522876
4254,4469,10.425174202091966,0.008351488743645606
35,261,10.428404432403823,0.008533042846768337
2405,2622,10.442279557740449,0.008714596949891068
353,569,10.466904107616102,0.008896151053013798
4301,4517,10.601524541795243,0.00907770515613653
3737,3959,10.616877571461146,0.009259259259259259
4635,4854,10.823655904365296,0.00944081336238199
1796,2014,10.876431816148056,0.00962236746550472
2009,2224,10.90715979517995,0.00980392156862745
2449,2663,11.069736028786451,0.009985475671750182
0,168,11.211849088297306,0.010167029774872912
3116,3333,11.221978287048728,0.010348583877995643
4569,4785,11.29401403228303,0.010530137981118372
3158,3374,11.34459250727582,0.010711692084241104
347,560,11.456499963365758,0.010893246187363835
601,809,11.461115026689328,0.011074800290486565
5317,5535,11.489699635581701,0.011256354393609296
22,240,11.505596724714657,0.011437908496732025
1991,2210,11.510849332227508,0.011619462599854757
2642,2861,11.544914058842323,0.011801016702977488
1854,2071,11.612496605755268,0.011982570806100218
5267,5485,11.613220763593517,0.012164124909222949
3580,3797,11.655210912737857,0.012345679012345678
2345,2559,11.715264797341774,0.01252723311546841
2354,2567,11.731332497232415,0.012708787218591141
2366,2583,11.734013423104898,0.01289034132171387
1608,1823,11.832691822507854,0.013071895424836602
1520,1738,11.870284542695174,0.013253449527959331
1862,2077,11.875630089160722,0.013435003631082063
3039,3254,12.0430247958692,0.013616557734204794
2975,3187,12.170175495260196,0.013798111837327523
1967,2181,12.172229896872295,0.013979665940450255
2159,2371,12.189985070416355,0.014161220043572984
2644,2862,12.201912357455058,0.014342774146695715
5293,5508,12.202137030669746,0.014524328249818447
4647,4863,12.306381280176993,0.014705882352941176
4142,4359,12.317229817024327,0.014887436456063908
2253,2469,12.318385736431537,0.015068990559186637
3905,4111,12.3209686281009,0.015250544662309368
5163,5378,12.403009020487161,0.015432098765432098
3513,3732,12.473596008812592,0.01561365286855483
991,1200,12.634816462826905,0.01579520697167756
2943,3152,12.848278885546733,0.01597676107480029
4247,4455,12.84983335052857,0.01615831517792302
2020,2232,12.871103004134284,0.016339869281045753
2721,2933,13.10200824075605,0.016521423384168482
1718,1927,13.15634779218874,0.01670297748729121
4296,4503,13.156887898197738,0.016884531590413945
5104,5321,13.180872047156981,0.017066085693536674
2593,2807,13.187950379291351,0.017247639796659404
600,801,13.199745932298612,0.017429193899782137
4826,5034,13.214513562523052,0.017610748002904866
3750,3963,13.254993801983801,0.017792302106027596
2046,2255,13.279810887378744,0.017973856209150325
2847,3055,13.31524340990768,0.01815541031227306
1204,1416,13.438226603128044,0.018336964415395788
3893,4100,13.477692020759378,0.018518518518518517
733,939,13.480786443577074,0.01870007262164125
637,845,13.49430551774077,0.01888162672476398
3327,3537,13.507234513702087,0.01906318082788671
1283,1489,13.53972042697336,0.01924473493100944
4049,4261,13.6606944288867,0.019426289034132172
5157,5366,13.751540511761277,0.0196078431372549
5227,5431,13.817095586144433,0.01978939724037763
3391,3602,13.822219538703166,0.019970951343500364
4396,4607,13.863998653114777,0.020152505446623094
4311,4515,13.882265927848948,0.020334059549745823
1190,1394,13.93018456185132,0.020515613652868556
469,675,13.986814407513975,0.020697167755991286
2365,2572,14.025536826559573,0.020878721859114015
1323,1529,14.029432904278906,0.021060275962236745
3487,3696,14.074193100550247,0.021241830065359478
2,154,14.11408837388365,0.021423384168482208
1296,1497,14.132915629603076,0.021604938271604937
1688,1888,14.138460499709254,0.02178649237472767
2481,2688,14.152614223984187,0.0219680464778504
5337,5540,14.186736782943854,0.02214960058097313
1665,1867,14.199855581338284,0.022331154684095862
1687,1887,14.27765098204236,0.02251270878721859
1703,1905,14.38087653778507,0.02269426289034132
5101,5312,14.384419958973467,0.02287581699346405
751,955,14.461555287429633,0.023057371096586784
3817,4026,14.464912030979349,0.023238925199709513
3233,3437,14.468522121219848,0.023420479302832243
4129,4334,14.547679751882924,0.023602033405954976
2871,3077,14.582465764442418,0.023783587509077705
3242,3444,14.615165727095246,0.023965141612200435
3252,3455,14.621057501191899,0.024146695715323168
2896,3099,14.75241553320268,0.024328249818445898
876,1078,14.756506705222819,0.024509803921568627
5190,5393,14.906932150437115,0.024691358024691357
2555,2759,14.939873054229338,0.02487291212781409
4894,5098,14.9956412982649,0.02505446623093682
1044,1250,15.008705550112836,0.02523602033405955
3681,3886,15.06162840167326,0.025417574437182282
329,526,15.086347064044105,0.02559912854030501
3282,3484,15.172243440854118,0.02578068264342774
2574,2784,15.17671653723221,0.02596223674655047
41,252,15.192653599081801,0.026143790849673203
3097,3299,15.199769272510594,0.026325344952795933
4883,5084,15.219717079406792,0.026506899055918662
2522,2724,15.27960834720318,0.026688453159041396
1575,1779,15.303043091829295,0.026870007262164125
2629,2831,15.332058129098186,0.027051561365286855
4479,4683,15.432601028051067,0.027233115468409588
5355,5559,15.508176055298236,0.027414669571532317
1793,1998,15.574266961800276,0.027596223674655047
4210,4411,15.584771134045468,0.027777777777777776
2890,3092,15.6511733211712,0.02795933188090051
1196,1397,15.663460255345456,0.02814088598402324
1715,1916,15.69207497503146,0.02832244008714597
3432,3635,15.70622092380745,0.0285039941902687
4544,4748,15.743979675844912,0.02868554829339143
520,719,15.800863478591225,0.02886710239651416
5342,5542,15.801938266637762,0.029048656499636893
4727,4926,15.808312309462963,0.029230210602759623
1226,1427,15.815153759842872,0.029411764705882353
481,684,15.820790054533319,0.029593318809005082
4784,4990,15.839443623846137,0.029774872912127815
1725,1921,15.851763226026492,0.029956427015250545
2875,3076,15.868528139492923,0.030137981118373274
2947,3148,15.877600511612286,0.030319535221496007
5240,5435,15.887036755853842,0.030501089324618737
3422,3623,15.897209049587445,0.030682643427741466
4491,4692,15.902100138086098,0.030864197530864196
2894,3094,15.904109551637134,0.03104575163398693
3774,3974,15.912869833860896,0.03122730573710966
2582,2791,15.91906675536734,0.03140885984023239
4619,4820,16.039249021638398,0.03159041394335512
1746,1944,16.06358642962391,0.03177196804647785
2942,3138,16.06725343077153,0.03195352214960058
1328,1527,16.108645947715672,0.03213507625272331
4281,4476,16.138712270073256,0.03231663035584604
4979,5184,16.20679771841219,0.03249818445896877
4905,5104,16.221498341178403,0.032679738562091505
274,472,16.22200844958806,0.03286129266521423
2551,2750,16.246108137806573,0.033042846768336964
5011,5218,16.2647439546663,0.0332244008714597
4267,4461,16.282648274974235,0.03340595497458242
1601,1801,16.289387230538523,0.033587509077705156
2497,2697,16.316184863235208,0.03376906318082789
1730,1926,16.39904422017696,0.033950617283950615
38,238,16.44505776977251,0.03413217138707335
4018,4222,16.47302107780456,0.03431372549019608
964,1158,16.50639703802989,0.03449527959331881
2124,2322,16.513543300407832,0.03467683369644154
1943,2151,16.532000180581008,0.034858387799564274
4683,4886,16.533114817255182,0.035039941902687
2567,2765,16.557348306278755,0.03522149600580973
3272,3470,16.57624149817775,0.03540305010893246
3917,4108,16.61867139815422,0.03558460421205519
2018,2216,16.644055759850744,0.035766158315177925
3880,4082,16.723087125450547,0.03594771241830065
1289,1482,16.72718430989056,0.036129266521423384
25,208,16.812101487745004,0.03631082062454612
2434,2629,16.884228274876136,0.03649237472766884
2314,2514,16.885827714708853,0.036673928830791576
3040,3238,16.890778884850533,0.03685548293391431
2856,3052,16.89196599315983,0.037037037037037035
2091,2288,16.89429294713443,0.03721859114015977
1,131,16.92013062395096,0.0374001452432825
2139,2333,17.023638795460784,0.03758169934640523
1457,1651,17.080671744616723,0.03776325344952796
3303,3502,17.217422713783208,0.03794480755265069
3739,3939,17.24350931687104,0.03812636165577342
2337,2533,17.247529762071053,0.03830791575889615
4550,4750,17.257838799595675,0.03848946986201888
3698,3897,17.27625545700539,0.03867102396514161
4731,4925,17.29742469531675,0.038852578068264344
4863,5064,17.30266118572058,0.03903413217138707
4333,4526,17.3041837683038,0.0392156862745098
2027,2223,17.304931263606818,0.039397240377632536
4516,4713,17.371794981185076,0.03957879448075526
2692,2896,17.372231735276955,0.039760348583877995
498,692,17.472739763452182,0.03994190268700073
3920,4109,17.49263856986795,0.040123456790123455
2879,3074,17.537492839750712,0.04030501089324619
4266,4458,17.542796965944717,0.04048656499636892
4832,5026,17.57118685869159,0.04066811909949165
5073,5271,17.585337097743377,0.04084967320261438
3321,3519,17.607451195628073,0.04103122730573711
4013,4212,17.622793402890238,0.04121278140885984
2576,2776,17.62314011564581,0.04139433551198257
3155,3353,17.648867055897654,0.041575889615105305
4888,5083,17.681416804922947,0.04175744371822803
