,Request Id,request_execution_time,cdf
242,751,0.12439373428699776,6.25e-05
10105,10509,0.22540568678614792,0.000125
3625,4073,0.2602995073122665,0.0001875
7862,8536,0.29448606255818355,0.00025
13043,13361,0.32022082805629953,0.0003125
10554,11214,0.3350632336155746,0.000375
5260,5848,0.3373489442455393,0.0004375
406,888,0.38398549695514866,0.0005
2,131,0.39509032294457513,0.0005625
7,168,0.3999781606264686,0.000625
4512,5076,0.4056250773515466,0.0006875
11389,11789,0.41494423342876074,0.00075
12355,13030,0.4151312266672636,0.0008125
1625,2120,0.4286699591810886,0.000875
6997,7610,0.4396457505589139,0.0009375
11273,11864,0.441846884270506,0.001
10541,11148,0.45149580735015976,0.0010625
5430,6032,0.4577558501895832,0.001125
3620,4090,0.46789233764365706,0.0011875
12435,12735,0.48938132491612746,0.00125
14768,15538,0.4897338540319982,0.0013125
12814,13450,0.50404452668415,0.001375
160,642,0.5042813012467453,0.0014375
1823,2277,0.5065328025512281,0.0015
9620,9973,0.5147881962948859,0.0015625
4163,4686,0.5165127740882133,0.001625
10296,10535,0.5194599236490935,0.0016875
6036,6379,0.5222682543291317,0.00175
0,25,0.5245462632081379,0.0018125
3485,4032,0.5261786879033243,0.001875
6478,6775,0.5366073353632834,0.0019375
11296,11876,0.5434223516682251,0.002
12190,12491,0.5546594976791867,0.0020625
11469,11853,0.55843459395322,0.002125
8083,8734,0.5608750298177837,0.0021875
12680,13240,0.5655474095907562,0.00225
6655,6949,0.5655686875973946,0.0023125
10451,11020,0.5732505226254557,0.002375
8157,8379,0.5775957305888035,0.0024375
13547,14238,0.5816425098390496,0.0025
1436,1866,0.5838210710878138,0.0025625
4,154,0.5871576815633516,0.002625
3359,3795,0.5972806702931218,0.0026875
2633,3071,0.5979410838925945,0.00275
8439,9122,0.6056431021072888,0.0028125
4634,5023,0.6066378127755213,0.002875
5753,6350,0.6066998235839205,0.0029375
12723,13041,0.6077983795072265,0.003
15038,15303,0.6117332688696241,0.0030625
13231,13772,0.6184629108165234,0.003125
11489,12114,0.6194752348717611,0.0031875
6833,7121,0.6198974108311723,0.00325
5040,5389,0.6262550901614774,0.0033125
3746,4246,0.6265962725529071,0.003375
10662,11045,0.6266024550324906,0.0034375
13363,13683,0.626741226524657,0.0035
5486,6072,0.6291685943890636,0.0035625
2932,3335,0.6341797830462367,0.003625
3953,4472,0.6362766406336724,0.0036875
12460,13020,0.6363937469681844,0.00375
7347,7607,0.6507357692812616,0.0038125
15638,15865,0.6538310780959339,0.003875
14703,15434,0.6539632453467541,0.0039375
11571,12182,0.6546877632664303,0.004
12619,13254,0.6577262982471218,0.0040625
12022,12299,0.6597992590566538,0.004125
3,65,0.6707745896008673,0.0041875
5515,5835,0.6780604710949243,0.00425
183,627,0.6951414333036581,0.0043125
5399,5982,0.6962087691608858,0.004375
735,1200,0.6977206949422972,0.0044375
81,398,0.6996956488944186,0.0045
8945,9265,0.7031824839147491,0.0045625
2972,3393,0.7032412898948668,0.004625
3159,3571,0.7041146448181465,0.0046875
9660,9989,0.7090738543754326,0.00475
4278,4665,0.7109569240426312,0.0048125
960,1394,0.7152879295491801,0.004875
6075,6684,0.7170574889746355,0.0049375
116,569,0.718088145468669,0.005
15196,15471,0.7245181276776262,0.0050625
10091,10688,0.7248981528553256,0.005125
2690,3176,0.7258725348028825,0.0051875
390,809,0.7285020442433137,0.00525
11573,11937,0.7298499011146258,0.0053125
6,8,0.7365771478230394,0.005375
15718,15999,0.7397021165108784,0.0054375
1681,2087,0.7412586884949814,0.0055
4390,4781,0.7434911844027157,0.0055625
11022,11580,0.7439290322994244,0.005625
4702,5057,0.7447372548890964,0.0056875
9709,10352,0.7450143455330637,0.00575
2290,2719,0.7501061272552703,0.0058125
119,560,0.7501528972646252,0.005875
9081,9299,0.7515729539491363,0.0059375
8742,8951,0.7535542159077009,0.006
2838,3249,0.7554858551465836,0.0060625
15591,15805,0.7576112346702477,0.006125
14216,14902,0.7584722595793585,0.0061875
7416,7687,0.7769924655438031,0.00625
1395,1849,0.7796894441599193,0.0063125
5444,6016,0.7805943374744504,0.006375
12396,13046,0.7810255907403301,0.0064375
8873,9504,0.7814761960559299,0.0065
9317,9942,0.783864582953067,0.0065625
2542,2921,0.7876069533140055,0.006625
14233,14752,0.787802549714359,0.0066875
9680,9899,0.7878375668762281,0.00675
4628,5007,0.7903455223250992,0.0068125
1549,2014,0.790722076218946,0.006875
5836,6412,0.7914341111832868,0.0069375
15618,15833,0.7936083269734544,0.007
14036,14718,0.7942012001065379,0.0070625
6468,6749,0.7977051646791578,0.007125
12541,12839,0.7989202412946536,0.0071875
6611,6897,0.8001433565532143,0.00725
6237,6539,0.800199112569337,0.0073125
5248,5589,0.8038713969063676,0.007375
12929,13464,0.8045917941577746,0.0074375
14374,14623,0.8054736426454419,0.0075
6402,7024,0.8054897814168491,0.0075625
1,42,0.8059522460797145,0.007625
7935,8249,0.8073071254018394,0.0076875
4022,4383,0.8085917256386461,0.00775
7872,8504,0.8087591831237501,0.0078125
9383,10018,0.8101768905015314,0.007875
5027,5558,0.8121632641663885,0.0079375
13572,14246,0.8122232648385599,0.008
7720,8021,0.8123549806477477,0.0080625
5572,6154,0.8134782694851679,0.008125
67,472,0.8139394495108192,0.0081875
7269,7900,0.8154401483505187,0.00825
415,845,0.8162572860056574,0.0083125
9915,10508,0.8167838583165292,0.008375
8,5,0.8171860278990284,0.0084375
3437,3898,0.8194906180286374,0.0085
8815,9458,0.8211043260418578,0.0085625
7594,8186,0.822351619469009,0.008625
