Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts
0,52.90619056555253,0.11068240704090487,10.184652812225805,0.0213068050464975,10.184652812225805,0.0213068050464975,42.72153775332687,0.0,52.90619056555268,0.11068240704090518,0.42311055226729344,0.42311055226729344,0.00014455433968817678,0.10979723852151724,,3405,2927,478,6.123430962343096,0.0
1,39.423464702124576,0.12436424196253809,6.915034358731354,0.02181398851334812,6.915034358731354,0.02181398851334812,32.50843034339305,0.0,39.423464702124406,0.12436424196253756,0.508485494709594,0.508485494709594,0.00014683381308391397,0.12276018677417974,0.0053323871668924105,3780,3463,317,10.92429022082019,0.0
2,34.96878261217586,0.1299954743947058,5.918460186232371,0.02200171072948837,5.918460186232371,0.02200171072948837,28.90131507190775,0.0,34.81977525814012,0.12944154371055808,0.657000444895889,0.657000444895889,0.00018955581214538057,0.1275530935586616,0.0677103292789401,3735,3466,269,12.884758364312267,0.0
3,7.495979954700736,0.12090290249517317,1.6920398923414885,0.02729096600550788,1.6920398923414885,0.02729096600550788,5.658449261524536,0.0,7.350489153866025,0.11855627667525848,0.7001320411354509,0.7001320411354509,0.00018395481900563608,0.10961045021879494,0.053176039088444926,3868,3806,62,61.38709677419355,0.0
4,27.064406446830063,0.1151676870077875,5.072923110377876,0.021586906852671815,5.072923110377876,0.021586906852671815,21.910587928322347,0.016135444562893286,26.98351103870022,0.11482345122851158,0.5011003072439943,0.48496486268110106,0.0001894393994848051,0.11303534527483433,0.28075635217012274,2795,2560,235,10.893617021276595,0.0
5,6.7370340606863,0.1295583473208904,1.1898805282823641,0.022882317851583924,1.1898805282823641,0.022882317851583924,5.365498476869889,0.18165505553404548,6.555379005152253,0.12606498086831255,0.4307179392986855,0.24906288376464003,0.00014860553923904537,0.12127531002668489,0.2377206334312827,1728,1676,52,32.23076923076923,0.0
6,37.48467313597673,0.12578749374488835,6.448608047913153,0.02163962432185622,6.448608047913153,0.02163962432185622,31.034215218445738,0.0018498696179036767,37.48282326635889,0.1257812861287211,0.3755549884606235,0.37370511884271984,0.00014626423438071227,0.12452724210575875,0.46890275780029067,2853,2555,298,8.573825503355705,0.0
7,17.101372480750413,0.12215266057678867,2.9850404589082338,0.02132171756363024,2.9850404589082338,0.02132171756363024,14.115568066176298,0.0007639556658634028,17.10060852508453,0.1221472037506038,0.22560151848471333,0.22483756281884992,0.00014782219777702166,0.12054122115904072,0.019147874654013908,1661,1521,140,10.864285714285714,0.0
8,5.954888223278394,0.15268944162252293,1.2073481862802826,0.03095764580205853,1.2073481862802826,0.03095764580205853,4.506511062011819,0.24102897498629572,5.713859248292102,0.14650921149466928,0.7432327607375733,0.5022037857512776,0.0001463724237106609,0.13363219134720053,0.11537813882031389,3470,3431,39,87.97435897435898,0.0
9,100.21969875177646,0.10396234310350255,20.159907942694606,0.02091276757540934,20.159907942694606,0.02091276757540934,79.95593588777798,0.10385492130495555,100.11584383047258,0.1038546097826479,0.5243292677214668,0.42047434641651127,0.00014514130010925483,0.10341843307474584,0.006368458359443885,3861,2897,964,3.0051867219917012,0.0
10,59.11880281571166,0.1109170784534928,11.321885065182109,0.021241810628859492,11.321885065182109,0.021241810628859492,47.35194022493044,0.1909877113412224,58.673825290112546,0.11008222380884156,0.8559950695234497,0.6650073581822273,0.0002720979370631045,0.10931108395157263,0.051940357044173435,2977,2444,533,4.585365853658536,0.0
11,16.90391131254201,0.11657869870718628,3.2330478366096593,0.022296881631790753,3.2330478366096593,0.022296881631790753,13.346667307963704,0.3241961679686296,16.579715144573363,0.11434286306602319,0.6891624221934127,0.3649662542247831,0.00014716381218741255,0.11182585441619723,0.14819274270866378,2625,2480,145,17.103448275862068,0.0
12,27.138557938931235,0.1216975692328755,5.0612630419052325,0.02269624682468714,5.0612630419052325,0.02269624682468714,21.546225674122862,0.5310692229031222,26.607488716028094,0.11931609289698697,1.0821212087903724,0.5510519858872502,0.00014710410728437006,0.11684500775847921,0.005661979722169974,3969,3746,223,16.798206278026907,0.0
13,13.112150700213613,0.12487762571632012,2.3500068777106864,0.022381017882958917,2.3500068777106864,0.022381017882958917,10.298341644890249,0.2801160776715974,12.648348522600935,0.12046046212000891,0.7862647475151896,0.5061486698435922,0.00024171378693581288,0.11738939002569929,0.046671930350248525,2199,2094,105,19.942857142857143,0.0
14,35.57381363871773,0.13474929408605202,5.902998448140152,0.022359842606591483,5.902998448140152,0.022359842606591483,29.117580219056947,0.43452273227445737,35.0205786671971,0.1326537070727163,1.0905070200275073,0.65598428775305,0.00018041372050413916,0.1306185856768569,0.22094568446791008,3900,3636,264,13.772727272727273,0.0
15,16.836367511365346,0.10329059822923525,3.739474295992557,0.022941560098113847,3.739474295992557,0.022941560098113847,12.846763914928609,0.2501293004441574,16.586238210921167,0.10175606264368814,0.7500326934792518,0.49990339303509446,0.00014729033383473615,0.09868917066187789,0.16575352720892678,3557,3394,163,20.822085889570552,0.0
16,30.661081873160583,0.13103026441521617,5.142481291837218,0.021976415777082127,5.142481291837218,0.021976415777082127,24.901123876489716,0.5963234522439556,30.043605168326934,0.12839147507832024,1.0638691473971686,0.4675456951532131,0.00016842424176988945,0.12648381506736503,0.052426614519331505,3010,2776,234,11.863247863247864,0.0
17,16.411748686264605,0.10656979666405587,3.237293780451365,0.021021388184749124,3.237293780451365,0.021021388184749124,12.902282982097512,0.15981077262391308,16.139576762548877,0.10480244651005764,0.597506539809253,0.43769576718533987,0.0003718740587810874,0.1026898840678919,0.18732814869510817,1331,1177,154,7.642857142857143,0.0
18,23.926571229315957,0.1112863778107719,4.851875529495317,0.022566862927885192,4.851875529495317,0.022566862927885192,18.738694463737133,0.33600123608348875,23.59056999323245,0.10972358136387186,0.8444867307930828,0.508485494709594,0.00014691866359710894,0.10735853255126919,0.3489974935206521,3676,3461,215,16.09767441860465,0.0
19,27.284585605814687,0.11914666203412527,5.0332177978192325,0.021979117021044683,5.0332177978192325,0.021979117021044683,22.091459996210038,0.15990781178536695,27.12467779402927,0.11844837464641603,0.5830183640526605,0.42311055226729355,0.00014460374308519942,0.11660073031337129,0.0013726249587930894,3155,2926,229,12.777292576419214,0.0
20,4.653266887883472,0.10575606563371527,1.2095202662629039,0.027489096960520543,1.2095202662629039,0.027489096960520543,3.1877862859444286,0.18112543557197291,4.397306552207333,0.09993878527743938,0.6913063744424619,0.510180938870489,0.00018149446420152578,0.09004455712365933,0.34504544465064235,2855,2811,44,63.88636363636363,0.0
21,29.531021616416567,0.1267425820447063,5.2183677113887414,0.022396427945874427,5.2183677113887414,0.022396427945874427,24.309016367789937,0.0029179719592686837,29.527384079178677,0.1267269702969042,0.5214494007206163,0.5185314287613476,0.00014651919433776424,0.12450460178410279,0.2521663033628392,3772,3539,233,15.188841201716738,0.0
22,35.616683609704296,0.11601525605766871,6.478767857320049,0.021103478362606023,6.478767857320049,0.021103478362606023,28.979570254878993,0.15834549750531757,35.458338112199044,0.11549947267817279,0.46326178870484824,0.3049162911995307,0.0001924976585855623,0.11450626000325553,0.08755686031549059,1891,1584,307,5.159609120521172,0.0
23,41.73980361959044,0.11311599896907978,8.049161123563893,0.021813444779305944,8.049161123563893,0.021813444779305944,33.292326012060734,0.3983164839657003,41.341487135624625,0.11203655050304777,0.9273665608196988,0.5290500768539985,0.00014691754425270718,0.11060281045737327,0.03557605643942541,3970,3601,369,9.75880758807588,0.0
24,14.613273986543,0.11784898376244354,2.858038221302204,0.023048695333082292,2.858038221302204,0.023048695333082292,11.751432633985479,0.0038031312552773144,14.609470855287682,0.11781831334909422,0.37534562596857945,0.37154249471330214,0.00014679671857499097,0.11482200290785821,0.6315789473684208,2655,2531,124,20.411290322580644,0.0
25,2.8831599406241297,0.08479882178306264,1.0996751717293844,0.03234338740380543,1.0996751717293844,0.03234338740380543,1.5740906143657973,0.20939415452894483,2.673765786095182,0.07864017017927005,0.6955465657687547,0.4861524112398099,0.00014731891249691208,0.0643415698486875,0.08639345892233319,3334,3300,34,97.05882352941177,0.0
26,20.789706288949827,0.12301601354408181,3.844258717892276,0.022747093005279738,3.844258717892276,0.022747093005279738,16.676986488503854,0.2684610825536238,20.52124520639613,0.12142748642837947,0.6889354289701348,0.42047434641651105,0.00014479144160348177,0.11893947254425852,0.02049108449262249,3073,2904,169,17.183431952662723,0.0
27,21.36300130567603,0.10955385284962066,4.395341964931993,0.022540215204779453,4.395341964931993,0.022540215204779453,16.54457288190762,0.1763934360105166,20.939914846839613,0.1073841787017416,0.9043889404602661,0.7279955044497495,0.00022242453542613793,0.10491596084726033,0.02141445999908065,3468,3273,195,16.784615384615385,0.0
28,16.810509953094808,0.110595460217729,3.4600601515298886,0.02276355362848611,3.4600601515298886,0.02276355362848611,13.078834883463934,0.2716149181009193,16.53889503499382,0.10880851996706462,0.6592769642182033,0.38766204611728394,0.00014678608334618855,0.10625811176892502,0.39590605087013486,2793,2641,152,17.375,0.0
29,22.36331085357984,0.10073563447558487,4.787685550490387,0.021566151128335077,4.787685550490387,0.021566151128335077,17.491372178149003,0.06286139841617633,22.27905772863939,0.10035611589477203,0.4696453147045556,0.4067839162883793,0.00018608596353539766,0.09862011503997875,0.1948735719907404,2408,2186,222,9.846846846846846,0.0
30,9.067605153338258,0.09856092557976368,2.097651309585391,0.022800557712884684,2.097651309585391,0.022800557712884684,6.852019912452812,0.1179339313000396,8.949671222038203,0.09727903502215439,0.393937730796015,0.2760037994959754,0.0001439769428773998,0.09427899372328526,0.34646946092742326,2009,1917,92,20.83695652173913,0.0
