,cdf,batch_num_decode_tokens
0,0.0,0.0
1,0.01,0.0
2,0.02,0.0
3,0.03,0.0
4,0.04,0.0
5,0.05,0.0
6,0.06,0.0
7,0.07,0.0
8,0.08,0.0
9,0.09,0.0
10,0.1,0.0
11,0.11,0.0
12,0.12,0.0
13,0.13,0.0
14,0.14,0.0
15,0.15,0.0
16,0.16,0.0
17,0.17,0.0
18,0.18,0.0
19,0.19,0.9989999999999999
20,0.2,0.9989999999999999
21,0.21,0.9989999999999999
22,0.22,0.9989999999999999
23,0.23,1.9997051226201907
24,0.24,1.9997051226201907
25,0.25,3.001162958349363
26,0.26,4.002823400834266
27,0.27,4.002823400834266
28,0.28,4.997811098765265
29,0.29,4.997811098765265
30,0.3,5.995445496133053
31,0.31,6.993632892422741
32,0.32,7.996469989602652
33,0.33,8.997981121446852
34,0.34,10.004152608697645
35,0.35000000000000003,12.001124195202623
36,0.36,13.000662984908592
37,0.37,13.999202723426244
38,0.38,16.00658858967672
39,0.39,16.996381089962515
40,0.4,18.0113202620591
41,0.41000000000000003,19.01067154327947
42,0.42,21.010042023055906
43,0.43,22.988648370853415
44,0.44,24.022732262610404
45,0.45,26.023515884264672
46,0.46,28.022299698332315
47,0.47000000000000003,29.99409814075676
48,0.48,30.969431716511867
49,0.49,34.021772103706674
50,0.5,35.981348045147264
51,0.51,40.976582199748535
52,0.52,48.95986089487216
53,0.53,58.03236392716473
54,0.54,65.95686028918864
55,0.55,78.02278912874269
56,0.56,91.92757208032228
57,0.5700000000000001,96.06269216059265
58,0.58,98.98823767054662
59,0.59,100.98793339163191
60,0.6,102.00287933571242
61,0.61,103.02802565952958
62,0.62,103.02802565952958
63,0.63,104.06347487863825
64,0.64,104.06347487863825
65,0.65,104.06347487863825
66,0.66,104.89932188646694
67,0.67,104.89932188646694
68,0.68,104.89932188646694
69,0.6900000000000001,104.89932188646694
70,0.7000000000000001,105.95357795162072
71,0.71,105.95357795162072
72,0.72,105.95357795162072
73,0.73,105.95357795162072
74,0.74,107.01842946992822
75,0.75,107.01842946992822
76,0.76,107.01842946992822
77,0.77,107.01842946992822
78,0.78,108.09398292749972
79,0.79,108.09398292749972
80,0.8,108.09398292749972
81,0.81,108.09398292749972
82,0.8200000000000001,108.96220333143697
83,0.8300000000000001,108.96220333143697
84,0.84,108.96220333143697
85,0.85,110.05729204763485
86,0.86,110.05729204763485
87,0.87,110.05729204763485
88,0.88,110.05729204763485
89,0.89,110.9412819235738
90,0.9,110.9412819235738
91,0.91,110.9412819235738
92,0.92,112.05626071695865
93,0.93,112.05626071695865
94,0.9400000000000001,112.05626071695865
95,0.9500000000000001,112.9563064855434
96,0.96,112.9563064855434
97,0.97,114.09153661923892
98,0.98,115.93168373917126
99,0.99,117.0968169214218
100,1.0,123.10050115880195
