,Request Id,request_execution_time_normalized,cdf
292,319,0.03507843670362241,0.0003094059405940594
1805,1831,0.03620369522192271,0.0006188118811881188
327,320,0.03655302215006672,0.0009282178217821782
929,961,0.03666253565392662,0.0012376237623762376
1810,1820,0.0375219557146302,0.001547029702970297
2842,2884,0.03764366987503206,0.0018564356435643563
297,318,0.037741811493552206,0.002165841584158416
2831,2881,0.03782004654082171,0.0024752475247524753
97,131,0.03799344198649836,0.0027846534653465345
2529,2583,0.03805203094540934,0.003094059405940594
721,768,0.03805282273545488,0.0034034653465346535
188,213,0.03815969052715385,0.0037128712871287127
1728,1779,0.038181175608678376,0.004022277227722772
848,897,0.03819622284844445,0.004331683168316832
3142,3191,0.038210674604571594,0.004641089108910891
79,97,0.03831838581678122,0.0049504950495049506
1786,1822,0.038405111896877765,0.00525990099009901
8,17,0.03865209485440015,0.005569306930693069
582,637,0.03866620369918261,0.005878712871287129
1815,1832,0.038711059403887714,0.006188118811881188
1821,1840,0.038762682387042176,0.006497524752475247
1829,1814,0.03884240837331921,0.006806930693069307
1,5,0.0388942602379792,0.007116336633663367
83,108,0.03893674509064217,0.007425742574257425
283,312,0.039119446913083104,0.007735148514851485
328,344,0.03916255881648321,0.008044554455445545
1814,1828,0.039222592532726634,0.008353960396039604
6,7,0.039324819716803835,0.008663366336633664
180,198,0.039360219372241274,0.008972772277227722
304,310,0.03946490607312405,0.009282178217821782
330,346,0.039485142403748334,0.009591584158415841
337,324,0.03950699448411961,0.009900990099009901
1713,1744,0.03951018401826857,0.01021039603960396
309,316,0.03958101306735425,0.01051980198019802
2833,2885,0.0396534332632795,0.010829207920792078
2503,2567,0.03969338632537115,0.011138613861386138
756,801,0.03977377472326806,0.011448019801980198
1827,1842,0.039781114995349,0.011757425742574257
316,322,0.03993987174021145,0.012066831683168317
1798,1827,0.039945078252020344,0.012376237623762377
2119,2181,0.040007056267996104,0.012685643564356437
339,360,0.040108079488535175,0.012995049504950494
238,260,0.04011391929374142,0.013304455445544554
266,299,0.04020339946629897,0.013613861386138614
1547,1574,0.04025386830411752,0.013923267326732673
625,675,0.04025494166786941,0.014232673267326733
1842,1854,0.04027016926014122,0.014542079207920793
395,433,0.040285379022386714,0.01485148514851485
1702,1730,0.04035346526239786,0.01516089108910891
2100,2157,0.04040222639246744,0.01547029702970297
575,642,0.04044883519691142,0.01577970297029703
1711,1734,0.04044883921983506,0.01608910891089109
1868,1927,0.04058775080355651,0.01639851485148515
315,327,0.04063575726636528,0.01670792079207921
1803,1826,0.040659792070834866,0.01701732673267327
13,4,0.04071627072464267,0.017326732673267328
1597,1651,0.040741107776935154,0.017636138613861384
2967,3019,0.04074220445826418,0.017945544554455444
42,62,0.04076984561169421,0.018254950495049504
598,639,0.04077309339956088,0.018564356435643563
2772,2822,0.04083234806801733,0.018873762376237623
1686,1714,0.04087077819982533,0.019183168316831683
1824,1788,0.04087436736107389,0.019492574257425743
312,334,0.04091139338992893,0.019801980198019802
5,13,0.04093820251496227,0.020111386138613862
1808,1830,0.040966641227889206,0.02042079207920792
38,22,0.040966674493983724,0.02073019801980198
7,11,0.04098892401124722,0.02103960396039604
3028,3065,0.04098917510604548,0.0213490099009901
1817,1838,0.04113343709767161,0.021658415841584157
2805,2853,0.04120081936179707,0.021967821782178217
1833,1860,0.04123350164972635,0.022277227722772276
1149,1200,0.04125104792889089,0.022586633663366336
353,332,0.04125382331199398,0.022896039603960396
875,915,0.04127294427930631,0.023205445544554455
347,348,0.04138819777441014,0.023514851485148515
51,0,0.04141854131663649,0.023824257425742575
308,321,0.04142221520276252,0.024133663366336634
357,398,0.0414653827797755,0.024443069306930694
230,254,0.04152658772984423,0.024752475247524754
26,1,0.04156894021866494,0.025061881188118813
