,Request Id,request_execution_plus_preemption_time_normalized,cdf
15987,15971,0.027112399786501012,6.25e-05
15948,15978,0.027341370533356574,0.000125
15989,15991,0.027394881728672833,0.0001875
15999,15877,0.028250843833440432,0.00025
15980,15872,0.028453937340932395,0.0003125
15521,15994,0.029619660058078385,0.000375
15954,15804,0.02970706661477548,0.0004375
15885,15997,0.029756856871277777,0.0005
15590,15988,0.0299124991343388,0.0005625
15687,15993,0.030489914040191066,0.000625
15473,15996,0.03059442344107289,0.0006875
15993,15656,0.03061006707151224,0.00075
15891,15987,0.030739800986758593,0.0008125
15544,15986,0.03125697031406547,0.000875
15477,15982,0.03157186908153579,0.0009375
15992,15647,0.031621155011467963,0.001
15996,15661,0.0316795350910868,0.0010625
15893,15979,0.031748177668941086,0.001125
15873,15989,0.03194586942415774,0.0011875
15832,15995,0.032356475306021135,0.00125
15768,15960,0.032484440611329685,0.0013125
15978,15584,0.03270713563525355,0.001375
15720,15984,0.032908397659129236,0.0014375
15874,15912,0.032914908959964476,0.0015
15972,15773,0.03300404512088667,0.0015625
15984,15364,0.033135464542821735,0.001625
15998,15288,0.033463942689836414,0.0016875
15672,15985,0.03348602013892566,0.00175
15969,15655,0.03348659903792362,0.0018125
15646,15992,0.03374915390518655,0.001875
15531,15962,0.03392034063605246,0.0019375
15961,15550,0.03392430857099761,0.002
15730,15976,0.034075294898718377,0.0020625
15979,15414,0.03416677396851481,0.002125
15338,15990,0.034229546253101394,0.0021875
15881,15963,0.034612905935514186,0.00225
15668,15975,0.03478270309651158,0.0023125
15867,15973,0.03491365136727323,0.002375
15667,15967,0.035345737133479875,0.0024375
15709,15951,0.03593722028610802,0.0025
15936,15771,0.03594551466196982,0.0025625
15497,15934,0.03603277146413847,0.002625
15277,15998,0.036035824256803885,0.0026875
15762,15928,0.03616297124533883,0.00275
15967,15449,0.03631244299696691,0.0028125
15514,15946,0.03636439605843226,0.002875
15962,15473,0.0365169912365122,0.0029375
15556,15930,0.03652037033068775,0.003
15941,15625,0.03661118801376487,0.0030625
15736,15944,0.03732183793683066,0.003125
15869,15955,0.037580847273287143,0.0031875
15877,15949,0.03762875518048285,0.00325
15393,15980,0.03822856037737125,0.0033125
15888,15907,0.038655307270069134,0.003375
15988,15055,0.038817764280477944,0.0034375
15406,15972,0.03929988952013355,0.0035
15808,15832,0.039402671191334754,0.0035625
15982,14774,0.03945502149788948,0.003625
15307,15974,0.039498964599284585,0.0036875
15503,15924,0.0397160171748364,0.00375
15682,15935,0.03983529525581077,0.0038125
15489,15878,0.03987605151397906,0.003875
15656,15969,0.039980948062313185,0.0039375
15752,15754,0.04048039012865767,0.004
15995,14577,0.04068435528598954,0.0040625
15912,15781,0.04077592632959161,0.004125
15536,15999,0.041018371514564354,0.0041875
15629,15943,0.041197037820864896,0.00425
15871,15931,0.04121322523862955,0.0043125
15876,15476,0.041235321264615044,0.004375
15986,14807,0.041276321670130914,0.0044375
15994,15005,0.0413612047341022,0.0045
15974,14786,0.041567711278237475,0.0045625
15857,15941,0.041820465956970664,0.004625
15523,15900,0.041839684176174875,0.0046875
15452,15954,0.04204006048073969,0.00475
15699,15937,0.04242448381779687,0.0048125
15928,15353,0.04248467759923836,0.004875
15976,14911,0.0425232706480046,0.0049375
15983,14883,0.04253917490980868,0.005
15430,15970,0.042671533506662605,0.0050625
15739,15896,0.04267208564314149,0.005125
15971,14526,0.042889732795879175,0.0051875
15738,15889,0.04317289568604135,0.00525
15675,15911,0.0432217453131557,0.0053125
15985,14763,0.043416708123369833,0.005375
15966,14510,0.04349922661786083,0.0054375
15573,15858,0.04374589226049916,0.0055
15674,15895,0.04418328022393096,0.0055625
15654,15961,0.044309328733231734,0.005625
15952,15309,0.04434482548471613,0.0056875
15317,15950,0.04463319339189611,0.00575
15290,15966,0.044642388880897124,0.0058125
15997,14187,0.045449966365323016,0.005875
15973,14615,0.045625018902462906,0.0059375
15567,15959,0.04576955607377871,0.006
15845,15939,0.045823358791867816,0.0060625
15442,15846,0.045850879043948474,0.006125
15790,15981,0.04596782972546843,0.0061875
15612,15977,0.04601515274873438,0.00625
15855,15923,0.04602456118153288,0.0063125
15432,15932,0.046061832845459734,0.006375
15549,15983,0.04619397058061967,0.0064375
15409,15948,0.04631586209774164,0.0065
15511,15882,0.04680493373691788,0.0065625
15838,15649,0.04684152031642634,0.006625
12272,12491,0.0469038216937909,0.0066875
15501,15860,0.04712392274311391,0.00675
15480,15914,0.047226518647254016,0.0068125
15673,15855,0.04745514663538019,0.006875
15841,15925,0.04751911714403348,0.0069375
15883,15843,0.047525033937542885,0.007
15719,15881,0.0477948533041897,0.0070625
15671,15929,0.04797851635240268,0.007125
15681,15839,0.04801932000119605,0.0071875
15960,14465,0.04811010173702627,0.00725
15812,15198,0.048438737577754555,0.0073125
15977,14025,0.0484462328021137,0.007375
15282,15958,0.04848941575362311,0.0074375
15575,15778,0.04878729465607842,0.0075
15990,14237,0.048826280494872414,0.0075625
15684,15921,0.04904434232130873,0.007625
15949,14513,0.049081625806990097,0.0076875
15368,15964,0.049232431053253804,0.00775
15968,14193,0.049268275067517305,0.0078125
15603,15903,0.04930682357511805,0.007875
15826,15947,0.04940531225924097,0.0079375
15707,15904,0.0494154045154627,0.008
15392,15940,0.04955773809320654,0.0080625
15310,15926,0.04966703625137176,0.008125
15650,15968,0.04970262443458521,0.0081875
15981,14509,0.04998530770244736,0.00825
15863,15883,0.050044328035725935,0.0083125
15882,15827,0.05041090805681073,0.008375
10206,10589,0.05050845598622208,0.0084375
