,Request Id,request_model_execution_time_normalized,cdf
15998,15991,0.009139837020552644,6.25e-05
15999,15877,0.009205766663989836,0.000125
15958,15978,0.009484640120131772,0.0001875
15976,15872,0.009536663830093443,0.00025
15993,15971,0.009542871206645749,0.0003125
15974,15804,0.009791730746083674,0.000375
15984,15656,0.009829552278377372,0.0004375
15997,15647,0.009996221702850557,0.0005
15996,15661,0.010244661795238546,0.0005625
15986,15364,0.010312178783204923,0.000625
15990,15288,0.010321207247395686,0.0006875
15972,15584,0.010344446413740533,0.00075
15971,15414,0.01042945745586562,0.0008125
15962,15550,0.01049050320867153,0.000875
15991,15655,0.010598838447933101,0.0009375
15981,15773,0.01101198757868496,0.001
15995,15055,0.011530786136463569,0.0010625
15987,15449,0.01153268436300246,0.001125
15985,15473,0.011606336577611662,0.0011875
15964,14774,0.011751909871928761,0.00125
15963,15771,0.011902120345667426,0.0013125
15835,15912,0.011999237900045813,0.001375
15977,15625,0.01202494042987712,0.0014375
15994,14807,0.012066977373629134,0.0015
15812,15988,0.01218584811926251,0.0015625
15953,14786,0.012231025385533017,0.001625
15989,15005,0.012275436036456974,0.0016875
15992,14577,0.012348980693937911,0.00175
15988,14911,0.012425645205950272,0.0018125
15951,14526,0.012580253566859548,0.001875
15890,15476,0.012596874863101988,0.0019375
15949,15997,0.012711842029898448,0.002
15945,14510,0.012743322495645144,0.0020625
15687,15982,0.012880433938355385,0.002125
15948,15979,0.012927609697414874,0.0021875
15979,14883,0.012935626759788578,0.00225
15947,15987,0.0130415381341823,0.0023125
15982,14615,0.013065838430710077,0.002375
15741,15754,0.013080228404515372,0.0024375
15980,14763,0.013093836899887572,0.0025
15968,15353,0.013184224612453792,0.0025625
15694,15934,0.013208231917230409,0.002625
15946,15951,0.013271347377287673,0.0026875
15802,15960,0.013280361737811544,0.00275
15967,15309,0.013325854465898474,0.0028125
15983,14187,0.01348120734728774,0.002875
15956,15781,0.01350543420356659,0.0029375
15686,15878,0.01378245261382592,0.003
15809,15832,0.013844008538543381,0.0030625
15978,14237,0.013893089180626707,0.003125
15939,15967,0.014026590959932653,0.0031875
15940,15989,0.014038763872945396,0.00325
15668,15986,0.01404693875841983,0.0033125
15931,14132,0.014070049725155676,0.003375
15765,15198,0.014107039129792694,0.0034375
15656,15994,0.014162546516457444,0.0035
15970,14509,0.014180233871533087,0.0035625
15789,15928,0.014187223051987443,0.003625
15975,13949,0.014240436895202706,0.0036875
15774,15996,0.014246957096750302,0.00375
15973,14025,0.014257334729984418,0.0038125
15937,15963,0.014258336146086358,0.003875
15829,13866,0.014263479203671109,0.0039375
15966,14465,0.014295067813057805,0.004
15938,15975,0.014308306376827274,0.0040625
15670,15930,0.014317289981316912,0.004125
15936,15949,0.014379619737904302,0.0041875
15969,14193,0.014392115516700258,0.00425
15915,13784,0.0144588541474506,0.0043125
15933,15973,0.014460689541415706,0.004375
15942,15907,0.01451320712311942,0.0044375
15941,15935,0.014515703336035128,0.0045
15965,14513,0.014523796533228639,0.0045625
15917,13596,0.014537127193139158,0.004625
15804,14006,0.014564370318805659,0.0046875
15669,15858,0.014639435258528703,0.00475
15923,15993,0.0146457218676337,0.0048125
15950,15649,0.014652718026781036,0.004875
15674,15846,0.014654770091083017,0.0049375
15659,15962,0.014658439928105029,0.005
15775,15976,0.014681145835300407,0.0050625
15756,14698,0.014755216892392592,0.005125
15961,14349,0.014794247763391482,0.0051875
15784,13986,0.014798365395494357,0.00525
15771,15984,0.014895781615226623,0.0053125
15805,15436,0.014999411280208368,0.005375
15935,15889,0.01501044792296557,0.0054375
15782,15900,0.01501199640570306,0.0055
15761,13954,0.01503893587985133,0.0055625
15770,15944,0.01504557957043164,0.005625
15959,14341,0.015078483444243779,0.0056875
15801,15460,0.015095516751019143,0.00575
15928,15955,0.015128496928438274,0.0058125
15777,15924,0.01514891890173018,0.005875
15957,14461,0.015161208556006089,0.0059375
15650,15946,0.01517880630431956,0.006
15960,13567,0.015194545536867164,0.0060625
15934,15895,0.015201910118361627,0.006125
15643,15990,0.015219038554492418,0.0061875
15760,13290,0.01523753235098077,0.00625
15930,15943,0.015266208442661302,0.0063125
15824,14268,0.015285776490096681,0.006375
15664,15778,0.015290600751185846,0.0064375
15954,14445,0.015290711777647147,0.0065
15943,15529,0.015341110286038281,0.0065625
15768,15896,0.01538132198672561,0.006625
15952,14221,0.015410879930665863,0.0066875
15932,15911,0.015415005658682696,0.00675
15699,14694,0.015449549243109215,0.0068125
15916,15941,0.015518673436228815,0.006875
15929,15855,0.015559432241081275,0.0069375
8939,9098,0.015583135308678614,0.007
15924,15931,0.015625607678863722,0.0070625
15764,15860,0.015628772196812,0.007125
15955,13827,0.015630709414058856,0.0071875
15646,15822,0.01564096250217565,0.00725
1518,1617,0.01565666192356302,0.0073125
9378,9341,0.015659585652751,0.007375
9315,9360,0.015661004716951945,0.0074375
9303,9380,0.015675981047503614,0.0075
15654,15810,0.01570450808096319,0.0075625
9321,9352,0.015724121894289476,0.007625
548,679,0.01572541570194283,0.0076875
4514,4559,0.01573633670969311,0.00775
15807,13804,0.015737430597203332,0.0078125
9459,9453,0.015740268522921347,0.007875
14894,14685,0.015741290036936893,0.0079375
15920,15937,0.015745262254665778,0.008
4511,4587,0.01574654318985898,0.0080625
8946,8966,0.01575223946703929,0.008125
4460,4563,0.01575590927969996,0.0081875
9340,9217,0.015756210242063563,0.00825
528,619,0.015761993849325993,0.0083125
4614,4631,0.01576670006964521,0.008375
4503,4651,0.015769012585646197,0.0084375
4671,4531,0.01577229349008862,0.0085
