,Request Id,decode_time_execution_plus_preemption_normalized,cdf
635,751,0.016102091774541805,7.654037504783774e-05
55,131,0.018534535927808668,0.00015308075009567548
10426,10509,0.01858016908636273,0.0002296211251435132
8385,8536,0.018716391562065837,0.00030616150019135096
12793,13030,0.019301278798380395,0.0003827018752391887
3924,4090,0.0195586291822508,0.0004592422502870264
2949,3071,0.019611383382858512,0.0005357826253348641
5381,5431,0.01989837923724181,0.0006123230003827019
6193,6215,0.01997644995192092,0.0006888633754305396
7640,7667,0.01997704424844671,0.0007654037504783774
8787,9026,0.02008727887178338,0.000841944125526215
8039,8105,0.020138974737371983,0.0009184845005740528
11318,11538,0.020166010086880057,0.0009950248756218905
968,1092,0.02024129573820943,0.0010715652506697283
9627,9846,0.020297621927185455,0.001148105625717566
7726,7900,0.02268502709461505,0.0012246460007654038
257,319,0.02283212430198115,0.0013011863758132414
10434,10584,0.023718083824952694,0.0013777267508610792
266,315,0.023842634219345498,0.001454267125908917
9719,9783,0.024289407523056895,0.0015308075009567547
5359,5403,0.024787990643579748,0.0016073478760045925
1,25,0.02532881358529703,0.00168388825105243
6387,6449,0.02546958864059811,0.0017604286261002678
1502,1625,0.02585774380184939,0.0018369690011481056
7893,8126,0.026281461598365412,0.0019135093761959434
252,312,0.027011952474324995,0.001990049751243781
12438,12491,0.02704746610428945,0.0020665901262916187
2965,3075,0.027050208222479492,0.0021431305013394565
295,350,0.027315798949546322,0.0022196708763872943
2328,2377,0.027320871401923193,0.002296211251435132
282,334,0.02763923740708312,0.00237275162648297
5811,5827,0.02775264790779643,0.0024492920015308076
2838,2978,0.02783583604821767,0.0025258323765786454
5020,5057,0.027969978338600043,0.0026023727516264828
4889,5070,0.028105591968066317,0.0026789131266743206
6743,6775,0.028147932933081946,0.0027554535017221583
6932,6951,0.02824302988384058,0.002831993876769996
845,937,0.02865461268457198,0.002908534251817834
227,299,0.028716061265409737,0.0029850746268656717
4851,5024,0.028745607409808825,0.0030616150019135095
852,928,0.028773412663446414,0.0031381553769613472
4679,4771,0.028903924598528325,0.003214695752009185
354,440,0.028926818102346732,0.003291236127057023
871,941,0.029166209515021028,0.00336777650210486
9087,9157,0.02916751994438174,0.003444316877152698
3685,3795,0.02926578431960536,0.0035208572522005357
9767,9986,0.029483663282005326,0.0035973976272483735
7853,7859,0.029483933724270973,0.0036739380022962113
848,916,0.02969540534906505,0.003750478377344049
4773,4863,0.029768937188544935,0.003827018752391887
12612,12772,0.029772181941701132,0.0039035591274397246
2246,2370,0.029980240438346538,0.003980099502487562
863,933,0.03009362999926406,0.0040566398775354
12158,12193,0.030222712646178426,0.0041331802525832375
862,936,0.03035437556276462,0.004209720627631076
840,932,0.030367653477525278,0.004286261002678913
868,946,0.030529436715030646,0.004362801377726751
706,778,0.030545790735137506,0.004439341752774589
3355,3455,0.030563462090791898,0.004515882127822426
9742,9787,0.03059558285569991,0.004592422502870264
294,343,0.030712073301012072,0.0046689628779181015
9429,9493,0.0308283643608356,0.00474550325296594
8415,8552,0.030970904156956476,0.004822043628013777
185,252,0.031090415434456523,0.004898584003061615
1966,2094,0.031115350554740878,0.004975124378109453
847,921,0.031145410602926266,0.005051664753157291
273,325,0.031153576580089177,0.005128205128205128
