,Request Id,request_scheduling_delay,cdf
0,5,0.0,0.00021701388888888888
1,3,0.0,0.00043402777777777775
6,7,0.0,0.0006510416666666666
8,32,0.0,0.0008680555555555555
21,4,0.0,0.0010850694444444445
33,2,0.0,0.0013020833333333333
42,1,0.0,0.0015190972222222222
48,6,0.0,0.001736111111111111
79,110,0.0,0.001953125
99,0,0.0,0.002170138888888889
115,133,0.0,0.002387152777777778
188,174,0.0,0.0026041666666666665
318,356,0.0,0.0028211805555555555
410,330,0.0,0.0030381944444444445
608,577,0.0,0.0032552083333333335
801,755,0.0,0.003472222222222222
2954,3077,0.0,0.003689236111111111
3050,3128,6.4341375036747195e-06,0.00390625
360,388,1.3844571583376819e-05,0.004123263888888889
3832,3824,3.1103687433642335e-05,0.004340277777777778
760,795,5.536016880114403e-05,0.004557291666666667
1094,1094,5.742839863387417e-05,0.004774305555555556
708,722,6.330196617909678e-05,0.004991319444444444
882,906,6.441650003807808e-05,0.005208333333333333
2548,2558,6.612202491851349e-05,0.005425347222222222
2319,2334,6.962542283872608e-05,0.005642361111111111
709,678,8.123984639496484e-05,0.005859375
738,800,0.00010218306846354608,0.006076388888888889
4309,4382,0.00012045041148667224,0.006293402777777778
1928,1953,0.00014351937466017262,0.006510416666666667
197,236,0.00016129396392727813,0.006727430555555556
2195,2301,0.00019888799283762637,0.006944444444444444
1728,1806,0.0002006369730906954,0.007161458333333333
3576,3601,0.00022177134792400466,0.007378472222222222
1465,1470,0.00022714256226663565,0.007595486111111111
319,333,0.00023215914256979886,0.0078125
3341,1882,0.00029282802097441163,0.008029513888888888
3419,3497,0.0003058846950807492,0.008246527777777778
2989,3049,0.00030598881176047144,0.008463541666666666
843,866,0.00032588675765055086,0.008680555555555556
154,138,0.00032982655884694623,0.008897569444444444
2125,2199,0.0003345985685427877,0.009114583333333334
3161,3252,0.00033694840089992795,0.009331597222222222
1230,1324,0.0003468509157187327,0.009548611111111112
1534,1603,0.00035027314299895806,0.009765625
4350,4358,0.00035334312292434333,0.009982638888888888
1280,626,0.0003544722886203999,0.010199652777777778
2958,3017,0.0003717933561802056,0.010416666666666666
1618,1702,0.00037979601677307073,0.010633680555555556
994,1011,0.00039168591547422693,0.010850694444444444
4122,4191,0.00039289540814024804,0.011067708333333334
974,1050,0.0003972249932076011,0.011284722222222222
705,752,0.00040515096435456144,0.011501736111111112
1999,2046,0.0004055694787439279,0.01171875
776,833,0.0004104881687112538,0.011935763888888888
3240,3278,0.0004125550526623556,0.012152777777777778
118,111,0.00041685993264906074,0.012369791666666666
1223,1330,0.0004198398000880843,0.012586805555555556
1630,377,0.0004286292509050327,0.012803819444444444
3689,3730,0.00043533388657124306,0.013020833333333334
3027,3095,0.00047813189894441166,0.013237847222222222
818,848,0.0004969414836182295,0.013454861111111112
103,76,0.0005175468267246686,0.013671875
2231,2278,0.000517741948215189,0.013888888888888888
901,942,0.0005193194536445844,0.014105902777777778
1938,1975,0.0005238490298324905,0.014322916666666666
441,421,0.0005277572391264584,0.014539930555555556
3215,3262,0.0005319152312495135,0.014756944444444444
3416,3487,0.0005439215278784104,0.014973958333333334
56,71,0.0005513760887900787,0.015190972222222222
1557,1561,0.0005518251650755701,0.015407986111111112
279,326,0.0005527072607236505,0.015625
1560,1600,0.0005538658407431285,0.015842013888888888
2851,2895,0.0005648312198900385,0.016059027777777776
696,644,0.0005778861284397863,0.016276041666666668
152,115,0.0005863820052098845,0.016493055555555556
2342,2290,0.0005874707286466219,0.016710069444444444
129,141,0.0005926388772579116,0.016927083333333332
930,914,0.0005957903303510648,0.017144097222222224
3001,3081,0.0005969733904294117,0.017361111111111112
177,153,0.00061645348433359,0.017578125
2754,2808,0.000618615133134881,0.017795138888888888
2028,2041,0.0006293823170153701,0.018012152777777776
425,449,0.0006472313765755189,0.018229166666666668
3273,3356,0.0006478256848367892,0.018446180555555556
3776,3840,0.0006505556668798818,0.018663194444444444
3141,3254,0.0006651044868704048,0.018880208333333332
1444,1528,0.0006732840080303504,0.019097222222222224
2025,2073,0.0006965749262235477,0.019314236111111112
2741,2584,0.0007020923856089212,0.01953125
3237,3270,0.0007022460247299023,0.019748263888888888
2022,2064,0.0007178575772286422,0.019965277777777776
208,243,0.0007298073990966714,0.020182291666666668
2752,2788,0.0007351601716436562,0.020399305555555556
2718,2781,0.0007723158898897964,0.020616319444444444
1545,563,0.0007858472012003404,0.020833333333333332
1993,2027,0.0007877527314121835,0.021050347222222224
3201,3282,0.0007959363199461222,0.021267361111111112
649,696,0.0008252786437310533,0.021484375
2978,3030,0.0008548066439288959,0.021701388888888888
91,118,0.0008973333614505918,0.021918402777777776
2010,2021,0.0009053624428361218,0.022135416666666668
3033,3115,0.0009057576285158575,0.022352430555555556
3533,3619,0.0009095727637031814,0.022569444444444444
1692,1743,0.0009113456310387846,0.022786458333333332
516,521,0.0009134677236772859,0.023003472222222224
2449,2572,0.0009275734946641023,0.023220486111111112
1639,1712,0.0009359598553828619,0.0234375
4220,4300,0.00095648503497614,0.023654513888888888
2407,2446,0.0009794433399292757,0.023871527777777776
3613,3642,0.0010134191293218464,0.024088541666666668
2322,2416,0.0010241432296425046,0.024305555555555556
248,139,0.0010304252135142633,0.024522569444444444
1582,1648,0.0010352800356940861,0.024739583333333332
4288,4332,0.001041490437273751,0.024956597222222224
203,261,0.0010432630770935702,0.025173611111111112
794,716,0.0010668116083820678,0.025390625
1608,1660,0.0010831381495108872,0.025607638888888888
3107,3188,0.001094683574137889,0.025824652777777776
108,122,0.001105211105418391,0.026041666666666668
75,64,0.0011202895200810303,0.026258680555555556
2999,2964,0.0011216930442969897,0.026475694444444444
1506,1502,0.0011421856615925208,0.026692708333333332
498,477,0.001143481696658455,0.026909722222222224
