,Request Id,request_scheduling_delay,cdf
0,5,0.0,6.25e-05
1,8,0.0,0.000125
2,3,0.0,0.0001875
5,13,0.0,0.00025
9,7,0.0,0.0003125
12,11,0.0,0.000375
25,15,0.0,0.0004375
42,4,0.0,0.0005
51,12,0.0,0.0005625
64,14,0.0,0.000625
78,6,0.0,0.0006875
83,2,0.0,0.00075
84,1,0.0,0.0008125
201,10,0.0,0.000875
242,0,0.0,0.0009375
647,9,0.0,0.001
8853,8974,7.919929601030162e-07,0.0010625
9869,9686,1.2939827627178602e-06,0.001125
3693,3842,1.7644837910779643e-06,0.0011875
3156,3306,3.003290395042768e-06,0.00125
6346,6572,3.958749871912914e-06,0.0013125
5506,5666,4.011836253425827e-06,0.001375
3297,3420,6.383075259464022e-06,0.0014375
14663,15002,7.944223710865117e-06,0.0015
9600,9989,9.199140947657725e-06,0.0015625
4146,4350,9.667649479183638e-06,0.001625
13845,14201,1.3605485406742446e-05,0.0016875
109,137,1.4076443687560669e-05,0.00175
4501,4790,1.4334084312395134e-05,0.0018125
13375,13634,1.4744181100923015e-05,0.001875
5297,5102,1.4844597529872772e-05,0.0019375
1230,1364,1.68913300768736e-05,0.002
2323,2560,1.7848543755860646e-05,0.0020625
2123,2320,1.8981502407200423e-05,0.002125
2406,2515,1.9663226979105275e-05,0.0021875
4248,4486,2.1546011680584343e-05,0.00225
6879,3141,2.2048906686222836e-05,0.0023125
14260,14351,2.2326386243776142e-05,0.002375
15219,15107,2.2734278019242993e-05,0.0024375
15615,15446,2.2899299835899e-05,0.0025
15190,15257,2.6647185961792275e-05,0.0025625
13077,13356,2.7555036581361492e-05,0.002625
10322,10599,2.881303655044576e-05,0.0026875
11715,11984,2.9369957843528027e-05,0.00275
3561,3206,3.0583592398159e-05,0.0028125
899,954,3.1027585082554765e-05,0.002875
15524,15828,3.1232914778911436e-05,0.0029375
13930,14023,3.1467380637195674e-05,0.003
4643,4978,3.1661437958518945e-05,0.0030625
2498,2744,3.266177213845367e-05,0.003125
1355,1469,3.268534472056217e-05,0.0031875
6572,6542,3.396357705298669e-05,0.00325
4589,4778,3.456305138627158e-05,0.0033125
4319,4635,3.892120632542628e-05,0.003375
591,695,3.961994304368943e-05,0.0034375
8075,8312,4.1291091179118666e-05,0.0035
9939,10242,4.1586745908261946e-05,0.0035625
15584,15729,4.162721785405665e-05,0.003625
3189,3377,4.445722812107533e-05,0.0036875
5281,5462,4.446415314873775e-05,0.00375
14910,15091,4.513446003784338e-05,0.0038125
7898,8148,4.5241578959576145e-05,0.003875
4180,4247,4.712187308086868e-05,0.0039375
1289,1370,4.818427977326678e-05,0.004
10172,10372,5.000142985522871e-05,0.0040625
2958,3249,5.016421647496827e-05,0.004125
278,267,5.079813553177104e-05,0.0041875
14837,12631,5.216915457140203e-05,0.00425
690,747,5.308683160265559e-05,0.0043125
12779,13017,5.413550033495085e-05,0.004375
7450,5325,5.518467483511813e-05,0.0044375
14475,14902,5.535716175586458e-05,0.0045
1377,1514,5.601316087577857e-05,0.0045625
88,68,5.601591177528675e-05,0.004625
3198,3241,5.847599857844443e-05,0.0046875
5919,5980,5.9027704992331564e-05,0.00475
5272,5373,6.090459500285306e-05,0.0048125
2021,2128,6.342620260824106e-05,0.004875
6842,7027,6.442771807257941e-05,0.0049375
65,126,6.565044426110056e-05,0.005
2679,2662,6.584024117017861e-05,0.0050625
9633,9657,6.625648498470582e-05,0.005125
7022,6552,6.809418039210868e-05,0.0051875
149,99,6.973286321088068e-05,0.00525
4677,4828,6.983423399731237e-05,0.0053125
785,915,7.056230795399188e-05,0.005375
9549,9942,7.1375977512389e-05,0.0054375
368,513,7.370595160782756e-05,0.0055
5411,5362,7.623986216742651e-05,0.0055625
10953,10762,7.74172241051474e-05,0.005625
10044,10365,7.904947665338113e-05,0.0056875
4774,5019,8.22225314749403e-05,0.00575
3066,3173,8.271819408633974e-05,0.0058125
12272,12607,8.40731028688424e-05,0.005875
2871,3138,8.448765571955619e-05,0.0059375
13076,13263,8.490058928600774e-05,0.006
1458,1539,8.512490806467099e-05,0.0060625
3874,3829,8.530978970355818e-05,0.006125
5392,5510,8.573858792715328e-05,0.0061875
15137,15170,8.611677640146809e-05,0.00625
1305,1306,8.710637947473288e-05,0.0063125
4628,4940,8.786757413759005e-05,0.006375
14150,14419,8.894590177987993e-05,0.0064375
964,1136,8.946744179638699e-05,0.0065
9705,10050,8.995166675163091e-05,0.0065625
15810,15989,9.119327370399333e-05,0.006625
15830,15930,9.319130046492319e-05,0.0066875
1254,1302,9.405061000222759e-05,0.00675
1178,1076,9.411747187826336e-05,0.0068125
1923,1164,9.579306553675337e-05,0.006875
11594,11951,9.590399838543817e-05,0.0069375
3045,3309,9.647768261089595e-05,0.007
3450,3478,9.666423293452908e-05,0.0070625
13650,13609,9.732731010103635e-05,0.007125
15552,15638,0.00010114659471582854,0.0071875
2177,2263,0.0001011581923719973,0.00725
1989,2021,0.0001033205507141588,0.0073125
5520,5411,0.0001053026335711138,0.007375
4111,4254,0.00010656107707518458,0.0074375
1818,1915,0.00010693425382157784,0.0075
6854,6818,0.00010811922386722017,0.0075625
8996,9300,0.00010927961557172239,0.007625
7293,7600,0.00011035370899037389,0.0076875
9906,10046,0.00011094094384134223,0.00775
15895,14074,0.00011359985370518189,0.0078125
3258,3209,0.00011528218923473332,0.007875
1541,1779,0.00011583257018799031,0.0079375
15669,15682,0.00011633268070454506,0.008
10667,10943,0.00011678756973765303,0.0080625
10055,10341,0.00011792122663223381,0.008125
15255,15465,0.00011872914993205086,0.0081875
2519,2677,0.00011888704506191061,0.00825
2061,2322,0.00011987323449602627,0.0083125
13053,13328,0.00012007795126578458,0.008375
7762,7881,0.00012125370740534436,0.0084375
693,756,0.0001241729306435957,0.0085
1673,1632,0.00012883618402526054,0.0085625
9834,10122,0.00012979614939467865,0.008625
15,17,0.00012993854005280414,0.0086875
8637,8903,0.000132190554893441,0.00875
3751,4014,0.00013574701029028802,0.0088125
10725,10826,0.0001371529605194155,0.008875
5081,5219,0.00013742373590730494,0.0089375
9605,9890,0.00013866039026311228,0.009
6183,6374,0.000138945844341265,0.0090625
4,20,0.0001415024879030391,0.009125
1721,1709,0.00014259396207449981,0.0091875
15109,15121,0.00014383024915787246,0.00925
3842,4091,0.0001446109999676537,0.0093125
11026,11392,0.00014470689501422385,0.009375
5421,5475,0.00014825161845521961,0.0094375
3243,3505,0.0001483996612492433,0.0095
10945,11232,0.00014845287950038255,0.0095625
2686,2933,0.0001490143318818582,0.009625
7184,7272,0.00015102730731086922,0.0096875
7534,7814,0.00015466354518878234,0.00975
13014,13156,0.00015499178729783125,0.0098125
9334,9534,0.0001557402758862736,0.009875
2706,2922,0.00015622792854230738,0.0099375
14536,14772,0.00015753369493154423,0.01
14594,14549,0.00015769179788094334,0.0100625
14109,14324,0.00015791516116792081,0.010125
5816,5910,0.00015795191049505775,0.0101875
13880,14173,0.0001585109417021613,0.01025
4898,5144,0.00015942159420490043,0.0103125
14450,14657,0.00016057767155075453,0.010375
1007,1120,0.00016058350349723582,0.0104375
5293,5544,0.0001607559589444918,0.0105
589,442,0.0001613910557827225,0.0105625
5092,5156,0.00016188451053267272,0.010625
