,Request Id,request_execution_plus_preemption_time_normalized,cdf
9,124,0.16856119571862505,0.00036443148688046647
13,116,0.21091621363424856,0.0007288629737609329
2091,2210,0.21727366502870393,0.0010932944606413995
10,131,0.21740588618595127,0.0014577259475218659
1354,1463,0.22066670986403877,0.0018221574344023323
2532,2630,0.22168469066588078,0.002186588921282799
15,117,0.22316661833826634,0.002551020408163265
912,1013,0.2295194254450382,0.0029154518950437317
1207,1312,0.22965456718953078,0.0032798833819241984
2545,2631,0.23105237147749963,0.0036443148688046646
1276,1394,0.23149740253673806,0.004008746355685131
2507,2622,0.2322885566654501,0.004373177842565598
1737,1849,0.23259698936095247,0.0047376093294460644
2528,2629,0.2326827046741963,0.00510204081632653
2537,2628,0.23368957984230224,0.005466472303206997
812,919,0.23397639264160738,0.0058309037900874635
1999,2120,0.23609644931179485,0.00619533527696793
1158,1266,0.23815302822975862,0.006559766763848397
1172,1270,0.24002723514904362,0.006924198250728863
2534,2625,0.24119842143964793,0.007288629737609329
1212,1310,0.2440054262357448,0.007653061224489796
1370,1465,0.2443691609018311,0.008017492711370262
1281,1397,0.2449559809448497,0.008381924198250729
1209,1268,0.24502990991356552,0.008746355685131196
24,126,0.24571142288590922,0.009110787172011662
1213,1246,0.24698448114333432,0.009475218658892129
1208,1263,0.24706937197639478,0.009839650145772596
1746,1866,0.24783234326723005,0.01020408163265306
1202,1284,0.2489234581773567,0.010568513119533527
907,1010,0.24895086661688098,0.010932944606413994
765,888,0.2491047332070745,0.01129737609329446
1195,1264,0.2507628796883506,0.011661807580174927
1210,1274,0.25079238701771916,0.012026239067055394
1163,1231,0.2516472980300087,0.01239067055393586
1165,1257,0.25179742299039437,0.012755102040816327
1206,1245,0.2520659516856422,0.013119533527696793
2444,2546,0.2523536262003337,0.01348396501457726
1196,1277,0.25419550461338963,0.013848396501457727
1178,1276,0.2546617162292864,0.014212827988338192
1189,1244,0.2547438489526961,0.014577259475218658
1197,1280,0.2553530122150312,0.014941690962099125
1869,1958,0.25664416208179386,0.015306122448979591
2559,2612,0.2573152940712856,0.01567055393586006
17,110,0.25766221738802114,0.016034985422740525
2544,2599,0.25775620563078444,0.01639941690962099
2543,2579,0.2578697096501184,0.016763848396501458
1214,1253,0.25818100465964056,0.017128279883381923
1203,1248,0.25857142289454416,0.01749271137026239
1199,1265,0.25862936775091805,0.017857142857142856
966,1078,0.25867745768507183,0.018221574344023325
918,1012,0.2588026614651024,0.01858600583090379
2535,2602,0.25888980899943176,0.018950437317784258
27,123,0.2590333417542761,0.019314868804664723
1201,1230,0.2591093624783264,0.01967930029154519
922,1014,0.25918601089966836,0.020043731778425656
1215,1305,0.2595312599857899,0.02040816326530612
2564,2614,0.2597154884223396,0.02077259475218659
1361,1430,0.2603260559901521,0.021137026239067054
2560,2609,0.26074111082411505,0.021501457725947522
2549,2615,0.26087778914790105,0.021865889212827987
1217,1213,0.2614299477963654,0.022230320699708456
1868,1955,0.26148059607407137,0.02259475218658892
2542,2603,0.26189261426622995,0.02295918367346939
2561,2620,0.2619110048629179,0.023323615160349854
2099,2175,0.26198011332955484,0.023688046647230322
1174,1237,0.2621499271340591,0.024052478134110787
2272,2370,0.2624115027116455,0.024416909620991252
929,1018,0.26306541373157305,0.02478134110787172
1358,1447,0.26325732792937934,0.025145772594752185
1221,1283,0.26347363572851323,0.025510204081632654
1239,1272,0.2637586929453075,0.02587463556851312
2520,2604,0.2639653426937393,0.026239067055393587
1218,1249,0.264335914278844,0.026603498542274052
2041,2144,0.26433956281001714,0.02696793002915452
