,Request Id,request_scheduling_delay,cdf
10,5,0.0,6.25e-05
13,3,0.0,0.000125
75,7,0.0,0.0001875
229,4,0.0,0.00025
274,2,0.0,0.0003125
286,1,0.0,0.000375
312,6,0.0,0.0004375
516,0,0.0,0.0005
76,133,0.0028705029226769874,0.0005625
4,8,0.007915578673797247,0.000625
83,113,0.016435658824677457,0.0006875
201,111,0.01804556301304805,0.00075
78,38,0.021193338812053708,0.0008125
170,129,0.026475392701156508,0.000875
627,37,0.02725719436175622,0.0009375
949,9,0.02774885000900132,0.001
141,103,0.029890589223532826,0.0010625
108,109,0.030280398468111036,0.001125
2848,39,0.03128257995180461,0.0011875
287,115,0.034196155900957814,0.00125
244,99,0.0348577263930383,0.0013125
178,41,0.035052948917377535,0.001375
27,123,0.03509159626141556,0.0014375
39,101,0.03604984936488531,0.0015
133,43,0.037219491697946694,0.0015625
189,21,0.03743859310862985,0.001625
174,143,0.03941423531760457,0.0016875
111,15,0.0405691471453031,0.00175
165,245,0.04068489043298262,0.0018125
30,33,0.04235358199592182,0.001875
47,243,0.043105627892429776,0.0019375
7,255,0.0483623248868259,0.002
3,25,0.048604083508246576,0.0020625
69,36,0.04932357368510737,0.002125
575,10,0.04950133275849672,0.0021875
51,105,0.05097261510965678,0.00225
18,117,0.05100514234168596,0.0023125
477,139,0.05128486872338178,0.002375
227,119,0.05200801776294628,0.0024375
79,11,0.052943530592187316,0.0025
95,35,0.05338898222315286,0.0025625
283,40,0.055525019600580205,0.002625
211,12,0.056801239768055525,0.0026875
52,135,0.05686853351536092,0.00275
117,141,0.05694752785467161,0.0028125
632,121,0.05717763583322033,0.002875
43,13,0.05818328576291183,0.0029375
208,47,0.060370322563578105,0.003
182,19,0.060449133176546654,0.0030625
264,14,0.06177300310436959,0.003125
1,131,0.06200425014747868,0.0031875
118,239,0.06234469553254396,0.00325
50,34,0.06264340725420198,0.0033125
204,18,0.06300855659965648,0.003375
103,45,0.06330678966312986,0.0034375
5,65,0.06471738798554494,0.0035
49,83,0.06502533106234032,0.0035625
94,17,0.06525345850292785,0.003625
218,127,0.06532517820847006,0.0036875
139,63,0.06592254165733935,0.00375
70,59,0.06790513013043997,0.0038125
246,107,0.06793996072583663,0.003875
20,61,0.06794398180247141,0.0039375
214,31,0.06849644372837543,0.004
97,137,0.06855155195622586,0.0040625
173,29,0.06860810030330644,0.004125
9,42,0.06961981798138284,0.0041875
54,57,0.07051390573642924,0.00425
219,247,0.0705286672663834,0.0043125
237,55,0.07117630120550245,0.004375
149,67,0.071631519923952,0.0044375
131,27,0.07227568113207372,0.0045
23,32,0.07316739215380846,0.0045625
85,71,0.07364610988528009,0.004625
1069,85,0.07415729406601423,0.0046875
37,30,0.07422450079930731,0.00475
59,97,0.07435196173898828,0.0048125
153,215,0.074839920711951,0.004875
84,151,0.07496844856066298,0.0049375
228,145,0.0764588168407101,0.005
60,69,0.07831987430289078,0.0050625
145,77,0.0783317679275265,0.005125
71,24,0.07976769421925606,0.0051875
160,241,0.08078390253511358,0.00525
226,16,0.08279852214728922,0.0053125
121,73,0.08384080671842298,0.005375
3199,48,0.08534676417283904,0.0054375
2739,75,0.08587718167444336,0.0055
764,235,0.08809925146773612,0.0055625
62,237,0.08829802033655021,0.005625
347,23,0.08968499725806833,0.0056875
163,149,0.08977632712455819,0.00575
239,147,0.09202953191836571,0.0058125
233,153,0.09247225105027312,0.005875
87,233,0.09359717566379944,0.0059375
112,134,0.09417872593969245,0.006
6,20,0.09522457947335522,0.0060625
193,251,0.09535760883684663,0.006125
115,125,0.09542640156079041,0.0061875
58,62,0.09655543335056016,0.00625
147,86,0.09805012388019119,0.0063125
104,221,0.09812032429042539,0.006375
32,53,0.0987264048541433,0.0064375
255,76,0.10137910487135693,0.0065
109,28,0.10147396825689908,0.0065625
188,44,0.10254761429277648,0.006625
24,110,0.1035636943284104,0.0066875
56,46,0.10389438161037756,0.00675
235,102,0.10454226530371358,0.0068125
324,22,0.10494642009614435,0.006875
446,81,0.10516235481845937,0.0069375
67,87,0.10556696383005382,0.007
16,116,0.10591684836789783,0.0070625
44,201,0.10726050875910653,0.007125
105,249,0.1074231384698594,0.0071875
126,26,0.10751594727294134,0.00725
191,60,0.10808473498990312,0.0073125
2281,223,0.10828114968517255,0.007375
157,79,0.1082965296867302,0.0074375
137,98,0.10914176284157184,0.0075
42,89,0.10966063062050746,0.0075625
82,217,0.11059389237034933,0.007625
140,225,0.11060329134451052,0.0076875
251,138,0.11232681777794573,0.00775
127,49,0.11265555815579842,0.0078125
110,66,0.11273971385095338,0.007875
468,80,0.11464842368465145,0.0079375
142,130,0.11486836222593122,0.008
124,120,0.11558728664794349,0.0080625
34,51,0.11611622288783174,0.008125
184,140,0.11630689503527614,0.0081875
186,93,0.11636896940519437,0.00825
220,88,0.11842534196423582,0.0083125
200,64,0.11912675600137435,0.008375
291,229,0.11917875779420317,0.0084375
35,74,0.11932976132402051,0.0085
40,118,0.11942392901611654,0.0085625
81,100,0.11962646931762477,0.008625
257,132,0.12007966334925269,0.0086875
86,78,0.12154573846064609,0.00875
2594,231,0.12177133149610286,0.0088125
161,253,0.12227160276095717,0.008875
11,82,0.12295356331096519,0.0089375
8,96,0.12337810325678755,0.009
63,91,0.12473298384662246,0.0090625
1910,234,0.12482289877483721,0.009125
465,155,0.12525993312099648,0.0091875
205,203,0.12583361795036296,0.00925
15,95,0.12647890597996714,0.0093125
1494,50,0.12657719521030442,0.009375
14,58,0.12687867849966594,0.0094375
206,68,0.1271668320598336,0.0095
130,72,0.12848154024486835,0.0095625
89,202,0.12975686176592882,0.009625
302,56,0.13087682483596363,0.0096875
96,122,0.13120143953970986,0.00975
180,128,0.13124914721193615,0.0098125
65,114,0.13134792818054608,0.009875
275,227,0.13386041249404368,0.0099375
55,157,0.13443511155275667,0.01
168,84,0.13544760454833038,0.0100625
36,213,0.13560256987047037,0.010125
176,230,0.13608300091226422,0.0101875
439,70,0.13644047669044723,0.01025
