,Request Id,request_model_execution_time,cdf
546,751,0.2073708314162856,6.25e-05
35,131,0.21893132803177467,0.000125
248,398,0.2233743910968141,0.0001875
10113,10509,0.23317188081465215,0.00025
5474,5848,0.24759599167194113,0.0003125
67,168,0.32308928684195876,0.000375
50,154,0.3288317077714855,0.0004375
1879,2120,0.33060293447811256,0.0005
13023,13361,0.3579334716568765,0.0005625
454,642,0.37759153148689734,0.000625
713,888,0.37817896144501256,0.0006875
4712,5076,0.4137578945567004,0.00075
226,350,0.4331294521767533,0.0008125
3717,4073,0.4372115214790543,0.000875
3,25,0.4406213521061157,0.0009375
1,8,0.4558554106312042,0.001
12349,12735,0.46292454733007704,0.0010625
3911,4246,0.4659494363230392,0.001125
0,5,0.46792772365258256,0.0011875
6030,6412,0.48443369680176024,0.00125
982,1200,0.4916996443658566,0.0013125
1651,1866,0.4978917290675233,0.001375
782,955,0.49884692701813754,0.0014375
2014,2277,0.5057807859817206,0.0015
8191,8536,0.5181728097012325,0.0015625
12,65,0.5197715171476949,0.001625
4,20,0.5278904567254963,0.0016875
10628,11045,0.5297109540763506,0.00175
2782,3071,0.5364038917872045,0.0018125
393,560,0.5420371221239049,0.001875
321,472,0.5474255952745765,0.0019375
632,801,0.5601159116863591,0.002
13073,13450,0.5640661489519948,0.0020625
764,939,0.5683265936808656,0.002125
640,809,0.5726230944777576,0.0021875
455,627,0.578875874763992,0.00225
7269,7610,0.5793008212736602,0.0023125
11732,12114,0.5805502915296258,0.002375
402,569,0.5824806178491583,0.0024375
1155,1394,0.5873584123773689,0.0025
2647,2921,0.5920786392895373,0.0025625
9674,9973,0.5923518746810525,0.002625
6655,7024,0.5944216364147235,0.0026875
15068,15434,0.5976904832835457,0.00275
9468,9858,0.6050170533110142,0.0028125
6419,6775,0.6057898606496304,0.002875
6588,6966,0.6068344416350449,0.0029375
1638,1849,0.6096426210217346,0.003
3700,4032,0.6123313556715287,0.0030625
10810,11214,0.6160873081308018,0.003125
5215,5558,0.6183415047944631,0.0031875
8758,9122,0.6187562981884475,0.00325
494,675,0.6190532478206815,0.0033125
14949,15303,0.6236688630525449,0.003375
10775,11148,0.6338825974196476,0.0034375
5025,5389,0.6404091691618298,0.0035
13907,14262,0.6420056296831739,0.0035625
15498,15865,0.6432669925342218,0.003625
8382,8734,0.644605085715085,0.0036875
15180,15538,0.6469086423720274,0.00375
2814,3092,0.648209740327051,0.0038125
5494,5835,0.6486959590285105,0.003875
4671,5023,0.6488134819889448,0.0039375
3752,4090,0.6497844945625041,0.004
11823,11864,0.6665830882958824,0.0040625
11402,11789,0.6687306288122548,0.004125
13897,14246,0.6692962685465014,0.0041875
5690,6032,0.6710515537625039,0.00425
