,Request Id,prefill_e2e_time,cdf
2356,187,0.011284083640839881,6.25e-05
4751,590,0.0116421084388314,0.000125
245,398,0.01252562058918194,0.0001875
3251,1504,0.013664742977038458,0.00025
4443,1133,0.01373264685992126,0.0003125
3951,1986,0.014260364144490723,0.000375
5575,2106,0.014767746686658256,0.0004375
7723,5372,0.01510682696041954,0.0005
5154,1900,0.015173549994472069,0.0005625
4486,2019,0.015583851170127616,0.000625
1432,707,0.015584564621160979,0.0006875
15876,12807,0.01565646519117081,0.00075
9865,7871,0.015692181058113874,0.0008125
2612,651,0.01623952258803918,0.000875
3263,48,0.017222375226163433,0.0009375
10392,8662,0.017452089380981306,0.001
3950,3500,0.017682909734332952,0.0010625
15878,12383,0.018024876205828377,0.001125
3416,3478,0.018100059491978016,0.0011875
7475,2499,0.01820488945077159,0.00125
7199,2951,0.01859435840316337,0.0013125
15978,14509,0.01867029667627662,0.001375
15989,14774,0.01891146841538216,0.0014375
15928,12293,0.019133361372496438,0.0015
13444,10228,0.019193229202500106,0.0015625
5950,2581,0.01922477848676607,0.001625
4282,435,0.019615230194636624,0.0016875
3361,3467,0.019653654987124014,0.00175
15929,13119,0.019972144488832555,0.0018125
4687,782,0.020314482508581477,0.001875
15710,13215,0.020478334397353137,0.0019375
2844,3044,0.020555098893652257,0.002
8634,5227,0.02087807209503012,0.0020625
9041,9264,0.021010870499139855,0.002125
15774,11040,0.021146638865957357,0.0021875
10568,6806,0.021368416377384847,0.00225
6210,3230,0.02176499438621704,0.0023125
5413,2523,0.02184469182096649,0.002375
3431,790,0.021919921578172463,0.0024375
3193,925,0.022064258974566542,0.0025
7217,6559,0.022110536551124937,0.0025625
3138,39,0.02251872027606283,0.002625
15956,15449,0.022543508116655175,0.0026875
2445,982,0.022908593538993216,0.00275
2918,1205,0.02291080063633899,0.0028125
8485,4971,0.022971564052070903,0.002875
4360,960,0.023005961263477204,0.0029375
14264,11295,0.023262146204530154,0.003
6816,2467,0.024219766497836304,0.0030625
3668,487,0.024286887458504935,0.003125
11687,9274,0.02456785008862994,0.0031875
14981,10480,0.025103130446183286,0.00325
15911,12637,0.025410303571533177,0.0033125
15971,14526,0.025555609086580944,0.003375
10612,9194,0.025707299276888307,0.0034375
5470,1679,0.025745636148446494,0.0035
9607,9497,0.025830355072599787,0.0035625
13174,10514,0.025879918224518406,0.003625
13117,8890,0.025961506238843413,0.0036875
9111,5212,0.026266161390338993,0.00375
11435,8620,0.026625981628257023,0.0038125
9288,8454,0.0266801413424389,0.003875
6128,2686,0.026715399445123467,0.0039375
2617,2822,0.026900109312187226,0.004
15918,15353,0.0270438382383702,0.0040625
15938,14132,0.0270883770332091,0.004125
9137,8032,0.027535446725394763,0.0041875
7179,6902,0.02778048800907129,0.00425
2431,342,0.027962284464829068,0.0043125
7405,3742,0.027995500249829774,0.004375
1157,1083,0.028398976513898333,0.0044375
5350,1911,0.0287350254825256,0.0045
4131,2997,0.028808026126533548,0.0045625
4508,924,0.028904119783765836,0.004625
12423,7894,0.029532112509500053,0.0046875
4289,988,0.029726726054224883,0.00475
11886,8780,0.02990396265442996,0.0048125
2941,218,0.030014965341917943,0.004875
12940,9177,0.030106524778972243,0.0049375
6557,2976,0.03017689966200976,0.005
6530,2786,0.030187946818671207,0.0050625
12960,9225,0.030284827909525802,0.005125
15934,13954,0.030431798821268785,0.0051875
1422,1496,0.030800666213238515,0.00525
7747,3936,0.030864591274173847,0.0053125
15860,12133,0.030995738239909087,0.005375
8965,9098,0.03102440817511365,0.0054375
653,235,0.031238860599431817,0.0055
15986,14237,0.031479757731318614,0.0055625
4531,1016,0.031557919701295845,0.005625
4646,1577,0.03175254613543288,0.0056875
3130,2404,0.03258437006682158,0.00575
15992,15414,0.03262694011650069,0.0058125
8094,5179,0.03306129238525557,0.005875
8864,6070,0.0333778229272923,0.0059375
12171,8672,0.0341289670573417,0.006
4213,828,0.03418432347592315,0.0060625
15984,13949,0.03433616909475745,0.006125
11693,9050,0.03452615111552859,0.0061875
15893,14268,0.034855199611797616,0.00625
13543,8737,0.035018018537442686,0.0063125
8841,6218,0.035123735395757194,0.006375
10710,6524,0.035481406047793485,0.0064375
10557,7484,0.03561964422428332,0.0065
12441,9037,0.03576534579372037,0.0065625
8573,4647,0.03578138333475067,0.006625
2804,75,0.035950348009832656,0.0066875
3908,1785,0.03615810852678081,0.00675
3349,377,0.036370538102193706,0.0068125
3141,1790,0.03649303658613334,0.006875
3530,337,0.03671182879524704,0.0069375
5878,1882,0.03690658250871692,0.007
9919,10143,0.03714211544229329,0.0070625
1124,1330,0.03727062974120088,0.007125
9662,8482,0.037858643070535436,0.0071875
1706,1880,0.037861912815984056,0.00725
6255,2093,0.03827010017095489,0.0073125
7598,3325,0.03896300235043526,0.007375
216,275,0.03949902005321171,0.0074375
5240,1109,0.0398718772712634,0.0075
7268,3290,0.03995704237171793,0.0075625
6013,6412,0.040005824339189644,0.007625
585,618,0.0400356902863912,0.0076875
3797,2068,0.04021051474899906,0.00775
1663,1396,0.04036698507817249,0.0078125
1532,1617,0.04079215865868946,0.007875
15554,15838,0.04101309847771972,0.0079375
10888,9049,0.041557347537462874,0.008
6315,3695,0.04172647929161144,0.0080625
212,312,0.04224816621687122,0.008125
13228,9466,0.0423501568267568,0.0081875
14052,13884,0.043315217718628674,0.00825
9682,10050,0.04365154029872542,0.0083125
6599,3752,0.043980800962756916,0.008375
2073,2184,0.044140313909373674,0.0084375
13405,8982,0.045069082122182635,0.0085
3067,2500,0.04521671060734178,0.0085625
