,Request Id,request_execution_plus_preemption_time,cdf
252,751,0.9175159094192513,6.25e-05
15544,15999,0.9659942342287259,0.000125
3582,4073,1.8467659864868464,0.0001875
15584,15992,1.8895764600448846,0.00025
8050,8536,2.0481883677974926,0.0003125
15649,15998,2.415981883972698,0.000375
10025,10509,2.5238424655727316,0.0004375
15661,15995,2.690614936912394,0.0005
5364,5848,2.713755007228184,0.0005625
10732,11214,2.860976187494962,0.000625
12879,13361,2.927699541141817,0.0006875
15596,15983,3.0666534933551333,0.00075
15582,15981,3.071883594025815,0.0008125
15565,15977,3.321593577372833,0.000875
9500,9973,3.567815477722389,0.0009375
10668,11148,3.606464032998147,0.001
420,888,3.62516439440089,0.0010625
11314,11789,3.714919055084062,0.001125
4603,5076,3.8772667872393667,0.0011875
5562,6032,3.9267267519037317,0.00125
10063,10535,3.961233596563914,0.0013125
12555,13030,4.035393130302031,0.001375
15068,15538,4.069117215773128,0.0014375
1651,2120,4.13583738552211,0.0015
15746,15993,4.137841440429031,0.0015625
3560,4032,4.1527378314948695,0.001625
10548,11020,4.175715781100966,0.0016875
13771,14238,4.197110874864805,0.00175
7146,7610,4.222460381835564,0.0018125
15581,15968,4.261938056931266,0.001875
11399,11864,4.338897986311913,0.0019375
4219,4686,4.3856405660060025,0.002
15681,15980,4.426029049197244,0.0020625
15601,15970,4.451929409875985,0.002125
12987,13450,4.461497724461761,0.0021875
12276,12735,4.471519447672983,0.00225
15716,15985,4.5021994425531515,0.0023125
5915,6379,4.55275332922968,0.002375
3327,3795,4.565248748753208,0.0024375
15590,15965,4.59313179951622,0.0025
13219,13683,4.619824887823453,0.0025625
12028,12491,4.743881946624804,0.002625
5517,5982,4.752524960484182,0.0026875
15539,15956,4.818849192186236,0.00275
5889,6350,4.926021490040176,0.0028125
15774,15990,4.96051770187708,0.002875
11420,11876,4.979795279371528,0.0029375
15617,15964,4.988784079670921,0.003
12777,13240,5.049181230050313,0.0030625
6491,6949,5.06509352213778,0.003125
196,642,5.101839989661285,0.0031875
13319,13772,5.134390711835174,0.00325
4014,4472,5.148218430116121,0.0033125
15795,15996,5.166799521834334,0.003375
3638,4090,5.1781622235191715,0.0034375
15663,15969,5.239896483855371,0.0035
11652,12114,5.27279229609182,0.0035625
7918,8379,5.286616406107717,0.003625
8664,9122,5.328716798581287,0.0036875
1824,2277,5.330235509595219,0.00375
15690,15972,5.389372355601839,0.0038125
6326,6775,5.40319210153126,0.003875
15583,15957,5.40724989439668,0.0039375
2880,3335,5.422466806788179,0.004
6225,6684,5.424471487657541,0.0040625
11398,11853,5.543986848462352,0.004125
14980,15434,5.565744974560007,0.0041875
10586,11045,5.609184722907236,0.00425
15549,15952,5.635024173924329,0.0043125
15729,15974,5.635037595897558,0.004375
9538,9989,5.70079919153464,0.0044375
8496,8951,5.7326422149921905,0.0045
7158,7607,5.771468631256924,0.0045625
4572,5023,5.7999599225030245,0.004625
15806,15994,5.844926237546039,0.0046875
15689,15966,5.878275372863923,0.00475
15655,15961,5.895856829923941,0.0048125
12590,13041,5.9129035535722325,0.004875
2622,3071,5.921178793070861,0.0049375
15355,15805,5.966566670009253,0.005
110,560,5.994731971751414,0.0050625
13796,14246,5.996178109293497,0.005125
5388,5835,6.008222166135104,0.0051875
4939,5389,6.021464190363729,0.00525
12565,13020,6.0255554937648395,0.0053125
15591,15953,6.052352977277069,0.005375
3,168,6.05327710469134,0.0054375
8290,8734,6.129005596457714,0.0055
15785,15984,6.157340226487877,0.0055625
9057,9504,6.161826986508,0.005625
5626,6072,6.25320488701049,0.0056875
3803,4246,6.292440147195554,0.00575
2947,3393,6.293933840939533,0.0058125
12808,13254,6.313800460415565,0.005875
15662,15958,6.341988303812806,0.0059375
5693,6139,6.356147844032679,0.006
1437,1866,6.415032251600083,0.0060625
9014,9458,6.431900085789726,0.006125
4218,4665,6.4906963364443895,0.0061875
9907,10352,6.516324223510719,0.00625
6685,7121,6.538444164087268,0.0063125
15813,15989,6.5390785344430435,0.006375
15691,15959,6.558140154742761,0.0064375
15026,15471,6.5719970419275215,0.0065
9507,9942,6.580636990228061,0.0065625
8858,9299,6.588119856295366,0.006625
5710,6154,6.606559584754667,0.0066875
14865,15303,6.645868947266709,0.00675
80,526,6.690506586042309,0.0068125
2280,2719,6.6951900962762805,0.006875
3942,4383,6.719133677756941,0.0069375
11137,11580,6.720667914641529,0.007
3128,3571,6.7223966045659305,0.0070625
132,569,6.723140782181764,0.007125
4612,5057,6.72850701082815,0.0071875
15669,15954,6.75148368517512,0.00725
6455,6897,6.762907187601484,0.0073125
8823,9265,6.817583839584912,0.007375
14458,14902,6.834302067055673,0.0074375
6583,7024,6.867699873934853,0.0075
15589,15945,6.892963466069908,0.0075625
4334,4781,6.911309871376942,0.007625
14184,14623,6.922213543506061,0.0076875
10149,10589,6.928805039046129,0.00775
15577,15942,6.9335389592122825,0.0078125
5771,6215,6.93393998895019,0.007875
13828,14262,6.939302255135013,0.0079375
11746,12182,6.945684187033597,0.008
11499,11937,7.011628931779071,0.0080625
4571,5007,7.021685652525282,0.008125
10786,11227,7.150442758936793,0.0081875
6582,7017,7.155317509413141,0.00825
5977,6412,7.15984738238602,0.0083125
3356,3797,7.170264227048295,0.008375
11862,12299,7.225318511495225,0.0084375
5585,6016,7.2254502605810185,0.0085
15431,15865,7.248674259737826,0.0085625
14317,14752,7.25280784553986,0.008625
2818,3249,7.254614778859144,0.0086875
6477,6911,7.268864646189655,0.00875
15576,15938,7.282968845313006,0.0088125
1650,2087,7.28869931731585,0.008875
