,Request Id,request_execution_plus_preemption_time,cdf
615,751,0.08949037188011982,6.25e-05
10295,10509,0.1124415651087423,0.000125
13165,13361,0.17217288597594332,0.0001875
5643,5848,0.17562514684293487,0.00025
53,131,0.1813579193533132,0.0003125
3827,4073,0.20263083383904953,0.000375
82,168,0.207513824982129,0.0004375
501,642,0.22098297126256755,0.0005
300,398,0.22228075909681408,0.0005625
4854,5076,0.2336146636438554,0.000625
8340,8536,0.2392051297407481,0.0006875
755,888,0.24178349321753784,0.00075
1946,2120,0.24775023350214265,0.0008125
10975,11214,0.2511738258800751,0.000875
76,154,0.26081900372054595,0.0009375
12838,13041,0.2659210311014322,0.001
2088,2277,0.2698247197146858,0.0010625
11654,11864,0.2764966332824513,0.001125
1712,1866,0.27886138362402035,0.0011875
9754,9973,0.27889499487854363,0.00125
13262,13450,0.28291658575264744,0.0013125
12557,12735,0.28713699121252134,0.001375
11579,11789,0.2900492938151623,0.0014375
4053,4246,0.29043056868003153,0.0015
12829,13030,0.29407918968471525,0.0015625
15356,15538,0.31224095541951463,0.001625
6567,6775,0.3129135904612724,0.0016875
8557,8734,0.3142751918337667,0.00175
10814,11045,0.314517446786681,0.0018125
5826,6032,0.32547496356798755,0.001875
828,955,0.33150097813990403,0.0019375
12318,12491,0.3328362949751583,0.002
270,350,0.33616650436052836,0.0020625
15121,15303,0.3367370757590853,0.002125
4,25,0.34051363859376127,0.0021875
365,472,0.3423890536281494,0.00225
6123,6350,0.34400076031630633,0.0023125
8192,8379,0.3446867650846935,0.002375
5173,5389,0.3474087745808861,0.0024375
493,627,0.350311178897694,0.0025
7423,7610,0.3557033890856733,0.0025625
13082,13254,0.35573159077065214,0.002625
2738,2921,0.35942581425419884,0.0026875
11639,11853,0.36392703357371625,0.00275
11669,11876,0.3660529069573983,0.0028125
2875,3071,0.36622501517114014,0.002875
15251,15434,0.3663447642036186,0.0029375
3,20,0.3815011105578855,0.003
734,845,0.384810298896214,0.0030625
6214,6412,0.38511706312212335,0.003125
5859,6072,0.38724875845576684,0.0031875
11950,12114,0.389270015830215,0.00325
13077,13240,0.39237601224597174,0.0033125
9078,9265,0.3927003293454995,0.003375
3138,3335,0.39536645972480516,0.0034375
6830,7024,0.39642398927011985,0.0035
3802,4032,0.39845883752753325,0.0035625
9307,9504,0.4080972016180838,0.003625
12035,12182,0.4102592393901483,0.0036875
13017,13174,0.41403148126522377,0.00375
435,560,0.41748438765226004,0.0038125
14063,14238,0.4179637325713643,0.003875
13584,13772,0.4180860557464715,0.0039375
14085,14262,0.41821518777169553,0.004
9785,9989,0.42040886789423937,0.0040625
10919,11148,0.4205069309203805,0.004125
6738,6949,0.4300237647827412,0.0041875
8073,8234,0.4314651790747921,0.00425
14683,14902,0.4321952397790655,0.0043125
8926,9122,0.4325639660895553,0.004375
10802,11020,0.43261569060575666,0.0044375
1025,1200,0.43650000101383946,0.0045
4257,4472,0.43688138114205244,0.0045625
15,65,0.4396573979162173,0.004625
1658,1823,0.43976751689696963,0.0046875
1,8,0.4418366454318135,0.00475
7516,7695,0.4425826948409031,0.0048125
4804,5023,0.44280069245385173,0.004875
3863,4090,0.44541970036808054,0.0049375
15673,15865,0.44798968606084627,0.005
8017,8186,0.4489423332270399,0.0050625
810,939,0.4529717209254751,0.005125
14075,14246,0.453102714685598,0.0051875
8091,8249,0.45365850243791317,0.00525
12831,13020,0.45623072079011995,0.0053125
4841,5057,0.46697694096765857,0.005375
450,569,0.4688266319319807,0.0054375
10338,10535,0.46949863330890085,0.0055
236,319,0.46983176437144986,0.0055625
5789,5982,0.4710263786793145,0.005625
6963,7164,0.4742789663769122,0.0056875
6703,6911,0.47753571652826116,0.00575
5937,6154,0.4809859101893611,0.0058125
1226,1394,0.48242716885612247,0.005875
1918,2077,0.48430036271320204,0.0059375
0,5,0.4852349012644242,0.006
15232,15401,0.486546909244724,0.0060625
9730,9942,0.4870459305050594,0.006125
1372,1529,0.48729064530038885,0.0061875
285,357,0.49065726386830916,0.00625
681,801,0.4907739755309587,0.0063125
12138,12299,0.4910496830613163,0.006375
5645,5835,0.49263496014176045,0.0064375
6766,6966,0.4930145479691919,0.0065
7425,7607,0.49459433356513643,0.0065625
5362,5558,0.4973745639334914,0.006625
695,809,0.49935383026582475,0.0066875
10371,10589,0.5016634816002397,0.00675
13285,13464,0.5065273110602228,0.0068125
8504,8686,0.5067947865058036,0.006875
5289,5485,0.5067954900594527,0.0069375
14485,14718,0.5078576972981614,0.007
14184,14372,0.5084276481058216,0.0070625
7181,7383,0.5087228086399542,0.007125
2997,3176,0.5095041303836589,0.0071875
2471,2651,0.5097744353854143,0.00725
6689,6897,0.510567961777777,0.0073125
2194,2364,0.5106548620616694,0.007375
6171,6379,0.5124624008829528,0.0074375
1230,1397,0.5145984234457985,0.0075
8415,8607,0.5186269140328251,0.0075625
541,675,0.5234605175945837,0.007625
4467,4686,0.5248631241522037,0.0076875
3758,3974,0.5256572426483753,0.00775
6554,6749,0.5268292829212671,0.0078125
6824,7017,0.5283980186199523,0.007875
4563,4781,0.5289145217502528,0.0079375
13505,13683,0.5303158242581405,0.008
6933,7121,0.531822525722816,0.0080625
3069,3249,0.5352710590639527,0.008125
4792,5007,0.5379253579258994,0.0081875
5172,5378,0.5381900207241708,0.00825
3611,3795,0.5388304167843769,0.0083125
7508,7687,0.5408836547738123,0.008375
1926,2087,0.5411913504991924,0.0084375
10016,10226,0.542006690468291,0.0085
10976,11204,0.5428475547123444,0.0085625
1939,2095,0.5455878964820045,0.008625
