,Request Id,request_e2e_time_normalized,cdf
19,83,0.07776950332345893,0.0001528350909368791
5,82,0.08211418689444407,0.0003056701818737582
47,86,0.08375732462433566,0.0004585052728106373
32,71,0.084456655670694,0.0006113403637475164
28,78,0.08488315602181948,0.0007641754546843956
1014,75,0.08675662762070652,0.0009170105456212746
1051,39,0.08697909325183592,0.0010698456365581537
11,74,0.08701097365702345,0.0012226807274950328
25,59,0.0877130576476534,0.001375515818431912
57,64,0.08790980219674986,0.0015283509093687911
43,72,0.08804991513695859,0.00168118600030567
59,77,0.08960905833885488,0.0018340210912425492
34,66,0.08991202308613391,0.0019868561821794286
55,60,0.09033604900594236,0.0021396912731163073
63,68,0.09043509244537909,0.0022925263640531865
159,81,0.09136629037426632,0.0024453614549900657
45,73,0.09163669646866696,0.002598196545926945
1198,48,0.09170642784559487,0.002751031636863824
386,85,0.0924049716284451,0.002903866727800703
53,44,0.09276856163272897,0.0030567018187375823
26,69,0.09296277092482357,0.0032095369096744614
132,70,0.0933482664619314,0.00336237200061134
62,67,0.09368348115665609,0.0035152070915482193
58,63,0.09382831725543585,0.0036680421824850985
22,57,0.09515276169898562,0.0038208772734219776
1117,169,0.09541771303884998,0.003973712364358857
218,37,0.09600188793365953,0.0041265474552957355
10,61,0.09642131943768228,0.004279382546232615
548,50,0.09646542081190694,0.004432217637169494
1201,218,0.09661555497862807,0.004585052728106373
115,23,0.0969979682331939,0.004737887819043252
50,54,0.09701385273896913,0.004890722909980131
1097,231,0.09731240464637134,0.0050435580009170105
949,187,0.0975720451550565,0.00519639309185389
54,43,0.09760900896128587,0.005349228182790769
355,9,0.09784337492397918,0.005502063273727648
23,62,0.09825791446952692,0.005654898364664527
37,45,0.09831728073706908,0.005807733455601406
21,36,0.09881880848838884,0.005960568546538285
14,51,0.09882607643696047,0.0061134036374751646
976,223,0.09887029341419357,0.006266238728412044
69,41,0.09893309822886119,0.006419073819348923
90,55,0.09906123962013219,0.006571908910285802
13,52,0.10054557866189924,0.00672474400122268
16,53,0.10102091351906808,0.0068775790921595595
51,27,0.10105758738972888,0.007030414183096439
184,10,0.10109180282881494,0.007183249274033318
56,49,0.10113643744526694,0.007336084364970197
27,38,0.10135658356815916,0.007488919455907076
35,35,0.10141010457756931,0.007641754546843955
79,47,0.10180907903163242,0.007794589637780834
95,40,0.10196557136033188,0.007947424728717714
151,90,0.10202580514581511,0.008100259819654593
100,56,0.10209990557953329,0.008253094910591471
33,28,0.10314000240656133,0.008405930001528351
86,93,0.1035241836243334,0.00855876509246523
798,234,0.10356356308807046,0.00871160018340211
103,1,0.10358547811588295,0.008864435274338988
