,Request Id,request_e2e_time,cdf
10265,10509,0.26757432765180056,6.946856547412296e-05
601,751,0.3692133689182242,0.00013893713094824593
5628,5848,0.42874978628617555,0.00020840569642236888
38,131,0.609164291262859,0.00027787426189649186
3748,4073,0.9191517436580057,0.0003473428273706148
12296,12491,0.9742965344503318,0.00041681139284473776
6527,6775,1.065342901525355,0.00048627995831886073
9742,9973,1.068348942965713,0.0005557485237929837
6200,6412,1.2957971412885172,0.0006252170892671067
4798,5057,1.359574058730459,0.0006946856547412296
6358,6539,1.376136149438139,0.0007641542202153525
9631,9899,1.3838780249316187,0.0008336227856894755
11575,11853,1.4544466436177572,0.0009030913511635985
1671,1823,1.4731964435497957,0.0009725599166377215
1934,2087,1.4819736806334731,0.0010420284821118443
13148,13361,1.4955247496518496,0.0011114970475859674
8028,8186,1.5004338079613717,0.0011809656130600903
1353,1529,1.5178762282626792,0.0012504341785342134
11599,11864,1.554085767081233,0.0013199027440083362
235,319,1.5703661359337175,0.0013893713094824591
12005,12162,1.581224809979176,0.0014588398749565822
14067,14238,1.5829983181881744,0.001528308440430705
13014,13174,1.6096577689406786,0.0015977770059048282
9288,9495,1.611802456883197,0.001667245571378951
8183,8379,1.6403883628347558,0.0017367141368530739
11934,12114,1.6453073926866182,0.001806182702327197
416,569,1.6566502885681729,0.0018756512678013198
7811,8021,1.6642560403244033,0.001945119833275443
3598,3795,1.7270275724505382,0.002014588398749566
13078,13254,1.7375542924398815,0.0020840569642236887
1,25,1.746885718874414,0.0021535255296978115
760,888,1.753222114796742,0.002222994095171935
12566,12735,1.7670743818371193,0.0022924626606460577
748,845,1.7800433994954545,0.0023619312261201806
3516,3718,1.780383534189582,0.0024313997915943034
1692,1827,1.806048405300345,0.0025008683570684268
6091,6367,1.8162669957945354,0.0025703369225425496
2876,3071,1.8239059855862934,0.0026398054880166725
402,560,1.8479017132340516,0.0027092740534907954
11606,11876,1.851458956454053,0.0027787426189649182
5819,6072,1.8606837010555637,0.0028482111844390415
13517,13772,1.867732159144225,0.0029176797499131644
7462,7687,1.8768560195881037,0.0029871483153872873
9773,9989,1.8812981862417928,0.00305661688086141
702,809,1.9490360829127695,0.003126085446335533
2423,2622,1.9622433774384263,0.0031955540118096563
8592,8813,1.9859882671953528,0.003265022577283779
829,939,1.9910284227889576,0.003334491142757902
14346,14514,2.0000554939149424,0.003403959708232025
12596,12772,2.040290043193636,0.0034734282737061478
4407,4686,2.041289241258937,0.003542896839180271
11518,11789,2.044223137276731,0.003612365404654394
6896,7081,2.059048745333257,0.003681833970128517
14088,14262,2.097938349528931,0.0037513025356026397
8313,8449,2.1010646657102825,0.0038207711010767626
12524,12666,2.1088415163508216,0.003890239666550886
8750,8930,2.117841325348536,0.003959708232025009
10782,11045,2.145413505984152,0.004029176797499132
