,cdf,batch_num_decode_tokens
0,0.0,0.0
1,0.01,0.0
2,0.02,0.0
3,0.03,0.0
4,0.04,0.0
5,0.05,0.0
6,0.06,0.0
7,0.07,0.0
8,0.08,0.0
9,0.09,0.0
10,0.1,0.0
11,0.11,0.0
12,0.12,0.0
13,0.13,0.0
14,0.14,0.0
15,0.15,0.0
16,0.16,0.0
17,0.17,19.01067154327947
18,0.18,22.988648370853415
19,0.19,26.023515884264672
20,0.2,28.022299698332315
21,0.21,29.99409814075676
22,0.22,30.969431716511867
23,0.23,33.01627645128441
24,0.24,34.021772103706674
25,0.25,35.981348045147264
26,0.26,37.003063394656856
27,0.27,37.9777595100358
28,0.28,37.9777595100358
29,0.29,38.97813005423709
30,0.3,40.004851316295785
31,0.31,40.004851316295785
32,0.32,40.976582199748535
33,0.33,40.976582199748535
34,0.34,41.97191674322714
35,0.35000000000000003,41.97191674322714
36,0.36,42.99142828733044
37,0.37,42.99142828733044
38,0.38,42.99142828733044
39,0.39,44.03570409928742
40,0.4,44.03570409928742
41,0.41000000000000003,45.0152251403878
42,0.42,45.0152251403878
43,0.43,46.01653444375361
44,0.44,46.01653444375361
45,0.45,46.01653444375361
46,0.46,47.04011666295805
47,0.47000000000000003,47.04011666295805
48,0.48,47.990390374500834
49,0.49,47.990390374500834
50,0.5,48.95986089487216
51,0.51,48.95986089487216
52,0.52,50.0489138553459
53,0.53,50.0489138553459
54,0.54,50.0489138553459
55,0.55,50.95795140178327
56,0.56,50.95795140178327
57,0.5700000000000001,51.98737065170029
58,0.58,51.98737065170029
59,0.59,53.03758555691637
60,0.6,53.03758555691637
61,0.61,53.03758555691637
62,0.62,54.000906295163944
63,0.63,54.000906295163944
64,0.64,54.98172381112103
65,0.65,54.98172381112103
66,0.66,55.98035589845489
67,0.67,56.99712612291374
68,0.68,56.99712612291374
69,0.6900000000000001,58.03236392716473
70,0.7000000000000001,58.03236392716473
71,0.71,58.96834998281604
72,0.72,58.96834998281604
73,0.73,60.03939109153555
74,0.74,61.007747867799274
75,0.75,61.007747867799274
76,0.76,61.99172297111608
77,0.77,61.99172297111608
78,0.78,62.99156830465424
79,0.79,62.99156830465424
80,0.8,64.0075398344503
81,0.81,65.03989765493789
82,0.8200000000000001,65.03989765493789
83,0.8300000000000001,65.95686028918864
84,0.84,67.0206580966104
85,0.85,67.96554640998895
86,0.86,67.96554640998895
87,0.87,69.0617416948185
88,0.88,70.03540615115575
89,0.89,71.02279778045839
90,0.9,72.02411011477574
91,0.91,73.03953941466173
92,0.92,74.06928470764261
93,0.93,74.96347080859108
94,0.9400000000000001,76.02034057843467
95,0.9500000000000001,78.02278912874269
96,0.96,80.07798409094674
97,0.97,82.02310443674119
98,0.98,85.02973178204074
99,0.99,89.03245768467185
100,1.0,108.96220333143697
