,Request Id,request_e2e_time_normalized,cdf
12,154,0.19913081749196948,0.00034674063800277393
31,146,0.3178398853207838,0.0006934812760055479
80,151,0.3282168627203535,0.0010402219140083217
29,142,0.3332252251527839,0.0013869625520110957
76,148,0.3409428208038183,0.0017337031900138697
102,152,0.358771315423428,0.0020804438280166435
74,133,0.36012013575440444,0.0024271844660194173
79,134,0.36210750965563426,0.0027739251040221915
2077,48,0.36284584854935603,0.0031206657420249652
2421,435,0.3631443607111448,0.0034674063800277394
2074,337,0.3637249874353944,0.0038141470180305132
2693,590,0.3644455576446447,0.004160887656033287
2029,218,0.36445546079646174,0.004507628294036061
1888,169,0.36546423543653106,0.0048543689320388345
2096,377,0.36560031183202224,0.005201109570041609
1920,39,0.36668463470273654,0.005547850208044383
1856,75,0.36678278915891105,0.005894590846047157
18,124,0.3683952502061674,0.0062413314840499305
75,157,0.3688874777869783,0.006588072122052704
66,122,0.36891868069556133,0.006934812760055479
1851,231,0.3693226372046073,0.007281553398058253
1996,397,0.36939829935044854,0.0076282940360610264
86,137,0.37102056994323834,0.0079750346740638
2153,487,0.37122769656034504,0.008321775312066574
2688,782,0.37124851233932754,0.008668515950069348
2341,545,0.37175416109367865,0.009015256588072122
131,149,0.3757248682246041,0.009361997226074895
1603,187,0.3768734041084957,0.009708737864077669
2025,576,0.37721431901904345,0.010055478502080445
1892,471,0.3777419488108359,0.010402219140083218
1639,223,0.37803808673986905,0.010748959778085992
2488,828,0.37830651215149935,0.011095700416088766
85,125,0.3787055971636064,0.01144244105409154
82,120,0.37880341501843595,0.011789181692094313
2749,1016,0.37976074848231933,0.012135922330097087
2621,924,0.3803835194737964,0.012482662968099861
2615,960,0.38042057772825283,0.012829403606102635
64,135,0.380664993283268,0.013176144244105409
1918,563,0.38125245258326407,0.013522884882108182
2034,643,0.3827382955855902,0.013869625520110958
2734,1027,0.3828101071022194,0.014216366158113732
2525,988,0.3838738552550925,0.014563106796116505
107,144,0.3841096790359996,0.014909847434119279
98,130,0.38441316308962664,0.015256588072122053
65,158,0.38476746778939075,0.015603328710124827
1927,624,0.3849449309279935,0.0159500693481276
1511,342,0.3849603009496349,0.016296809986130374
168,153,0.3859029654557051,0.016643550624133148
36,126,0.3864462484863152,0.01699029126213592
1523,295,0.38667248211625854,0.017337031900138695
1818,598,0.38684695479895825,0.01768377253814147
2168,790,0.3874519372105653,0.018030513176144243
127,129,0.3881642705992174,0.018377253814147017
104,141,0.3887090049919708,0.01872399445214979
136,143,0.3889924452840428,0.019070735090152564
39,123,0.3892085916891249,0.019417475728155338
2118,846,0.39004616798618785,0.019764216366158115
1310,234,0.3913366932416778,0.02011095700416089
2697,1133,0.39179728958891974,0.020457697642163663
