,Request Id,request_model_execution_time_normalized,cdf
11,46,0.023819008510246886,6.65513110608279e-05
21,38,0.023941628184384795,0.0001331026221216558
22,78,0.02439254941055108,0.0001996539331824837
86,54,0.024563780027770928,0.0002662052442433116
6,30,0.024739184917918794,0.0003327565553041395
278,22,0.02481388790766556,0.0003993078663649674
65,66,0.024834347989144957,0.0004658591774257953
8977,9098,0.024867627923455572,0.0005324104884866232
123,130,0.02486887494719992,0.0005989617995474511
9635,9497,0.02495145315729389,0.000665513110608279
9044,8454,0.0249531988379463,0.0007320644216691069
15,62,0.024958951877960395,0.0007986157327299348
3374,3467,0.024964481967691365,0.0008651670437907627
10311,9432,0.024965884965851438,0.0009317183548515906
9505,8857,0.024967813594162662,0.0009982696659124185
10320,8620,0.024969873658049025,0.0010648209769732464
5474,4479,0.02497456978048649,0.0011313722880340743
10479,8724,0.024976325348997415,0.0011979235990949022
10098,9372,0.02498117909989511,0.00126447491015573
9152,9264,0.024987409052736404,0.001331026221216558
4660,4531,0.024994531892824082,0.001397577532277386
10661,8780,0.0249949203790035,0.0014641288433382138
10286,10509,0.02499522648672497,0.0015306801543990417
5453,4327,0.02499789927734346,0.0015972314654598696
10231,8296,0.024998034997859218,0.0016637827765206975
83,190,0.024998413637831528,0.0017303340875815254
9861,8488,0.024999022541635718,0.0017968853986423533
10436,7872,0.025002690055866108,0.0018634367097031812
10131,8100,0.025002983051615576,0.001929988020764009
10843,8876,0.02500791046110377,0.001996539331824837
8982,8032,0.025013353733280598,0.002063090642885665
9431,8726,0.025016438838754405,0.002129641953946493
9534,7756,0.025020971919007005,0.0021961932650073207
10104,9080,0.025024426531382076,0.0022627445760681486
11022,8360,0.025025416996573943,0.0023292958871289765
9671,8662,0.02502751834673708,0.0023958471981898044
9434,7856,0.02502858736356433,0.0024623985092506323
2619,1205,0.025028980086730504,0.00252894982031146
3505,1929,0.025030638493468975,0.002595501131372288
1518,1617,0.025034370211054386,0.002662052442433116
11132,8440,0.025034999592956523,0.002728603753493944
3668,2997,0.025036328448429356,0.002795155064554772
9846,9132,0.025037341301876005,0.0028617063756155997
3597,1133,0.025038368868036277,0.0029282576866764276
9433,7768,0.025038444278833012,0.0029948089977372555
11184,8672,0.025038670663846848,0.0030613603087980834
3125,1861,0.025038902989388177,0.0031279116198589113
5446,4139,0.025039513374876254,0.003194462930919739
11316,8540,0.025040351441609394,0.003261014241980567
2585,1273,0.02504207477369772,0.003327565553041395
4319,1441,0.02504249803050016,0.003394116864102223
5441,3951,0.02504285198808445,0.003460668175163051
3812,1345,0.02504520172536823,0.0035272194862238787
3772,1577,0.02504910531501789,0.0035937707972847066
9871,7432,0.025049717476867184,0.0036603221083455345
9421,8482,0.02505013519157505,0.0037268734194063624
6450,4543,0.025050477512554285,0.0037934247304671903
11004,9032,0.025053523276697385,0.003859976041528018
3320,1785,0.025053737838028337,0.003926527352588846
9599,7677,0.02505374886426874,0.003993078663649674
2922,925,0.025054989273391438,0.004059629974710502
2914,3044,0.025055365242593594,0.00412618128577133
5599,3695,0.025055671493288165,0.004192732596832158
3531,1229,0.025055887271442482,0.004259283907892986
4049,1189,0.025056106285885074,0.0043258352189538135
5630,3787,0.025057625526724088,0.004392386530014641
5484,2563,0.02505786608634083,0.004458937841075469
5577,2951,0.025058409902572822,0.004525489152136297
4338,1765,0.025059504974718858,0.004592040463197125
5597,2499,0.02506056718935926,0.004658591774257953
9422,7281,0.02506111965755273,0.004725143085318781
6075,4675,0.025061321565981225,0.004791694396379609
10068,7288,0.025061589427625326,0.004858245707440437
9495,7484,0.02506273889026038,0.004924797018501265
3882,1109,0.02506301903713467,0.0049913483295620925
6024,3383,0.025064815802620117,0.00505789964062292
10072,7000,0.02506537391707023,0.005124450951683748
5255,2467,0.02506713853161617,0.005191002262744576
3460,1269,0.025070212731419364,0.005257553573805404
4584,2581,0.025071285266757698,0.005324104884866232
6065,3387,0.025072651656672197,0.00539065619592706
14173,12650,0.025077623162565343,0.005457207506987888
4732,2523,0.025078176616963224,0.005523758818048716
14907,13066,0.02507880555170567,0.005590310129109544
9697,6525,0.025079555165213645,0.0056568614401703715
14132,14350,0.025080015744581904,0.005723412751231199
9524,7177,0.02508028576897163,0.005789964062292027
11560,9172,0.025080982560217117,0.005856515373352855
5782,3243,0.025082451323059543,0.005923066684413683
4534,2529,0.025083394300371466,0.005989617995474511
14573,14421,0.02508380975930212,0.006056169306535339
7000,4539,0.025084412828262816,0.006122720617596167
4845,2681,0.025084534144385644,0.006189271928656995
3051,39,0.025085213014903743,0.006255823239717823
3803,1853,0.025085519164684243,0.0063223745507786505
9985,7369,0.02508611127970253,0.006388925861839478
6649,4883,0.025086807164411404,0.006455477172900306
3390,545,0.02508792591741773,0.006522028483961134
14110,13884,0.02508820727332794,0.006588579795021962
5089,2413,0.02508847743291438,0.00665513110608279
6867,4647,0.025088964387383072,0.006721682417143618
5694,3591,0.02508938032900236,0.006788233728204446
4229,2773,0.025089975229799864,0.006854785039265274
10044,8754,0.025090351484434077,0.006921336350326102
3409,1589,0.02509122940878233,0.0069878876613869295
3618,2851,0.025091374780230057,0.007054438972447757
9359,9341,0.025091519996940266,0.007120990283508585
2923,75,0.02509204189555018,0.007187541594569413
10999,9503,0.025094509601681,0.007254092905630241
4741,2093,0.025094847023948343,0.007320644216691069
9489,6984,0.0250965779518471,0.007387195527751897
10480,7709,0.02509828106594323,0.007453746838812725
9867,7758,0.025098473729085257,0.007520298149873553
3633,435,0.025098666812393026,0.007586849460934381
