,Request Id,request_execution_time,cdf
609,751,0.6829456319579998,0.0002063983488132095
4033,4073,0.767765718298061,0.000412796697626419
1911,2120,1.0224192334498983,0.0006191950464396285
744,888,1.1669063925960705,0.000825593395252838
499,642,1.4682131398557554,0.0010319917440660474
18,131,1.618768612074966,0.001238390092879257
3815,4032,1.6328580094341225,0.0014447884416924665
56,168,1.6758782809028416,0.001651186790505676
3324,3393,1.7065452062329909,0.0018575851393188853
1683,1866,1.7387769113682532,0.0020639834881320948
4431,4469,1.8173791078054973,0.0022703818369453044
4446,4686,1.824836225111798,0.002476780185758514
2216,2277,1.9059374124873025,0.0026831785345717233
1422,1529,2.023931344549339,0.002889576883384933
3874,4090,2.0654837207794476,0.0030959752321981426
4620,4665,2.094528235861928,0.003302373581011352
0,25,2.1881228325879483,0.0035087719298245615
4014,4246,2.276189451544849,0.0037151702786377707
41,154,2.3088867169418075,0.00392156862745098
1044,1200,2.3354860478208797,0.0041279669762641896
3271,3335,2.3367993639487388,0.0043343653250774
3507,3571,2.3579388910059507,0.004540763673890609
555,684,2.517873314565538,0.004747162022703818
2,8,2.520916283609686,0.004953560371517028
2965,3176,2.5364077007374344,0.005159958720330237
3002,3071,2.567869076940806,0.005366357069143447
3747,3795,2.629193292057953,0.005572755417956657
1243,1394,2.633045555119024,0.005779153766769866
3516,3718,2.6346133295371015,0.005985552115583075
4737,4781,2.7069995267227727,0.006191950464396285
1786,1849,2.7235766181351018,0.006398348813209494
1,5,2.744779267957264,0.006604747162022704
2700,2765,2.7691455581018416,0.006811145510835914
445,569,2.7830321947725642,0.007017543859649123
2019,2210,2.830427421777299,0.007223942208462332
1572,1738,2.8380651895709055,0.007430340557275541
3,20,2.8382245553740497,0.0076367389060887515
689,809,2.8474798043773246,0.00784313725490196
3752,3797,2.8584653301497625,0.00804953560371517
551,675,2.8685619983796755,0.008255933952528379
3701,3898,2.8739162733683683,0.00846233230134159
441,560,2.905695607384913,0.0086687306501548
4256,4472,2.941475250744509,0.008875128998968008
274,398,3.0117448953110957,0.009081527347781218
514,627,3.0181567578516817,0.009287925696594427
3194,3249,3.083411629112036,0.009494324045407636
2318,2371,3.1052934667833423,0.009700722394220845
2861,2921,3.1154350456301474,0.009907120743034056
4084,4111,3.1310157163285464,0.010113519091847266
3166,3374,3.1374141577762513,0.010319917440660475
2525,2583,3.1377178255828926,0.010526315789473684
2665,2719,3.139654238559103,0.010732714138286893
2029,2087,3.2626829203556147,0.010939112487100102
2507,2559,3.303478463097763,0.011145510835913313
2178,2364,3.3043455518702816,0.011351909184726523
3996,4222,3.3207764035794995,0.011558307533539732
4233,4452,3.3764725583725914,0.011764705882352941
2018,2077,3.3953456283428936,0.01197110423116615
3924,3959,3.3963510095110365,0.01217750257997936
688,801,3.4083448231037807,0.01238390092879257
1262,1416,3.4422381656700396,0.01259029927760578
235,350,3.4436462384090767,0.012796697626418989
6,65,3.455194648746109,0.013003095975232198
1162,1279,3.4566926446013184,0.013209494324045407
2583,2784,3.5026236636154704,0.013415892672858616
732,845,3.5092648735953125,0.013622291021671827
1834,2014,3.515722800560152,0.013828689370485037
156,255,3.5414487450804284,0.014035087719298246
2692,2759,3.550813331914736,0.014241486068111455
2589,2651,3.5560226050849857,0.014447884416924664
1763,1823,3.573855063209807,0.014654282765737874
1294,1397,3.5747762786107886,0.014860681114551083
818,939,3.623349612350074,0.015067079463364294
4501,4726,3.6258275655745615,0.015273477812177503
4377,4411,3.6387474316663524,0.015479876160990712
354,472,3.662771928758828,0.01568627450980392
2009,2071,3.7101596101943364,0.015892672858617132
4358,4383,3.734264866547952,0.01609907120743034
410,526,3.7431122709299833,0.01630546955624355
5,42,3.7564159015475176,0.016511867905056758
1331,1427,3.8544644457253194,0.01671826625386997
4490,4517,3.8600820838543273,0.01692466460268318
4,3,3.8793637121875126,0.017131062951496388
4824,4863,3.8814095573022236,0.0173374613003096
4630,4854,3.8880709227634433,0.017543859649122806
2425,2622,3.9269084911714995,0.017750257997936017
4645,4683,3.9414858046873427,0.017956656346749224
263,357,3.9445681488750495,0.018163054695562435
2738,2791,3.9546784894445626,0.018369453044375646
2656,2862,3.973116068685559,0.018575851393188854
4612,4820,3.9839319595519576,0.018782249742002065
2603,2663,3.990694607911707,0.018988648090815272
2453,2509,3.993287773917668,0.019195046439628483
2578,2776,3.993338944983144,0.01940144478844169
1033,1158,4.019810651499865,0.0196078431372549
3016,3077,4.040455219546922,0.019814241486068113
2803,2861,4.051564519479212,0.02002063983488132
3592,3635,4.054533860747045,0.02022703818369453
833,955,4.056936036539645,0.02043343653250774
1841,1887,4.060188811258528,0.02063983488132095
1713,1888,4.080855164515453,0.02084623323013416
4469,4692,4.084762487744479,0.021052631578947368
3880,4082,4.087946485355456,0.02125902992776058
3889,4100,4.10625003421628,0.021465428276573786
3254,3299,4.154432420991805,0.021671826625386997
2748,2807,4.155718013896896,0.021878224974200205
4748,4785,4.1754728453540535,0.022084623323013416
4478,4503,4.190455961058464,0.022291021671826627
297,407,4.235901612257318,0.022497420020639834
2561,2750,4.239894342629104,0.022703818369453045
3929,3963,4.257739663930357,0.022910216718266253
3279,3333,4.260597640889636,0.023116615067079464
1864,1927,4.260635473743246,0.023323013415892675
930,1078,4.275528050133088,0.023529411764705882
1854,1905,4.309958704666052,0.023735810113519093
2168,2223,4.311951440939594,0.0239422084623323
1427,1527,4.316405335326317,0.02414860681114551
2850,3052,4.322825317549033,0.02435500515995872
598,719,4.322911203845099,0.02456140350877193
4812,5026,4.328553027483365,0.02476780185758514
2951,3152,4.341862993057697,0.02497420020639835
2418,2469,4.341884829557097,0.02518059855521156
