,Request Id,prefill_time_execution_plus_preemption,cdf
5843,2106,0.008191863011290934,6.25e-05
5167,782,0.00953519564388472,0.000125
4420,1929,0.009659592714569953,0.0001875
13279,8523,0.009724557828576508,0.00025
3614,925,0.010133915674074956,0.0003125
2740,626,0.010676623554132902,0.000375
15964,15773,0.01147020922644515,0.0004375
15925,12383,0.011785135673221703,0.0005
15980,14526,0.012435399212677112,0.0005625
11845,8724,0.012535655212673191,0.000625
15994,15364,0.012596498272841927,0.0006875
11913,9274,0.012613387161877654,0.00075
7287,2951,0.012999487098426243,0.0008125
13069,8540,0.01305009580960359,0.000875
11332,6525,0.013257586895235818,0.0009375
15963,14465,0.01326008849525806,0.001
7061,2498,0.013518237955565837,0.0010625
6261,2686,0.01352409583492431,0.001125
15917,12637,0.013641309955573888,0.0011875
15987,14187,0.013791453955604993,0.00125
9338,4974,0.014504282720906758,0.0013125
10821,7758,0.014631981484967582,0.001375
2883,187,0.014652248139681134,0.0014375
6374,3141,0.01467295810218161,0.0015
15732,13391,0.015181945625386106,0.0015625
13594,9903,0.01530398740317196,0.001625
6844,2467,0.015378169727000568,0.0016875
9108,9264,0.015483807479427014,0.00175
4791,435,0.015503780088891972,0.0018125
15986,15971,0.015597695085716623,0.001875
10739,9194,0.01574291966051078,0.0019375
4102,2997,0.015742919660596044,0.002
15074,12788,0.015915393752379714,0.0020625
1926,1990,0.01592931234577577,0.002125
14771,10164,0.015956214603193075,0.0021875
7511,6559,0.015984342603189816,0.00225
8561,5227,0.015984342603189816,0.0023125
15837,12133,0.016007175660547546,0.002375
12338,9539,0.016044551660570505,0.0024375
15983,15005,0.016044551660570505,0.0025
3993,3500,0.016044551660598927,0.0025625
9142,4972,0.01611017660957259,0.002625
7888,4970,0.016144858857103372,0.0026875
9335,5957,0.016153990412703934,0.00275
9121,4147,0.01618219860318959,0.0028125
8877,7805,0.01624859860316974,0.002875
6287,4479,0.01625731820956844,0.0029375
7801,4525,0.01628544620956518,0.003
9344,5705,0.01628544620956518,0.0030625
1574,707,0.01635283966060541,0.003125
7504,2489,0.016352839660612517,0.0031875
10951,6278,0.016378919660610336,0.00325
13358,9466,0.01642771856506897,0.0033125
13020,9172,0.01645584656500887,0.003375
13999,9068,0.01645584656500887,0.0034375
12159,8876,0.016549702209545103,0.0035
15937,15771,0.016594262603121024,0.0035625
6047,1441,0.016594262603177867,0.003625
13899,9518,0.01661156516831852,0.0036875
15921,13258,0.016620342603118843,0.00375
15928,13728,0.016620342603118843,0.0038125
3414,1504,0.016620342603175686,0.003875
2644,2822,0.01668708166866395,0.0039375
7364,3290,0.01668708166866395,0.004
9077,9098,0.01670053014026962,0.0040625
8708,5895,0.016728076025401606,0.004125
6875,3787,0.016734636025432792,0.0041875
4863,2391,0.016757478565068595,0.00425
13767,9020,0.016762764025315846,0.0043125
6325,4327,0.01680688034286959,0.004375
7954,4543,0.01680688034286959,0.0044375
11628,8620,0.016828823473588272,0.0045
5566,2834,0.016844256342835706,0.0045625
7036,4005,0.01689650571427137,0.004625
14855,10888,0.016903949168295185,0.0046875
2688,1251,0.016921446209522628,0.00475
5966,2523,0.016921446209522628,0.0048125
11030,9432,0.016931193714299297,0.004875
9233,6990,0.01694986320001135,0.0049375
10325,7871,0.01698554388769935,0.005
6408,3321,0.01705103108571393,0.0050625
10083,10509,0.017064396025375572,0.005125
15956,14132,0.017064396025375572,0.0051875
8821,6218,0.017065766565110607,0.00525
8007,5615,0.017078504983260245,0.0053125
5324,590,0.017084743660603863,0.005375
12053,7872,0.01709184656499474,0.0054375
12909,8657,0.017152544342820875,0.0055
8883,4296,0.017190521314830676,0.0055625
15590,11040,0.017195449714336064,0.005625
15895,11831,0.01724961316824647,0.0056875
15952,13290,0.017275693168244288,0.00575
3136,1205,0.0172756931682585,0.0058125
12449,9099,0.017276135897873246,0.005875
15953,13827,0.01729571145403952,0.0059375
8509,4971,0.017343415085690594,0.006
7602,3742,0.017372684025417584,0.0060625
6328,2681,0.017380791085713554,0.006125
15303,12088,0.017380791085770397,0.0061875
10475,7281,0.017492090958171502,0.00625
15959,13596,0.017567193714285168,0.0063125
15852,13215,0.017656813549251638,0.006375
15974,15449,0.017710968774736102,0.0064375
3579,643,0.017715159085717858,0.0065
5502,5840,0.01780666379681861,0.0065625
9525,7173,0.01780666379681861,0.006625
11857,7709,0.01780666379681861,0.0066875
11859,9503,0.017820918840470767,0.00675
8688,5482,0.01783274379681643,0.0068125
15307,11755,0.01783645296177383,0.006875
5277,5049,0.017877732961721904,0.0069375
9815,8107,0.017886813307995908,0.007
13959,10514,0.01796049582219439,0.0070625
3824,790,0.018001356025401094,0.007125
7829,3325,0.018110340850796547,0.0071875
15920,12598,0.01812775179689652,0.00725
13549,10979,0.018169015822195433,0.0073125
12674,10852,0.01817257400307426,0.007375
9988,5877,0.018332169900816098,0.0074375
8888,6213,0.018411322958229448,0.0075
248,398,0.018438952922366525,0.0075625
9401,8032,0.018539192316893605,0.007625
8312,3716,0.018543209028052843,0.0076875
13207,8638,0.01857041582218244,0.00775
15697,11589,0.01857041582218244,0.0078125
5974,2581,0.018570415822239283,0.007875
13016,9259,0.01858690963410936,0.0079375
3404,3467,0.01864124563411451,0.008
4043,487,0.018760620946608242,0.0080625
7911,3387,0.01876171493333345,0.008125
9018,6034,0.01882427922151919,0.0081875
4948,5261,0.018883394914894325,0.00825
14750,12011,0.01888837645321928,0.0083125
8956,4977,0.018963759841824412,0.008375
10505,7267,0.018982727615707518,0.0084375
2578,982,0.018984826686292422,0.0085
