,Request Id,decode_time_execution_plus_preemption_normalized,cdf
233,319,0.04236325301024367,0.0001840264998159735
852,943,0.05621108209355409,0.000368052999631947
854,946,0.06974629123016161,0.0005520794994479205
836,937,0.07016756499812357,0.000736105999263894
870,941,0.07197889728835281,0.0009201324990798675
858,936,0.07507399160604343,0.001104158998895841
862,933,0.07649677550699963,0.0012881854987118145
833,932,0.07947119345536882,0.001472211998527788
848,921,0.07962859515145,0.0016562384983437614
242,312,0.07992704687731808,0.001840264998159735
874,930,0.0832883042889376,0.0020242914979757085
245,314,0.08330416300865662,0.002208317997791682
860,922,0.0837700751571502,0.0023923444976076554
871,926,0.0857953771137539,0.002576370997423629
855,928,0.08894721498858076,0.0027603974972396023
877,948,0.08967536141707672,0.002944423997055576
863,916,0.09213672836613071,0.0031284504968715496
729,845,0.09277584057823543,0.003312476996687523
244,309,0.09308558367799344,0.0034965034965034965
226,298,0.09350740031140234,0.00368052999631947
865,913,0.0942711756787098,0.0038645564961354434
821,939,0.09486161622305929,0.004048582995951417
869,896,0.09513025466328497,0.004232609495767391
872,955,0.09661583110280472,0.004416635995583364
223,299,0.0985113729403201,0.004600662495399337
246,296,0.09939042471045624,0.004784688995215311
868,905,0.10061665905807206,0.0049687154950312845
845,898,0.10076076519163356,0.005152741994847258
840,899,0.10143128768348421,0.005336768494663232
225,302,0.1029278868543382,0.005520794994479205
264,315,0.10368290079166617,0.005704821494295178
875,910,0.10375150291655094,0.005888847994111152
269,318,0.10399608788571846,0.006072874493927126
885,931,0.10404960513507293,0.006256900993743099
879,949,0.10447778921313387,0.006440927493559073
813,923,0.10454669160451488,0.006624953993375046
849,907,0.10571319195075427,0.006808980493191019
861,887,0.10685662951384524,0.006993006993006993
839,894,0.10709363647395062,0.007177033492822967
231,300,0.10711265246739461,0.00736105999263894
856,909,0.10719920504730465,0.007545086492454913
230,275,0.107728273150412,0.007729112992270887
78,178,0.10905705110554371,0.00791313949208686
873,902,0.10912923890442863,0.008097165991902834
835,893,0.10963937605530528,0.008281192491718808
892,929,0.10989055961074178,0.008465218991534781
250,291,0.11018704911815003,0.008649245491350755
891,944,0.1103739208717486,0.008833271991166729
802,919,0.11048941905048332,0.0090172984909827
837,911,0.11067687055348445,0.009201324990798674
882,918,0.11172446911739785,0.009385351490614648
234,285,0.1118719809886302,0.009569377990430622
258,290,0.11196635911846878,0.009753404490246595
256,281,0.1125148436000946,0.009937430990062569
259,283,0.11362743576297389,0.010121457489878543
102,179,0.11459012467065596,0.010305483989694516
831,901,0.11479021884299026,0.01048951048951049
252,280,0.11537980722386593,0.010673536989326464
257,301,0.11742886379180197,0.010857563489142437
251,286,0.11756305622105989,0.01104158998895841
249,273,0.11792036874285522,0.011225616488774383
888,906,0.11950958118258212,0.011409642988590356
237,271,0.12016270877419076,0.01159366948840633
211,284,0.12022036030618082,0.011777695988222304
274,282,0.12031170979019008,0.011961722488038277
838,882,0.12039037870981026,0.012145748987854251
832,908,0.12053037489216521,0.012329775487670225
876,877,0.12162585324532851,0.012513801987486198
857,873,0.1223499130354832,0.012697828487302172
272,292,0.12242661087468035,0.012881854987118146
817,915,0.12268474889655097,0.013065881486934118
881,904,0.1227119561782767,0.013249907986750091
247,251,0.1229276122933793,0.013433934486566065
734,817,0.12342422926525154,0.013617960986382039
275,274,0.12345956871829881,0.013801987486198012
277,294,0.1245381986382554,0.013986013986013986
239,253,0.12501701272900384,0.01417004048582996
866,839,0.12510780325147577,0.014354066985645933
809,895,0.12533685062712824,0.014538093485461907
867,816,0.12554675627715878,0.01472211998527788
798,897,0.1256418073855933,0.014906146485093854
232,259,0.12584079154750005,0.015090172984909826
261,278,0.12584950824338426,0.0152741994847258
851,842,0.12589608423801063,0.015458225984541774
896,942,0.12607069490362607,0.015642252484357747
859,863,0.12671666693515216,0.01582627898417372
706,821,0.12739676230073416,0.016010305483989695
806,891,0.12777834925014667,0.016194331983805668
266,272,0.1281905808560157,0.016378358483621642
841,871,0.12835962516059368,0.016562384983437616
825,884,0.1289776994174538,0.01674641148325359
847,824,0.1293395505900155,0.016930437983069563
889,853,0.12950524182617326,0.017114464482885536
846,862,0.12972920713846864,0.01729849098270151
884,872,0.13009519850174647,0.017482517482517484
844,866,0.13018080044600408,0.017666543982333457
228,244,0.1315216070973301,0.01785057048214943
820,886,0.13159581616393584,0.0180345969819654
263,266,0.13188341444689988,0.018218623481781375
238,245,0.1322162038495453,0.01840264998159735
465,642,0.1322769018609904,0.018586676481413322
84,177,0.1326158313109034,0.018770702981229296
268,267,0.1331305669458276,0.01895472948104527
722,819,0.13339952208446432,0.019138755980861243
900,935,0.1336254062449198,0.019322782480677217
816,885,0.13393044619994948,0.01950680898049319
843,858,0.1342423464602981,0.019690835480309164
265,256,0.134354249127325,0.019874861980125138
262,248,0.1347094594325007,0.02005888847994111
853,786,0.13504943101489894,0.020242914979757085
822,878,0.13517593978942674,0.02042694147957306
878,861,0.13524585586994542,0.020610967979389033
823,903,0.13535082680615673,0.020794994479205006
731,812,0.13585300541887646,0.02097902097902098
260,247,0.1359902724110644,0.021163047478836954
886,830,0.13613727209411866,0.021347073978652927
740,832,0.13616140919542535,0.0215311004784689
797,889,0.13636263856913636,0.021715126978284875
715,825,0.13707597168287014,0.021899153478100848
236,242,0.1371717264884269,0.02208317997791682
273,229,0.13902335991600803,0.022267206477732792
864,750,0.13909824013691444,0.022451232977548766
235,241,0.13942055504348624,0.02263525947736474
810,912,0.13944115963716877,0.022819285977180713
270,325,0.13970110364299054,0.023003312476996687
210,270,0.139814722908632,0.02318733897681266
739,789,0.13997182485088075,0.023371365476628634
95,166,0.14000492638185794,0.023555391976444608
267,326,0.14052921816875313,0.02373941847626058
280,297,0.1405421677267187,0.023923444976076555
905,934,0.1408645433204737,0.02410747147589253
828,867,0.14091254918126436,0.024291497975708502
724,815,0.14099138716952955,0.024475524475524476
899,938,0.14102479299514542,0.02465955097534045
255,186,0.14152078612979938,0.024843577475156423
271,227,0.1415662576487791,0.025027603974972397
216,246,0.14162946955486744,0.02521163047478837
214,260,0.1419485585344102,0.025395656974604344
217,263,0.14198162278819312,0.025579683474420318
834,810,0.14228692746237218,0.02576370997423629
279,288,0.14240461918243733,0.025947736474052265
224,189,0.1427693067985696,0.026131762973868235
818,823,0.1428208688545565,0.02631578947368421
893,813,0.1432293908730261,0.026499815973500183
735,774,0.14338706903502021,0.026683842473316156
276,191,0.14350149646798852,0.02686786897313213
805,879,0.14389794778566012,0.027051895472948104
720,829,0.14418375439297357,0.027235921972764077
829,784,0.14423966391204168,0.02741994847258005
101,160,0.14448516688847407,0.027603974972396025
762,820,0.14470954147113016,0.027788001472212
786,890,0.14523323005237027,0.027972027972027972
253,210,0.14540498941759225,0.028156054471843946
241,220,0.1461026171109807,0.02834008097165992
741,811,0.14614687976707602,0.028524107471475893
726,800,0.14644287263422315,0.028708133971291867
794,900,0.14686408013262214,0.02889216047110784
830,798,0.14730181142757673,0.029076186970923814
207,250,0.1473932524287027,0.029260213470739788
890,957,0.1474636345487132,0.02944423997055576
701,785,0.14752138250439764,0.029628266470371735
819,848,0.14792830703878507,0.02981229297018771
694,791,0.1480937764490157,0.029996319470003682
842,755,0.1483373256381774,0.030180345969819652
240,219,0.14834218370331798,0.030364372469635626
880,716,0.1484365819563116,0.0305483989694516
883,961,0.14900849760463403,0.030732425469267573
455,627,0.14904028611854778,0.030916451969083547
117,176,0.14981574404206846,0.03110047846889952
721,814,0.14988298206069017,0.031284504968715494
195,265,0.14998570154558322,0.03146853146853147
814,875,0.1505308036121692,0.03165255796834744
824,806,0.150587096584374,0.03183658446816342
229,216,0.1506108486821942,0.03202061096797939
827,760,0.15074959973517654,0.03220463746779536
222,171,0.15097384503125902,0.032388663967611336
97,157,0.1512653722603843,0.03257269046742731
141,197,0.15151619869696467,0.032756716967243284
201,249,0.15178771726109522,0.032940743467059254
768,787,0.15220664133934314,0.03312476996687523
198,254,0.1527370596068023,0.0333087964666912
193,264,0.1528915921546145,0.03349282296650718
807,836,0.15334658835598938,0.03367684946632315
208,257,0.15377577902734346,0.033860875966139126
767,838,0.15402208795752478,0.034044902465955096
647,768,0.15405030567551267,0.03422892896577107
196,268,0.15406713705254377,0.03441295546558704
934,920,0.15431303242842664,0.03459698196540302
209,230,0.15463800590891857,0.03478100846521899
181,258,0.15471799915478737,0.03496503496503497
812,852,0.15491703727748016,0.03514906146485094
738,777,0.15504454915090546,0.035333087964666915
811,847,0.15508577984661115,0.035517114464482885
743,775,0.15511999075971464,0.03570114096429886
182,243,0.15519359676552336,0.03588516746411483
183,183,0.1553853523233367,0.0360691939639308
147,184,0.15607267473641337,0.03625322046374678
175,252,0.15622743304777933,0.03643724696356275
221,207,0.15634749905439102,0.03662127346337873
800,876,0.15664639066692318,0.0368052999631947
742,771,0.15665479764687845,0.036989326463010674
194,174,0.1568569218894911,0.037173352962826645
215,226,0.15713464682124692,0.03735737946264262
213,225,0.15722069962316945,0.03754140596245859
202,188,0.15723156096107246,0.03772543246227457
803,835,0.15736582850592798,0.03790945896209054
887,952,0.15739448812320517,0.038093485461906516
808,808,0.15788486308948135,0.03827751196172249
204,175,0.15802850552550785,0.038461538461538464
132,190,0.1580741137865918,0.038645564961354434
744,792,0.15809682114229823,0.03882959146117041
775,822,0.15836044913106567,0.03901361796098638
286,304,0.15842046996628834,0.03919764446080236
705,776,0.1584702263709951,0.03938167096061833
770,844,0.15852070632663434,0.039565697460434306
759,783,0.15858763156919548,0.039749723960250276
189,233,0.15874194350205287,0.03993375046006625
282,308,0.159323577660483,0.04011777695988222
790,826,0.15972220022088562,0.04030180345969819
799,802,0.15976335411149492,0.04048582995951417
165,181,0.1600483391142269,0.04066985645933014
911,927,0.16014981478337847,0.04085388295914612
112,173,0.16017173878575308,0.04103790945896209
780,818,0.16018467618821233,0.041221935958778065
123,172,0.16022692648136364,0.041405962458594035
930,772,0.16039503366796987,0.04158998895841001
203,199,0.16053754548057003,0.04177401545822598
135,211,0.16097240185451075,0.04195804195804196
185,237,0.1610601981638225,0.04214206845785793
815,724,0.16118237186827014,0.04232609495767391
917,874,0.16118723370857424,0.04251012145748988
766,765,0.16135492695367645,0.042694147957305854
219,203,0.16148108516025125,0.042878174457121825
178,192,0.16149454510954106,0.0430622009569378
730,739,0.16151989530429495,0.04324622745675377
288,195,0.16165651359939354,0.04343025395656975
710,767,0.16166878475008997,0.04361428045638572
166,198,0.16168970404652064,0.043798306956201696
774,788,0.16173548437172966,0.043982333456017667
758,849,0.16178855640775136,0.04416635995583364
206,239,0.1618339709583057,0.044350386455649614
698,778,0.16207387228313258,0.044534412955465584
200,232,0.16209555525300753,0.04471843945528156
771,799,0.16215251865571742,0.04490246595509753
894,951,0.16223289399687288,0.04508649245491351
83,158,0.1626616905283263,0.04527051895472948
151,182,0.16268293508275442,0.045454545454545456
167,185,0.16270808517809446,0.045638571954361426
702,796,0.16280840268740865,0.0458225984541774
737,738,0.16284431016444198,0.04600662495399337
788,880,0.16285289576829762,0.04619065145380935
718,793,0.1631419511541582,0.04637467795362532
760,833,0.16347684945516816,0.0465587044534413
757,794,0.16349409027714418,0.04674273095325727
145,164,0.16371318652661243,0.046926757453073245
144,165,0.16372840530004826,0.047110783952889215
127,180,0.16387087481690657,0.04729481045270519
795,851,0.1641000554666529,0.04747883695252116
709,781,0.16431142112415933,0.04766286345233714
503,637,0.164390422349092,0.04784688995215311
707,766,0.16441072628285322,0.04803091645196908
184,224,0.1647923946503463,0.04821494295178506
148,193,0.16509129567475433,0.04839896945160103
220,215,0.1651262528242351,0.048582995951417005
725,737,0.16531652316354695,0.048767022451232975
188,205,0.1654590559804962,0.04895104895104895
162,196,0.16553752153514922,0.04913507545086492
756,780,0.1660217901536822,0.0493191019506809
243,112,0.16605958663624223,0.04950312845049687
190,236,0.1660645629611035,0.049687154950312847
773,779,0.16664743640157798,0.04987118145012882
173,163,0.16669019255158662,0.050055207949944794
804,860,0.16672653311577035,0.050239234449760764
753,888,0.16673376505951107,0.05042326094957674
793,854,0.1668972130320579,0.05060728744939271
381,526,0.1672485345395116,0.05079131394920869
174,212,0.16756816183465442,0.05097534044902466
717,761,0.1676398570925962,0.051159366948840636
691,748,0.16772260580692566,0.051343393448656606
779,843,0.16777528193893199,0.05152741994847258
197,262,0.16828133319455854,0.05171144644828855
714,747,0.16830209888232078,0.05189547294810453
140,213,0.16891432993669486,0.0520794994479205
192,221,0.16894195711514567,0.05226352594773647
180,153,0.169214027395943,0.05244755244755245
109,170,0.16929786806954678,0.05263157894736842
728,727,0.16962535048642147,0.052815605447184395
186,214,0.16988863427209133,0.052999631947000365
792,805,0.17000905032780633,0.05318365844681634
713,722,0.170294701630367,0.05336768494663231
778,757,0.17047852559967047,0.05355171144644829
772,834,0.1706456056306586,0.05373573794626426
168,162,0.17077875022461814,0.05391976444608024
769,726,0.17083643153949957,0.05410379094589621
254,81,0.17092887104085522,0.054287817445712185
212,136,0.17104045687042554,0.054471843945528155
488,636,0.17174169122840155,0.05465587044534413
187,217,0.17176459077311323,0.0548398969451601
712,753,0.1719671032506696,0.05502392344497608
732,644,0.1720001987548828,0.05520794994479205
106,148,0.17202136188202613,0.055391976444608026
158,194,0.17208190578177787,0.055576002944424
146,149,0.17219757127062066,0.055760029444239974
782,807,0.17225963615792217,0.055944055944055944
179,147,0.17241878745635497,0.056128082443871914
150,159,0.1724305691610495,0.05631210894368789
693,743,0.17303980786138645,0.05649613544350386
120,151,0.17306324478330898,0.05668016194331984
108,161,0.17328118224216824,0.05686418844313581
748,773,0.17336648856681627,0.057048214942951786
781,711,0.17385309485351572,0.057232241442767756
689,746,0.17386634704006956,0.05741626794258373
591,751,0.17405887140567983,0.057600294442399703
227,80,0.17412316135209585,0.05778432094221568
783,804,0.17414153535565496,0.05796834744203165
299,276,0.17426200891780547,0.05815237394184763
290,155,0.17432783245884753,0.0583364004416636
791,850,0.17437040491946715,0.058520426941479575
289,293,0.17442572822682065,0.058704453441295545
785,803,0.17492414579273227,0.05888847994111152
719,715,0.17494516752413947,0.05907250644092749
152,240,0.17519546094513339,0.05925653294074347
695,723,0.175230418156505,0.05944055944055944
776,831,0.17536676019462766,0.05962458594037542
700,756,0.17572723644468471,0.05980861244019139
670,770,0.17582667713589786,0.059992638940007365
403,535,0.1762034600910051,0.060176665439823335
294,277,0.17631574336033137,0.060360691939639305
171,238,0.17649709748658401,0.06054471843945528
826,588,0.17677066168934788,0.06072874493927125
697,740,0.17696943183223826,0.06091277143908723
278,334,0.17704481302952813,0.0610967979389032
708,714,0.17710015783937222,0.06128082443871918
789,870,0.1771255406616669,0.06146485093853515
496,632,0.1771640891777011,0.061648877438351124
218,90,0.17723766237488706,0.061832903938167094
678,762,0.17773426646176346,0.06201693043798307
727,700,0.1778406571500641,0.06220095693779904
749,763,0.17795428028489474,0.06238498343761502
755,797,0.17812623359229682,0.06256900993743099
801,855,0.1785193481917054,0.06275303643724696
956,917,0.17885076705407102,0.06293706293706294
177,145,0.17894290658859552,0.06312108943687891
765,676,0.17945708290626736,0.06330511593669488
960,914,0.1798327002597829,0.06348914243651085
119,130,0.18042534116309597,0.06367316893632684
973,687,0.1807000789906905,0.06385719543614281
659,713,0.1807209966074814,0.06404122193595878
170,200,0.18076092228663446,0.06422524843577475
696,752,0.18085943452119838,0.06440927493559072
521,641,0.180940814637459,0.0645933014354067
752,795,0.18102987614315647,0.06477732793522267
688,754,0.1811534077161565,0.06496135443503864
761,654,0.18129549837293837,0.06514538093485461
950,865,0.18136888888496264,0.0653294074346706
751,758,0.18140119647964117,0.06551343393448657
787,868,0.18176662225060708,0.06569746043430254
293,139,0.18201677423217766,0.06588148693411851
