,Request Id,prefill_time_execution_plus_preemption_normalized,cdf
11200,6145,0.00011442352879827368,6.25e-05
12873,12931,0.00011465468744242543,0.000125
7056,7155,0.00011535380139012957,0.0001875
5369,218,0.0001154358775929046,0.00025
9038,9005,0.00011546307285247197,0.0003125
13515,9499,0.00011546307285247197,0.000375
2010,2371,0.00011555626338753067,0.0004375
14032,14379,0.00011564960447258904,0.0005
5138,5345,0.00011568814948568409,0.0005625
9829,10101,0.00011568814948568409,0.000625
728,955,0.00011568814948569563,0.0006875
6457,6966,0.00011574309647301704,0.00075
7849,7603,0.00011574309647301704,0.0008125
1782,1938,0.00011574309647302853,0.000875
4592,5076,0.00011582463323253826,0.0009375
15819,14493,0.00011582463323265427,0.001
11221,11230,0.00011583673975490715,0.0010625
15744,12631,0.00011591190183030589,0.001125
2037,1901,0.00011593053468594031,0.0011875
2610,2607,0.00011593642748921853,0.00125
9787,10223,0.00011597054529402994,0.0013125
5377,5835,0.00011606149342319785,0.001375
11877,12141,0.00011606498384882964,0.0014375
11678,12029,0.00011607404125484152,0.0015
13372,13574,0.00011607404125484152,0.0015625
13467,13534,0.00011607404125484152,0.001625
883,1042,0.00011611858097091346,0.0016875
755,850,0.00011615957633771557,0.00175
13173,13452,0.00011616536622829142,0.0018125
14745,15113,0.00011616536622829142,0.001875
15200,15271,0.00011616536622829142,0.0019375
3076,3082,0.00011625432313732692,0.002
12364,12621,0.00011625432313732692,0.0020625
8447,8778,0.00011625683502059718,0.002125
10968,11069,0.00011625683502059718,0.0021875
10986,10566,0.00011625683502059718,0.00225
9204,9605,0.00011631784716943827,0.0023125
8302,8569,0.00011634844797175604,0.002375
13099,13351,0.00011634844797175604,0.0024375
392,155,0.00011634844797176444,0.0025
2620,2884,0.00011634844797177842,0.0025625
2926,2892,0.00011634844797177842,0.002625
2030,2300,0.00011638501111995053,0.0026875
7031,7038,0.00011638501111995053,0.00275
14977,15366,0.00011638501111995053,0.0028125
14452,12584,0.0001164111253147225,0.002875
13257,13506,0.0001164584752636969,0.0029375
15619,15817,0.00011648017466134052,0.003
1968,2207,0.00011655068308256886,0.0030625
12235,12510,0.00011655068308259136,0.003125
1633,1846,0.00011657549395320741,0.0031875
6537,6985,0.00011659332328002314,0.00325
7771,8145,0.00011659332328002314,0.0033125
9362,9848,0.00011659332328006755,0.003375
11818,11840,0.00011659332328006755,0.0034375
15474,15312,0.00011659813113852126,0.0035
4041,4409,0.00011662415519443792,0.0035625
12736,13174,0.00011662415519443792,0.003625
1744,1987,0.00011662415519444914,0.0036875
4016,4215,0.00011662415519446036,0.00375
9526,6177,0.00011663065759388767,0.0038125
12132,12520,0.00011663065759388767,0.003875
15086,15276,0.00011664303703115126,0.0039375
1074,983,0.00011668448303241442,0.004
11624,11815,0.00011668448303243664,0.0040625
7750,7975,0.00011669185953971231,0.004125
1602,1860,0.000116716348202508,0.0041875
91,49,0.00011673553745702776,0.00425
1577,1561,0.00011676660132034382,0.0043125
11361,11586,0.00011677578544482508,0.004375
13928,14210,0.00011677578544482508,0.0044375
3916,3137,0.00011682818470895593,0.0045
6446,6678,0.00011686239016474114,0.0045625
14485,14846,0.00011686239016474114,0.004625
300,480,0.00011686239016474405,0.0046875
6894,6973,0.0001168672308523333,0.00475
10457,10647,0.00011686723085237781,0.0048125
5155,5440,0.00011687976913639462,0.004875
6519,6771,0.00011687976913639462,0.0049375
991,1220,0.00011692097913686489,0.005
14602,14880,0.00011697395106161077,0.0050625
3823,4078,0.00011701392109164107,0.005125
7212,7547,0.00011701392109166366,0.0051875
13499,13879,0.00011701392109166366,0.00525
7214,7366,0.00011705444010749339,0.0053125
9025,9495,0.00011708800854243725,0.005375
1794,1924,0.0001170981151394111,0.0054375
2948,3258,0.00011710701092544508,0.0055
3982,4115,0.00011710701092544508,0.0055625
1683,1897,0.0001171070109254677,0.005625
6133,6403,0.00011714242841321007,0.0056875
7406,7780,0.00011714242841321007,0.00575
8297,8604,0.00011714242841321007,0.0058125
5902,6188,0.00011718130576044465,0.005875
2421,2344,0.00011727475177777481,0.0059375
14499,13056,0.00011733325191674241,0.006
1095,1090,0.00011733325191679948,0.0060625
2467,2812,0.00011736834695078182,0.006125
6904,7006,0.0001173683469508045,0.0061875
7973,8112,0.0001173683469508045,0.00625
16,38,0.00011744900377140656,0.0063125
13810,14262,0.00011746209163682204,0.006375
8175,8458,0.00011746209163686744,0.0064375
9689,8176,0.00011746209163686744,0.0065
12635,12158,0.00011756933491858696,0.0065625
9369,9380,0.00011757581214878523,0.006625
8241,8068,0.00011757581214883199,0.0066875
1391,1574,0.00011765003098347506,0.00675
5761,6111,0.00011765003098348643,0.0068125
10403,10731,0.00011767258236454555,0.006875
5817,5803,0.00011767258236459233,0.0069375
2478,2852,0.00011776951200405507,0.007
11710,6743,0.00011777114876428763,0.0070625
8469,8866,0.00011786660146160169,0.007125
9331,9433,0.00011786660146160169,0.0071875
2347,2570,0.00011796385113277463,0.00725
281,375,0.00011797529787149404,0.0073125
4171,4389,0.00011801804844723163,0.007375
13543,9350,0.0001180180484473508,0.0074375
5315,5476,0.0001181588327049419,0.0075
13283,13659,0.00011825656540357556,0.0075625
1396,1267,0.00011825656540358731,0.007625
9219,9191,0.00011874798572600782,0.0076875
4959,576,0.00011885522710074104,0.00775
5214,1970,0.00011901608691187162,0.0078125
15072,11808,0.00011912126981166535,0.007875
8571,8641,0.00011914880838287021,0.0079375
2176,2546,0.00011914880838289227,0.008
6705,3047,0.00011914880838289227,0.0080625
13271,13655,0.00011921457899015716,0.008125
