,Request Id,request_execution_time_normalized,cdf
13,17,0.01832207268318839,7.613826709304096e-05
196,226,0.018535188729199653,0.00015227653418608191
888,948,0.01875379320345819,0.00022841480127912289
56,22,0.018820539689323918,0.00030455306837216383
302,307,0.01885497692207031,0.00038069133546520483
191,186,0.01891045271748005,0.00045682960255824577
299,303,0.018913522135688587,0.0005329678696512867
288,150,0.01894455914996348,0.0006091061367443277
120,10,0.019009085752104454,0.0006852444038373687
11,7,0.019069748727321163,0.0007613826709304097
255,312,0.019144608630393842,0.0008375209380234506
359,235,0.01914650652258767,0.0009136592051164915
743,780,0.019224459569273388,0.0009897974722095325
528,50,0.019232491172248393,0.0010659357393025734
53,6,0.01928523270481678,0.0011420740063956144
291,276,0.01929134941264867,0.0012182122734886553
136,138,0.01929617526557274,0.0012943505405816963
133,190,0.01933313094985307,0.0013704888076747374
160,174,0.019344475241727048,0.0014466270747677784
789,716,0.019368008292868763,0.0015227653418608193
212,230,0.019371253452551696,0.0015989036089538603
310,327,0.019394683292725725,0.0016750418760469012
32,29,0.01942786163983838,0.0017511801431399421
1943,1990,0.01942931188252344,0.001827318410232983
23,38,0.019449710727874603,0.001903456677326024
314,9,0.019453267536743434,0.001979594944419065
50,49,0.019453322901344463,0.002055733211512106
909,920,0.01948894544172999,0.002131871478605147
217,250,0.019509477660193734,0.002208009745698188
214,210,0.01951866624818049,0.0022841480127912287
155,206,0.01951918911030367,0.00236028627988427
6,13,0.019523658306393746,0.0024364245469773106
315,323,0.01953092728513226,0.002512562814070352
304,310,0.01954839731212325,0.0025887010811633925
16,46,0.019551728223724963,0.0026648393482564337
146,198,0.019561535831772555,0.002740977615349475
60,1,0.019578095780699,0.0028171158824425156
322,346,0.01958486279075952,0.0028932541495355567
12095,12127,0.01959438257437302,0.0029693924166285975
279,288,0.01961253702348347,0.0030455306837216386
2893,2946,0.019625092080215782,0.0031216689508146793
39,2,0.019647158089269017,0.0031978072179077205
399,320,0.019659844773336273,0.0032739454850007612
867,772,0.019665367836366094,0.0033500837520938024
283,294,0.019674594321501405,0.003426222019186843
347,313,0.019674930855368936,0.0035023602862798843
218,254,0.019680383885809637,0.0035784985533729254
12268,12158,0.019692734949043837,0.003654636820465966
316,279,0.01969738770561919,0.0037307750875590073
1438,1496,0.019723736558482856,0.003806913354652048
107,130,0.019726439992015128,0.0038830516217450892
193,81,0.019731224456392082,0.00395918988883813
45,54,0.01976292090862106,0.004035328155931171
285,304,0.019773114878032027,0.004111466423024212
122,70,0.019777024398724957,0.0041876046901172526
887,234,0.019784457723518056,0.004263742957210294
11953,11976,0.01979397976754579,0.004339881224303335
889,645,0.01979454600417328,0.004416019491396376
275,287,0.019799541516276508,0.004492157758489417
219,191,0.01980878984332115,0.0045682960255824575
88,55,0.019818380843566907,0.004644434292675499
385,156,0.019824001558128124,0.00472057255976854
138,90,0.019824527954871322,0.004796710826861581
1759,1802,0.01982739049091911,0.004872849093954621
12813,12011,0.01984265120076892,0.004948987361047662
12037,12107,0.0198489106432912,0.005025125628140704
317,316,0.01985694620407982,0.005101263895233745
98,102,0.01987289268379874,0.005177402162326785
13082,13111,0.019874503709776774,0.005253540429419826
906,693,0.019876842819512828,0.005329678696512867
12100,12111,0.019880114439689813,0.0054058169636059085
137,182,0.019883531788481613,0.00548195523069895
1803,1880,0.01989868933045179,0.00555809349779199
242,37,0.019903019886226756,0.005634231764885031
776,805,0.019903752272239537,0.005710370031978072
12308,11787,0.019904235999464892,0.0057865082990711135
43,14,0.01990725203259183,0.005862646566164154
832,816,0.01992100736819451,0.005938784833257195
227,155,0.019930067371819984,0.006014923100350236
15,26,0.01993110289387107,0.006091061367443277
785,784,0.019956734232352162,0.0061671996345363175
8577,8670,0.01995865987245993,0.006243337901629359
930,187,0.019962209219085966,0.0063194761687224
197,203,0.019968066269164482,0.006395614435815441
3635,3728,0.019969051577495494,0.006471752702908482
12800,11755,0.019970734778393028,0.0065478909700015225
