,cdf,batch_size
0,0.0,0.9989999999999999
1,0.01,0.9989999999999999
2,0.02,0.9989999999999999
3,0.03,0.9989999999999999
4,0.04,0.9989999999999999
5,0.05,0.9989999999999999
6,0.06,0.9989999999999999
7,0.07,0.9989999999999999
8,0.08,0.9989999999999999
9,0.09,0.9989999999999999
10,0.1,0.9989999999999999
11,0.11,13.000662984908592
12,0.12,16.00658858967672
13,0.13,18.0113202620591
14,0.14,19.01067154327947
15,0.15,19.985369849237582
16,0.16,19.985369849237582
17,0.17,21.010042023055906
18,0.18,21.99907771279114
19,0.19,21.99907771279114
20,0.2,22.988648370853415
21,0.21,22.988648370853415
22,0.22,22.988648370853415
23,0.23,24.022732262610404
24,0.24,24.022732262610404
25,0.25,24.022732262610404
26,0.26,25.003118897839112
27,0.27,25.003118897839112
28,0.28,25.003118897839112
29,0.29,26.023515884264672
30,0.3,26.023515884264672
31,0.31,26.023515884264672
32,0.32,26.977430211401757
33,0.33,26.977430211401757
34,0.34,26.977430211401757
35,0.35000000000000003,26.977430211401757
36,0.36,28.022299698332315
37,0.37,28.022299698332315
38,0.38,28.022299698332315
39,0.39,28.022299698332315
40,0.4,28.991440241586453
41,0.41000000000000003,28.991440241586453
42,0.42,28.991440241586453
43,0.43,28.991440241586453
44,0.44,29.99409814075676
45,0.45,29.99409814075676
46,0.46,29.99409814075676
47,0.47000000000000003,29.99409814075676
48,0.48,30.969431716511867
49,0.49,30.969431716511867
50,0.5,30.969431716511867
51,0.51,30.969431716511867
52,0.52,31.976480717732706
53,0.53,31.976480717732706
54,0.54,31.976480717732706
55,0.55,31.976480717732706
56,0.56,33.01627645128441
57,0.5700000000000001,33.01627645128441
58,0.58,33.01627645128441
59,0.59,33.01627645128441
60,0.6,33.01627645128441
61,0.61,34.021772103706674
62,0.62,34.021772103706674
63,0.63,34.021772103706674
64,0.64,34.98784393437458
65,0.65,34.98784393437458
66,0.66,34.98784393437458
67,0.67,34.98784393437458
68,0.68,35.981348045147264
69,0.6900000000000001,35.981348045147264
70,0.7000000000000001,35.981348045147264
71,0.71,35.981348045147264
72,0.72,37.003063394656856
73,0.73,37.003063394656856
74,0.74,37.003063394656856
75,0.75,37.003063394656856
76,0.76,37.9777595100358
77,0.77,37.9777595100358
78,0.78,37.9777595100358
79,0.79,37.9777595100358
80,0.8,38.97813005423709
81,0.81,38.97813005423709
82,0.8200000000000001,38.97813005423709
83,0.8300000000000001,40.004851316295785
84,0.84,40.004851316295785
85,0.85,40.976582199748535
86,0.86,40.976582199748535
87,0.87,40.976582199748535
88,0.88,41.97191674322714
89,0.89,42.99142828733044
90,0.9,42.99142828733044
91,0.91,44.03570409928742
92,0.92,44.03570409928742
93,0.93,45.0152251403878
94,0.9400000000000001,46.01653444375361
95,0.9500000000000001,47.04011666295805
96,0.96,47.990390374500834
97,0.97,48.95986089487216
98,0.98,50.95795140178327
99,0.99,54.000906295163944
100,1.0,64.0075398344503
