,Request Id,request_execution_plus_preemption_time_normalized,cdf
15987,15978,0.020247258820070453,6.25e-05
15988,15971,0.020342677498872683,0.000125
15998,15991,0.02043344467279341,0.0001875
15924,15994,0.020576036504193665,0.00025
15948,15997,0.020780188989553167,0.0003125
10314,10509,0.02094276399735265,0.000375
15999,15877,0.021138962447980112,0.0004375
15950,15987,0.021289129906778847,0.0005
15956,15988,0.021328123554018863,0.0005625
15991,15872,0.02132891100657582,0.000625
15920,15996,0.021465313333816304,0.0006875
15908,15984,0.021659306779583574,0.00075
15933,15986,0.021686213560968896,0.0008125
38,131,0.021702794054106817,0.000875
4878,5076,0.021757810408909926,0.0009375
15865,15995,0.02180092021177871,0.001
15951,15979,0.021896391785228675,0.0010625
15952,15982,0.022017106185298497,0.001125
15900,15993,0.022068416957834926,0.0011875
15814,15992,0.022261142816769667,0.00125
15990,15804,0.022277493550584986,0.0013125
234,319,0.022420099434597475,0.001375
15915,15976,0.02255407108590153,0.0014375
15947,15960,0.022594076075477806,0.0015
15930,15989,0.022684198859563787,0.0015625
9321,9495,0.022780147343914158,0.001625
15995,15656,0.022830187780719095,0.0016875
5670,5848,0.02288729127957346,0.00175
13034,13174,0.022937303000234263,0.0018125
831,932,0.023043175127109513,0.001875
15961,15912,0.023198618614977472,0.0019375
1955,2090,0.023232421090611445,0.002
15917,15963,0.023252047196263094,0.0020625
15919,15962,0.02328265702503702,0.002125
15997,15647,0.023286853264353116,0.0021875
15992,15661,0.023439768995465494,0.00225
15977,15773,0.023696947399746038,0.0023125
15910,15990,0.023746559696365903,0.002375
236,312,0.023903633715129227,0.0024375
6327,6466,0.02390383781327866,0.0025
1684,1823,0.023927713783801853,0.0025625
15984,15584,0.02397339875772737,0.002625
8310,8449,0.024058648352393422,0.0026875
8313,8441,0.024157990034711942,0.00275
15985,15655,0.02425247335261998,0.0028125
15936,15975,0.024274803306351813,0.002875
15883,15985,0.024399066006428934,0.0029375
15989,15550,0.024556548735061575,0.003
5678,5841,0.024585365937235842,0.0030625
5681,5835,0.024639118943230492,0.003125
15996,15288,0.02469974764498161,0.0031875
15994,15364,0.02472569169320549,0.00325
15921,15973,0.02483348640492079,0.0033125
15932,15967,0.024878497880873426,0.003375
9782,9973,0.024879797902451647,0.0034375
15955,15934,0.024930673921815794,0.0035
8103,8234,0.024948128946912004,0.0035625
15940,15928,0.02497595121388082,0.003625
15993,15414,0.0249815816992385,0.0036875
15875,15998,0.0249848079132459,0.00375
15912,15944,0.02499477719413606,0.0038125
15907,15946,0.025011631777491446,0.003875
6930,7073,0.0250216991975223,0.0039375
6822,6976,0.02504411514868841,0.004
360,472,0.025073447835749132,0.0040625
15901,15955,0.02508425678100524,0.004125
14968,15113,0.025094993122918564,0.0041875
8886,9060,0.025104639595172503,0.00425
429,547,0.025119476047445556,0.0043125
15946,15951,0.025150849599617414,0.004375
15928,15930,0.025233822381194693,0.0044375
6582,6775,0.02527763486883053,0.0045
1956,2042,0.025379743876306426,0.0045625
13036,13172,0.02541403028928396,0.004625
14998,15132,0.025427490759748827,0.0046875
15963,15771,0.025446299117928242,0.00475
12719,12849,0.025601734475935084,0.0048125
12479,12606,0.025681112982352407,0.004875
9497,9663,0.025685538379022908,0.0049375
13850,14001,0.025759174606369464,0.005
1766,1916,0.02580317875981449,0.0050625
13035,13158,0.025830035825173174,0.005125
68,168,0.025832368184008175,0.0051875
1680,1815,0.02588334684673087,0.00525
7998,8130,0.025907818862766194,0.0053125
242,296,0.02593841337176507,0.005375
12461,12595,0.02594685539856365,0.0054375
15230,15356,0.02600170448310409,0.0055
1919,2018,0.026002401219102626,0.0055625
8309,8439,0.026020795041997214,0.005625
14214,14364,0.026030472811667198,0.0056875
1925,2026,0.02605676743080565,0.00575
6831,6985,0.026074099914065698,0.0058125
15935,15907,0.026122581619011077,0.005875
8720,8866,0.02612886156629059,0.0059375
7911,8049,0.026151610624315157,0.006
3540,3718,0.02615870396583579,0.0060625
2821,2956,0.026185638628382815,0.006125
818,908,0.02619944673608286,0.0061875
838,937,0.02621796339510645,0.00625
6311,6463,0.02628516873543637,0.0063125
15979,15449,0.0263106115231859,0.006375
7631,7796,0.026376994572254772,0.0064375
6284,6421,0.026397882772679057,0.0065
15978,15473,0.026423052163958557,0.0065625
15972,15625,0.026427964414021028,0.006625
1356,1472,0.02646956407417555,0.0066875
6244,6412,0.0265082210473768,0.00675
3983,4131,0.026517469104053337,0.0068125
224,299,0.02655882815022399,0.006875
458,552,0.02657089610588773,0.0069375
13865,13996,0.026583839750474462,0.007
11405,11601,0.026650214846639982,0.0070625
8729,8868,0.026661799265181998,0.007125
839,907,0.02667190573456288,0.0071875
8323,8425,0.026688920957731416,0.00725
104,166,0.026733269557914892,0.0073125
15241,15348,0.026767228841630915,0.007375
11997,12103,0.026771145656540915,0.0074375
1358,1497,0.026778763165407414,0.0075
1352,1464,0.026799284154774394,0.0075625
15870,15980,0.026856218993309318,0.007625
15926,15949,0.026906937143117097,0.0076875
10786,10976,0.026917534434549802,0.00775
1382,1488,0.026929761271671314,0.0078125
1703,1827,0.026931538424567938,0.007875
15129,15264,0.027015415026992142,0.0079375
12543,12666,0.027041008140082926,0.008
15254,15374,0.027059661451198265,0.0080625
2816,2943,0.027074169344141398,0.008125
13857,13977,0.02707615761710004,0.0081875
15953,15832,0.027095011701889743,0.00825
742,832,0.027099432871600448,0.0083125
664,768,0.027102091531036116,0.008375
8996,9161,0.027157151088646067,0.0084375
6832,6982,0.027168102979942564,0.0085
15949,15878,0.027206463972396726,0.0085625
8095,8217,0.027208944511644604,0.008625
8312,8417,0.027210128959123808,0.0086875
8293,8409,0.02721183861242295,0.00875
1366,1480,0.027216523467017185,0.0088125
12736,12857,0.027229401063750488,0.008875
860,916,0.027236497855140446,0.0089375
9480,9639,0.027260782872074417,0.009
830,901,0.027271960746624736,0.0090625
9320,9479,0.027310058565619896,0.009125
2716,2883,0.02731890929235194,0.0091875
14891,15033,0.02733462458640208,0.00925
13056,13159,0.027367604380302658,0.0093125
12639,12772,0.02738185123106113,0.009375
15898,15931,0.027400928032160914,0.0094375
6286,6407,0.02741914674902065,0.0095
1811,1930,0.027422342648602285,0.0095625
226,275,0.02742949856502353,0.009625
11829,11930,0.027450830158195456,0.0096875
152,194,0.027477379874294185,0.00975
8038,8098,0.027479448273095782,0.0098125
15222,15326,0.02749777123567498,0.009875
2992,3126,0.027508309895787956,0.0099375
243,291,0.027519148437308027,0.01
1389,1521,0.027528866343594485,0.0100625
8006,8114,0.027560248526690617,0.010125
11758,11879,0.02757405046617643,0.0101875
15938,15935,0.02759076083560605,0.01025
15236,15366,0.027594544881072353,0.0103125
15091,15196,0.02760215005108303,0.010375
1712,1799,0.02760231527860253,0.0104375
3551,3700,0.027609965333216125,0.0105
9840,9983,0.027610687466657746,0.0105625
1892,2010,0.027625112760184676,0.010625
12000,12112,0.027633953819020025,0.0106875
721,821,0.027640812227422314,0.01075
8079,8169,0.02764278470626825,0.0108125
