,Request Id,request_execution_plus_preemption_time_normalized,cdf
15978,15991,0.02894577962428287,6.25e-05
15969,15971,0.02934360354936269,0.000125
15906,15978,0.029933618524296872,0.0001875
15999,15877,0.02995577627826182,0.00025
15959,15872,0.031167078788069475,0.0003125
15931,15804,0.031921077053965845,0.000375
15988,15656,0.032732295619257,0.0004375
15985,15647,0.03295437420411197,0.0005
15992,15661,0.033740501613720573,0.0005625
15730,15997,0.03446001087396071,0.000625
15986,15364,0.03454672017614747,0.0006875
15457,15988,0.035060660438818,0.00075
15937,15655,0.03507577073787304,0.0008125
15998,15288,0.03521477979451363,0.000875
15934,15773,0.035347757330483405,0.0009375
15966,15584,0.035378452421627356,0.001
15957,15550,0.03560756315236219,0.0010625
15224,15994,0.03562912635330988,0.001125
15984,15414,0.03577876670874459,0.0011875
15331,15993,0.036113228182264825,0.00125
15201,15996,0.03624196980088743,0.0013125
15752,15987,0.036282185524973296,0.001375
15701,15989,0.03676412890633885,0.0014375
15279,15986,0.03709425997666841,0.0015
15753,15979,0.037287142798915214,0.0015625
15434,15982,0.03735425103076783,0.001625
15756,15912,0.037820142502019594,0.0016875
15932,15449,0.03786101226233701,0.00175
15494,15984,0.037904469096512454,0.0018125
15921,15473,0.03816637307138954,0.001875
15644,15995,0.038332346764795196,0.0019375
15648,15960,0.038872416621904965,0.002
15868,15625,0.03896996188233625,0.0020625
15483,15951,0.039075289399542204,0.002125
15415,15975,0.039079575641754814,0.0021875
15686,15973,0.03920212722443722,0.00225
15855,15771,0.039206626103893694,0.0023125
15507,15976,0.03932115327814073,0.002375
15989,15055,0.039324694620897514,0.0024375
15292,15985,0.03933176873407799,0.0025
15262,15962,0.03968743619892526,0.0025625
15421,15967,0.04002949454132554,0.002625
15156,15990,0.0401795076538923,0.0026875
15726,15963,0.04043449569204141,0.00275
15993,14774,0.04079605891031847,0.0028125
15482,15934,0.04093257761229923,0.002875
15995,14577,0.0412109251435402,0.0029375
15339,15930,0.041445025627939856,0.003
15990,14807,0.04151011193420287,0.0030625
15705,15949,0.04176676812569633,0.003125
15619,15928,0.041778819416690594,0.0031875
15365,15992,0.041883661523290476,0.00325
15991,15005,0.042264393709783285,0.0033125
14993,15998,0.04246143675388108,0.003375
15223,15946,0.04263549162832082,0.0034375
15973,14786,0.042727639271891826,0.0035
15970,14911,0.04287979893114321,0.0035625
15672,15754,0.04297468707446614,0.003625
15528,15944,0.043151846011967254,0.0036875
15439,15935,0.043175666601106166,0.00375
15750,15907,0.04330692661160109,0.0038125
15020,15980,0.04368089535645621,0.003875
15706,15955,0.043839527035219414,0.0039375
15803,15781,0.043967982932390993,0.004
15983,14526,0.04415944044730458,0.0040625
15979,14883,0.044263135608508905,0.004125
15807,15476,0.04426814216221397,0.0041875
15489,15878,0.0443344738083014,0.00425
15725,15832,0.04445985281383522,0.0043125
15862,15353,0.0444708706893339,0.004375
15378,15943,0.04461383630511254,0.0044375
15980,14510,0.04471906091282808,0.0045
15086,15974,0.0447250374702756,0.0045625
15666,15941,0.04487833851015015,0.004625
15982,14763,0.04518920371530432,0.0046875
15913,15309,0.04575534989667656,0.00475
15976,14615,0.04577990783749178,0.0048125
15711,15931,0.04592475207717714,0.004875
15308,15924,0.046042369297778114,0.0049375
15034,15972,0.046369390729222054,0.005
15370,15937,0.04656932628411964,0.0050625
15997,14187,0.046638429559119364,0.005125
15250,15969,0.046791426293105835,0.0051875
15088,15999,0.04691849002055533,0.00525
15548,15896,0.047202340504425774,0.0053125
15384,15858,0.04738919516168228,0.005375
15469,15889,0.047544330739022644,0.0054375
15433,15911,0.04775891642694692,0.0055
15447,15895,0.04802953221877811,0.0055625
15359,15900,0.048076236767520715,0.005625
15977,14025,0.048787227318210794,0.0056875
15938,14465,0.04899005533577236,0.00575
15247,15961,0.04906722643410947,0.0058125
15994,14237,0.04926087482318528,0.005875
14928,15970,0.04936090318830453,0.0059375
15005,15954,0.04938547301262211,0.006
15124,15950,0.049595079892394964,0.0060625
15057,15966,0.04971980594612097,0.006125
15954,14193,0.04973480472671727,0.0061875
15922,14513,0.04993547888674248,0.00625
15432,15846,0.049978293547985865,0.0063125
15231,15882,0.050017097481253756,0.006375
15712,15649,0.05009150840741633,0.0064375
15244,15959,0.050240540551611784,0.0065
15684,15923,0.050576629492171246,0.0065625
15455,15855,0.050584048702351996,0.006625
15981,14509,0.05066993524113018,0.0066875
15669,15939,0.05085997158793682,0.00675
15653,15925,0.05087892491595306,0.0068125
15144,15983,0.051012292670610894,0.006875
15822,15198,0.051147917236495026,0.0069375
15427,15778,0.051161175736946674,0.007
15459,15839,0.051215733687935985,0.0070625
15996,13949,0.05129536208154579,0.007125
15552,15981,0.0516365713522923,0.0071875
15127,15914,0.05187721378903378,0.00725
15967,13866,0.05192328142041223,0.0073125
15936,14132,0.052049830710706776,0.007375
15418,15881,0.052066172590840835,0.0074375
15154,15977,0.05206648979440946,0.0075
15330,15860,0.05273732506546071,0.0075625
15744,15843,0.05273812602506392,0.007625
15082,15932,0.05291026659388058,0.0076875
15322,15921,0.05295087924184311,0.00775
15477,15904,0.05297737655468128,0.0078125
15947,14006,0.05299125638912829,0.007875
15037,15948,0.05305449822820919,0.0079375
15043,15958,0.053482914783525376,0.008
15297,15929,0.05355251063343451,0.0080625
15960,13596,0.0535710594930987,0.008125
15131,15926,0.053675388417365286,0.0081875
15351,15810,0.05399372274402372,0.00825
15703,15436,0.054074263788799246,0.0083125
15650,15947,0.05408052208597738,0.008375
15968,14349,0.05413917360773114,0.0084375
