,Request Id,request_e2e_time,cdf
467,751,1.0127928781207345,0.00014869888475836432
645,888,3.435713756696998,0.00029739776951672863
3191,3571,4.6126092451611385,0.0004460966542750929
727,939,4.644586850613649,0.0005947955390334573
366,642,5.248402444449681,0.0007434944237918215
2326,2622,5.285114159015166,0.0008921933085501858
4711,5076,5.695920978886306,0.0010408921933085502
4283,4686,5.70022865030478,0.0011895910780669145
4397,4781,5.74218556566143,0.0013382899628252788
1563,1823,5.808276230586159,0.001486988847583643
6189,6539,5.886649971677116,0.0016356877323420074
1875,2120,6.820432367881153,0.0017843866171003717
19,168,6.946404685520562,0.001933085501858736
3410,3718,7.035295423908451,0.0020817843866171005
2785,3071,7.107931978298552,0.0022304832713754648
6585,6966,7.271953888211101,0.002379182156133829
5628,6072,7.799685585375073,0.0025278810408921933
4033,4383,8.020736795530865,0.0026765799256505576
3697,4111,8.100492975651377,0.002825278810408922
1779,2014,8.385919803646743,0.002973977695167286
3484,3795,8.40530214191449,0.0031226765799256505
6562,6949,8.569976907505861,0.0032713754646840148
793,955,8.68384378310327,0.003420074349442379
2638,2933,8.697717371844192,0.0035687732342007433
10,131,8.739352813348091,0.0037174721189591076
1549,1811,8.810991689667617,0.003866171003717472
772,937,8.85448422324285,0.004014869888475836
2142,2469,9.151837142297722,0.004163568773234201
1769,1998,9.493677693611005,0.004312267657992565
3656,4090,9.494886531583916,0.0044609665427509295
373,627,9.592985975936614,0.004609665427509293
4438,4785,9.755098315174564,0.004758364312267658
5471,5848,9.87452134836144,0.004907063197026022
2281,2583,9.935613044773618,0.005055762081784387
2681,2939,9.953303693566795,0.0052044609665427505
1855,2087,9.989767230715188,0.005353159851301115
4523,4820,10.030719967009645,0.00550185873605948
403,640,10.134541621293948,0.005650557620817844
2613,2921,10.206001699580042,0.0057992565055762085
1693,1927,10.246125202197845,0.005947955390334572
1579,1815,10.275421652170621,0.006096654275092937
1496,1779,10.36859730101662,0.006245353159851301
726,919,10.406414349956748,0.006394052044609666
3626,4073,10.457991770122135,0.0065427509293680295
178,319,10.48444064416357,0.006691449814126394
587,809,10.542909722262863,0.006840148698884758
1530,1801,10.58038767001301,0.006988847583643123
2967,3249,11.01385505474991,0.007137546468401487
6051,6444,11.033561185541885,0.007286245353159851
5,65,11.217792331193163,0.007434944237918215
97,255,11.264248998612445,0.00758364312267658
779,932,11.344390765269395,0.007732342007434944
3319,3635,11.365113100311873,0.007881040892193308
23,154,11.393192027782455,0.008029739776951672
4509,4806,11.512717439973358,0.008178438661710037
1464,1738,11.538346228490184,0.008327137546468402
6067,6449,11.547228098691676,0.008475836431226767
3912,4246,11.789060181471996,0.00862453531598513
2251,2559,11.815626629345275,0.008773234200743494
1675,1888,11.917676785473816,0.008921933085501859
755,923,11.969555787922786,0.009070631970260224
2686,2935,11.974459414986882,0.009219330855018587
1691,1905,11.98394175442752,0.009368029739776951
320,560,12.001463879206256,0.009516728624535316
2722,2958,12.154675133799174,0.009665427509293681
1607,1822,12.182420995571249,0.009814126394052044
3708,4100,12.18755505529839,0.009962825278810409
