,Request Id,request_preemption_time,cdf
15401,15999,0.2833355230175698,6.25e-05
3158,4073,0.6764269511334504,0.000125
15550,15995,0.748876405194494,0.0001875
15478,15983,0.7733825424545557,0.00025
15112,15992,0.8223253415542899,0.0003125
9711,10509,0.8253318753529584,0.000375
15457,15981,0.8399357115292219,0.0004375
15441,15977,0.9432952744139129,0.0005
15187,15998,0.9486323224090825,0.0005625
7623,8536,0.9811816551495838,0.000625
10269,11214,1.2136145876648357,0.0006875
12095,13030,1.2175537680454909,0.00075
15471,15965,1.223652384149716,0.0008125
22,845,1.3200812694191058,0.000875
15118,15968,1.4276560066491584,0.0009375
15595,15985,1.4422730358573972,0.001
5493,6379,1.4426384130488827,0.0010625
114,888,1.462072240910583,0.001125
5487,6350,1.4720620851190347,0.0011875
3833,4686,1.4771399291784064,0.00125
15082,15956,1.4906818189185174,0.0013125
15470,15957,1.4981662834994722,0.001375
4233,5076,1.5021135850126086,0.0014375
15557,15969,1.5099849474863731,0.0015
15139,15970,1.5125130508435518,0.0015625
15623,15993,1.527856932457155,0.001625
11996,12735,1.543589330879513,0.0016875
10211,11148,1.6099327696776982,0.00175
15489,15953,1.6134533574436318,0.0018125
15233,15980,1.6164535989923934,0.001875
12602,13361,1.61658928423617,0.0019375
15106,15952,1.6413094766000427,0.002
15547,15961,1.6617536013542349,0.0020625
18,809,1.6736828829193016,0.002125
9777,10535,1.6777234542669817,0.0021875
15157,15964,1.6903408532130584,0.00225
4999,5848,1.6922761400301738,0.0023125
6764,7607,1.810565357082254,0.002375
11063,11789,1.8216289833583232,0.0024375
10089,11020,1.83362219987265,0.0025
13328,14238,1.84380074360638,0.0025625
10959,11864,1.8702019792798978,0.002625
15487,15945,1.8821832188809253,0.0026875
11206,12114,1.8942799153195438,0.00275
12324,13240,1.9112266878837545,0.0028125
15247,15972,1.9114089810786936,0.002875
5195,6032,1.9252384963976397,0.0029375
11760,12491,1.9362464648167474,0.003
41,734,1.9401572398594364,0.0030625
15580,15959,1.9513140044218176,0.003125
5920,6775,1.9675423447193339,0.0031875
9214,9973,1.9974378696540498,0.00325
15138,15942,2.0118273442707846,0.0033125
10979,11876,2.031471244959164,0.003375
15217,15958,2.0524845278348494,0.0034375
15246,15966,2.0542702552924084,0.0035
7571,8379,2.069887982781893,0.0035625
14569,15303,2.070515428021679,0.003625
14620,15538,2.0727433355393146,0.0036875
1,751,2.0745282778366008,0.00375
11133,11853,2.0887921152886975,0.0038125
15556,15947,2.1178960764457315,0.003875
26,801,2.126270671151209,0.0039375
15274,15974,2.130293058857319,0.004
12559,13450,2.143676581934983,0.0040625
15132,15938,2.153888298458014,0.004125
1511,2277,2.1850487174684403,0.0041875
15,684,2.2334074949787954,0.00425
56,744,2.2457420376671813,0.0043125
15230,15954,2.2471142145755607,0.004375
15156,15936,2.2508400721826547,0.0044375
1339,2120,2.2512842259164714,0.0045
12116,13020,2.267307706034444,0.0045625
12938,13683,2.2697340400027883,0.004625
3286,4090,2.2775367675046567,0.0046875
6285,7121,2.3238086321255764,0.00475
15515,15933,2.3289632241083496,0.0048125
15335,15990,2.340041236270622,0.004875
5865,6684,2.358855363322988,0.0049375
9787,10688,2.3606854355224414,0.005
31,692,2.3738180747561266,0.0050625
15499,15927,2.3912150338439915,0.005125
6127,6949,2.4072907712248366,0.0051875
6771,7610,2.4082082076302527,0.00525
15222,15940,2.4347272042427903,0.0053125
9592,10508,2.4365647864026982,0.005375
4536,5389,2.4409318438019056,0.0054375
9245,9989,2.4496237641324683,0.0055
15245,15948,2.45559393512508,0.0055625
11300,12182,2.4891691335869837,0.005625
10677,11580,2.4930920752175894,0.0056875
15438,15913,2.5510273525028424,0.00575
12880,13772,2.5744037944786555,0.0058125
15381,15996,2.579284882505931,0.005875
5320,6139,2.5842162274119858,0.0059375
3247,4032,2.5950780225779226,0.006
8188,8951,2.606859005336986,0.0060625
8564,9299,2.6079338206961893,0.006125
12366,13254,2.6155988068103966,0.0061875
15283,15865,2.618188681664833,0.00625
3447,4246,2.6318726487760244,0.0063125
2987,3795,2.6374109581143017,0.006375
11234,11937,2.6397283427886578,0.0064375
5003,5835,2.642822794550483,0.0065
8518,9265,2.643438939980456,0.0065625
10620,11516,2.6589367828900663,0.006625
10511,11227,2.6654905606407624,0.0066875
12330,13041,2.6822162745762057,0.00675
15605,15939,2.701169847551853,0.0068125
3558,4383,2.703336623825251,0.006875
3,642,2.70681004980346,0.0069375
15117,15920,2.7298250718389454,0.007
8248,9122,2.7440457764560335,0.0070625
1115,1866,2.755452200826973,0.007125
54,759,2.756114597032509,0.0071875
15371,15984,2.759065048685045,0.00725
15147,15922,2.7614925793815814,0.0073125
5265,6072,2.773426656733875,0.007375
90,857,2.7744527886394543,0.0074375
4349,5191,2.7819974637477003,0.0075
9113,10018,2.7857924732175547,0.0075625
14105,14988,2.7904209036155407,0.007625
5717,6539,2.8012054934904427,0.0076875
72,829,2.8053498617615045,0.00775
14775,15471,2.8164800897363875,0.0078125
9449,10352,2.8364329514935207,0.007875
12147,12839,2.839169154795229,0.0079375
8615,9504,2.8401662606186733,0.008
4169,5023,2.8404891726432453,0.0080625
5935,6749,2.840586973814908,0.008125
15591,15929,2.8532464530676975,0.0081875
59,708,2.8670513111253477,0.00825
15309,15950,2.875708530154725,0.0083125
7884,8734,2.893815628192584,0.008375
13872,14752,2.8963141260727525,0.0084375
14085,14789,2.906927115235476,0.0085
73,825,2.907390272071705,0.0085625
15433,15994,2.9155607344838472,0.008625
4487,5321,2.9233894179029107,0.0086875
