,Request Id,request_e2e_time,cdf
31,168,5.69130568816648,0.00038402457757296467
21,131,11.31173637455747,0.0007680491551459293
3,25,13.52598546286662,0.001152073732718894
35,154,14.48945574845989,0.0015360983102918587
2,8,16.802804149642903,0.0019201228878648233
7,65,17.19144150929836,0.002304147465437788
0,5,17.797711926936543,0.002688172043010753
1,3,19.742970960766275,0.0030721966205837174
4,20,20.04705787125073,0.0034562211981566822
16,96,25.042049653707544,0.0038402457757296467
5,42,26.061787365197162,0.004224270353302612
132,255,26.795273041937605,0.004608294930875576
232,357,28.770858270369303,0.0049923195084485405
141,261,28.812550282085795,0.005376344086021506
34,124,28.965572757174293,0.00576036866359447
12,82,29.969306598035224,0.006144393241167435
226,350,30.062107931844167,0.006528417818740399
52,146,30.85672644356265,0.0069124423963133645
49,142,30.99001170909385,0.007296466973886329
75,178,32.45688347849919,0.007680491551459293
265,398,32.97659069699438,0.008064516129032258
10,58,33.02696099452174,0.008448540706605223
6,32,34.310859026205684,0.008832565284178187
36,116,34.37558409839052,0.009216589861751152
40,117,37.11225134224969,0.009600614439324117
82,177,38.05106603983941,0.009984639016897081
213,326,40.126791771042946,0.010368663594470046
26,95,40.66740980487492,0.010752688172043012
139,240,40.81822231781878,0.011136712749615975
283,407,41.13153316302058,0.01152073732718894
50,126,41.43510276949953,0.011904761904761904
9,30,41.59739365842177,0.01228878648233487
42,110,41.87603057803398,0.012672811059907835
229,334,42.767674863189086,0.013056835637480798
15,61,43.12258970236604,0.013440860215053764
53,123,43.59773842690396,0.013824884792626729
116,208,43.663101186820214,0.014208909370199693
210,319,43.70325511422149,0.014592933947772658
79,158,44.23994556804398,0.014976958525345621
222,325,44.3635676581996,0.015360983102918587
335,461,44.547682601177996,0.01574500768049155
340,472,44.61844554880875,0.016129032258064516
240,343,44.77122180306793,0.01651305683563748
159,258,45.46358517663788,0.016897081413210446
197,302,45.77583075761535,0.01728110599078341
244,345,45.909063178862,0.017665130568356373
44,108,46.30122508235776,0.01804915514592934
86,166,46.66412134681178,0.018433179723502304
239,336,47.06215599423413,0.01881720430107527
11,33,47.06740862213289,0.019201228878648235
261,356,47.39494174322684,0.019585253456221197
18,53,47.848998596913766,0.019969278033794162
56,118,47.90384335043644,0.020353302611367127
178,268,48.13782940156349,0.020737327188940093
17,52,49.37128979324233,0.021121351766513058
174,264,49.5511587108422,0.021505376344086023
151,238,49.65515499877348,0.021889400921658985
258,352,49.742522768651924,0.02227342549923195
140,222,49.82714411293422,0.022657450076804916
25,74,49.957901770859536,0.02304147465437788
19,51,50.41175675191549,0.023425499231950846
8,13,50.492789528971784,0.023809523809523808
88,157,50.845216030027416,0.024193548387096774
203,300,50.8743512383833,0.02457757296466974
131,211,50.995013866043394,0.024961597542242704
162,252,51.22043304121533,0.02534562211981567
216,312,52.00445822398078,0.02572964669738863
296,400,52.07498054744008,0.026113671274961597
91,160,52.25075706589547,0.026497695852534562
181,265,52.47063040834155,0.026881720430107527
48,101,52.53346136256765,0.027265745007680493
125,201,52.78367307356035,0.027649769585253458
13,34,53.08246992847531,0.02803379416282642
285,380,53.81811472107705,0.028417818740399385
102,170,54.257747453586674,0.02880184331797235
135,213,54.69766147163658,0.029185867895545316
41,89,54.79186843226165,0.02956989247311828
109,179,54.84940578834656,0.029953917050691243
351,455,55.00152210993605,0.030337941628264208
289,386,55.10253092087498,0.030721966205837174
398,526,55.222829681633414,0.03110599078341014
330,440,55.43611432733255,0.0314900153609831
209,299,55.629168687495195,0.031874039938556066
319,428,55.837660799936316,0.03225806451612903
339,443,55.86716997194182,0.032642089093702
81,135,56.18255328922967,0.03302611367127496
46,94,56.344782357977934,0.03341013824884793
185,262,56.41312717385665,0.03379416282642089
437,569,56.59094563115593,0.03417818740399386
308,405,56.62621579517614,0.03456221198156682
426,560,56.65231957874482,0.03494623655913978
108,173,56.893537172055005,0.03533026113671275
227,314,57.09986780330311,0.03571428571428571
66,114,57.61687937122134,0.03609831029185868
381,491,57.67181185732983,0.03648233486943164
47,92,57.73849045596984,0.03686635944700461
317,417,57.757556138953106,0.037250384024577574
359,468,57.93281358690385,0.03763440860215054
326,430,57.96019551059783,0.038018433179723504
225,309,58.0220773462772,0.03840245775729647
278,360,58.320527552621485,0.038786482334869435
287,374,58.6575397838279,0.03917050691244239
586,751,58.786316986920724,0.03955453149001536
170,243,59.310725998667664,0.039938556067588324
14,24,59.35306046152706,0.04032258064516129
280,361,59.56393398806449,0.040706605222734255
196,270,60.08710403410424,0.04109062980030722
45,83,60.2448718155922,0.041474654377880185
391,510,60.361392640434644,0.04185867895545315
103,161,60.413450749941475,0.042242703533026116
63,105,60.65374919266629,0.04262672811059908
113,172,60.67463456380355,0.043010752688172046
388,496,60.810761904268986,0.043394777265745005
206,284,60.813624394221506,0.04377880184331797
115,176,60.8629258414157,0.044162826420890935
357,453,61.22058336950411,0.0445468509984639
254,328,61.29606874410888,0.044930875576036866
485,627,61.68268609945545,0.04531490015360983
298,384,61.9400733044327,0.0456989247311828
316,406,62.04764600741828,0.04608294930875576
323,413,62.34061216607731,0.04646697388632873
59,97,62.37476914394537,0.04685099846390169
218,298,62.432932224238584,0.04723502304147465
393,507,62.55663751851603,0.047619047619047616
396,513,62.62898397974385,0.04800307219662058
33,62,62.74859083046856,0.04838709677419355
303,387,63.256058789752245,0.04877112135176651
23,46,63.26111842096833,0.04915514592933948
55,91,63.43237155543299,0.04953917050691244
277,351,63.46429116624486,0.04992319508448541
400,515,63.987144552839084,0.050307219662058374
325,411,64.10348828673833,0.05069124423963134
39,69,64.24538251425744,0.051075268817204304
500,642,64.27561353808221,0.05145929339477726
83,122,64.44026521740663,0.05184331797235023
32,57,64.62203814649854,0.05222734254992319
383,480,65.5829320124422,0.05261136712749616
286,358,65.59813870834157,0.052995391705069124
104,148,66.12909514394408,0.05337941628264209
147,202,66.21646405692492,0.053763440860215055
176,237,66.4059417035348,0.05414746543778802
386,481,66.47024995718846,0.054531490015360985
270,339,66.54761895825305,0.05491551459293395
58,87,66.60404882575824,0.055299539170506916
67,100,66.87962412409766,0.055683563748079874
399,504,67.33985307467049,0.05606758832565284
24,36,67.8073668010219,0.056451612903225805
153,209,68.0081619262488,0.05683563748079877
658,809,68.07902595572898,0.057219662058371736
235,301,68.51890102593575,0.0576036866359447
481,601,68.57007108994787,0.057987711213517666
195,257,68.79257962771862,0.05837173579109063
100,133,68.92135381726152,0.0587557603686636
273,338,68.95255683687813,0.05913978494623656
200,263,68.95617862883611,0.05952380952380952
28,38,69.2770955349133,0.059907834101382486
152,206,69.33309458839749,0.06029185867895545
315,389,69.51767340728108,0.060675883256528416
378,462,69.63382330937512,0.06105990783410138
536,675,69.76324872549952,0.06144393241167435
541,684,69.82330670010202,0.06182795698924731
468,581,70.00141775739303,0.06221198156682028
397,489,70.17965064077782,0.06259600614439324
114,151,70.36719955666874,0.0629800307219662
57,78,70.41083185759202,0.06336405529953917
320,393,70.67735206583251,0.06374807987711213
479,594,71.105349913608,0.0641321044546851
84,113,71.34537839793208,0.06451612903225806
306,371,71.4096651106189,0.06490015360983103
138,190,71.71326073736385,0.065284178187404
202,260,71.78677255557619,0.06566820276497695
310,378,71.95214670832328,0.06605222734254992
657,801,72.2176260039434,0.06643625192012288
729,888,72.31330617504273,0.06682027649769585
221,275,72.37574162187337,0.06720430107526881
405,501,72.41411765320942,0.06758832565284179
302,365,72.62767878539762,0.06797235023041474
43,59,72.63196890859787,0.06835637480798772
429,535,73.04390841567937,0.06874039938556067
255,315,73.14733492012343,0.06912442396313365
324,390,73.174021160742,0.0695084485407066
107,134,73.29116824533757,0.06989247311827956
442,547,73.41292622900284,0.07027649769585254
134,180,73.85630734307534,0.0706605222734255
155,200,73.98831365874206,0.07104454685099847
413,514,74.03929992588814,0.07142857142857142
20,7,74.17274628638025,0.0718125960061444
699,845,74.20544173808048,0.07219662058371736
515,640,74.2103456776606,0.07258064516129033
476,585,74.32546221833564,0.07296466973886329
444,548,74.4366487880472,0.07334869431643626
199,254,74.4401508249627,0.07373271889400922
172,217,74.44668206738731,0.07411674347158217
297,354,74.57624251822901,0.07450076804915515
188,236,74.78360089322565,0.0748847926267281
384,460,74.8643145744677,0.07526881720430108
150,197,74.88174127543925,0.07565284178187404
329,392,75.02685987732207,0.07603686635944701
411,506,75.1116286933705,0.07642089093701997
179,224,75.15925369845539,0.07680491551459294
504,622,75.33963762102485,0.0771889400921659
234,285,76.08670383566184,0.07757296466973887
112,137,76.19598670923675,0.07795698924731183
166,212,76.2044997214302,0.07834101382488479
60,71,76.37313748536454,0.07872503840245776
327,388,76.90921214809583,0.07910906298003072
29,28,76.915915789359,0.07949308755760369
99,120,77.44896235765579,0.07987711213517665
90,109,77.56669265606743,0.08026113671274962
124,152,77.66515621726943,0.08064516129032258
361,433,78.0619270503293,0.08102918586789555
22,11,78.12666434812141,0.08141321044546851
334,394,78.3260990359498,0.08179723502304148
38,35,78.54559793230676,0.08218125960061444
