,Request Id,request_model_execution_time,cdf
605,751,0.3982454623195417,0.00017774617845716317
5602,5848,0.45467897532853635,0.00035549235691432633
4839,5076,0.5250978186205961,0.0005332385353714896
39,168,0.5930138529255335,0.0007109847138286527
3832,4073,0.6192199755143563,0.0008887308922858159
1975,2120,0.7061686518899689,0.001066477070742979
472,642,0.7099752873714192,0.001244223249200142
302,398,0.7619453311271511,0.0014219694276573053
27,131,0.7835902212448679,0.0015997156061144685
2117,2277,0.7910949355903526,0.0017774617845716318
759,888,0.807246900701424,0.0019552079630287948
5608,5835,0.8268950495476464,0.002132954141485958
2738,2921,0.83558047971139,0.002310700319943121
3802,4032,0.8493509482842713,0.002488446498400284
1022,1200,0.8673044444302173,0.0026661926768574476
1748,1866,0.8711234489388456,0.0028439388553146107
3848,4090,0.8747839475058875,0.003021685033771774
3160,3335,0.8878807765280999,0.003199431212228937
4796,5023,0.8925783439646024,0.0033771773906861
695,809,0.9070847891544699,0.0035549235691432635
1606,1779,0.9246292537216281,0.0037326697476004265
1681,1823,0.9437153193486011,0.0039104159260575895
688,801,0.9592767802189293,0.004088162104514753
5161,5389,0.9613579496012077,0.004265908282971916
2899,3071,0.9858960377083821,0.004443654461429079
1215,1394,0.9935105779128903,0.004621400639886242
4019,4246,1.012866270243097,0.004799146818343406
336,472,1.0156251859181995,0.004976892996800568
2419,2583,1.016149395364659,0.005154639175257732
444,569,1.0240937404982278,0.005332385353714895
426,560,1.028811257107054,0.005510131532172059
3029,3176,1.0319303391286154,0.005687877710629221
878,955,1.0442748229291883,0.005865623889086385
4457,4686,1.0631990942693847,0.006043370067543548
4559,4781,1.0634493870507167,0.006221116246000711
2182,2364,1.0676956332361986,0.006398862424457874
3725,3898,1.0842486220454621,0.006576608602915038
3749,3959,1.088284903105826,0.0067543547813722
44,154,1.1040752282235782,0.006932100959829364
1770,1888,1.1172095393503518,0.007109847138286527
4837,5057,1.125903653547053,0.00728759331674369
4,25,1.1303088067994698,0.007465339495200853
4444,4665,1.131654111578804,0.0076430856736580165
3646,3795,1.132474017737085,0.007820831852115179
1955,2087,1.1339679017195061,0.007998578030572343
2512,2651,1.1339738445122345,0.008176324209029506
2289,2469,1.1365652030303615,0.00835407038748667
1744,1849,1.1410846824441676,0.008531816565943833
2685,2862,1.1445736084697167,0.008709562744400995
3359,3571,1.1456819481404554,0.008887308922858158
2058,2232,1.1581931649702624,0.009065055101315321
3210,3393,1.167756906787058,0.009242801279772485
282,350,1.172640741643539,0.009420547458229648
295,357,1.181882097716715,0.009598293636686812
4247,4472,1.1835677973255345,0.009776039815143975
3574,3718,1.1848820040114996,0.009953785993601137
5343,5558,1.2139085673374554,0.0101315321720583
0,5,1.2272878735804251,0.010309278350515464
470,627,1.2304179233745385,0.010487024528972627
5264,5485,1.232758017342829,0.01066477070742979
3089,3249,1.2408232851221446,0.010842516885886954
5168,5378,1.2433107269428563,0.011020263064344117
4257,4469,1.2478002194321651,0.01119800924280128
3914,4111,1.2478302664001257,0.011375755421258443
4021,4222,1.2503282763699235,0.011553501599715606
1879,2014,1.2508430690344898,0.01173124777817277
2400,2567,1.2533452138076944,0.011908993956629933
1776,1916,1.2619705794365648,0.012086740135087096
1395,1529,1.276166749224913,0.012264486313544258
739,845,1.2791769563110789,0.012442232492001421
1947,2071,1.2795166703048737,0.012619978670458585
2578,2750,1.2874243025051777,0.012797724848915748
1959,2077,1.3009191506967757,0.012975471027372912
547,684,1.3031954927022908,0.013153217205830075
5376,5597,1.3059283952193153,0.013330963384287239
2963,3099,1.3063907019212466,0.0135087095627444
3025,3152,1.3077753771663725,0.013686455741201564
4246,4452,1.3163618806071546,0.013864201919658727
4508,4726,1.3163866552871635,0.01404194809811589
829,939,1.3198350675655248,0.014219694276573054
