,Request Id,prefill_e2e_time,cdf
113,55,0.10910291536038041,8.034064433196755e-05
65,54,0.11524538615433144,0.0001606812886639351
9,30,0.11925517044100564,0.00024102193299590263
68,72,0.12465033169197337,0.0003213625773278702
82,86,0.12873576987808466,0.00040170322165983773
81,122,0.1330612807826217,0.00048204386599180526
180,115,0.13354149067211019,0.0005623845103237728
80,60,0.13780528670062075,0.0006427251546557404
1414,39,0.13949650220865584,0.0007230657989877079
145,132,0.14237211077361245,0.0008034064433196755
2,5,0.14280071741702183,0.0008837470876516429
118,6,0.1488435645744225,0.0009640877319836105
21,24,0.15281300704989853,0.0010444283763155781
128,102,0.15396397160033182,0.0011247690206475456
14,61,0.1589429387959962,0.001205109664979513
1358,75,0.15965414746514917,0.0012854503093114808
69,73,0.1607663288623069,0.0013657909536434483
17,53,0.16401728361877232,0.0014461315979754157
209,0,0.16427933436457476,0.0015264722423073832
114,93,0.16452688337985322,0.001606812886639351
46,101,0.1649017313455623,0.0016871535309713184
89,133,0.1710216337749646,0.0017674941753032859
20,95,0.17614582903825493,0.0018478348196352536
75,29,0.17617085787105502,0.001928175463967221
141,99,0.18094811023564183,0.0020085161082991887
40,83,0.1899211285489395,0.0020888567526311562
52,87,0.19046402609757607,0.0021691973969631237
42,92,0.19110963805409398,0.002249538041295091
71,4,0.19237083133070798,0.0023298786856270587
127,76,0.19542803898116645,0.002410219329959026
3,20,0.1964502304105964,0.0024905599742909936
67,18,0.19920644562175194,0.0025709006186229615
94,31,0.1993527554337775,0.002651241262954929
27,62,0.20139830898096545,0.0027315819072868965
11,33,0.2018727065766841,0.002811922551618864
23,74,0.2027565831295064,0.0028922631959508315
62,105,0.20311215970692764,0.002972603840282799
41,94,0.20438921034425306,0.0030529444846147664
88,98,0.20722414065300043,0.0031332851289467343
63,100,0.2076542228823186,0.003213625773278702
111,103,0.20816334402893233,0.0032939664176106693
38,110,0.20816360511722465,0.003374307061942637
367,121,0.21174975806578544,0.0034546477062746043
130,56,0.2160000557176449,0.0035349883506065717
116,128,0.21875653070217815,0.0036153289949385392
10,131,0.21979129008225762,0.003695669639270507
120,40,0.22013510933721037,0.0037760102836024746
108,88,0.22046180063137122,0.003856350927934442
90,109,0.22067896576434798,0.00393669157226641
143,127,0.22109250700593108,0.0040170322165983775
30,38,0.22561809634354058,0.0040973728609303445
25,7,0.22566752474984475,0.0041777135052623125
104,130,0.2257583467294655,0.0042580541495942795
74,135,0.2288684904281464,0.004338394793926247
15,96,0.2296250225327352,0.0044187354382582145
124,1,0.2328456191894662,0.004499076082590182
12,82,0.23296617416811394,0.00457941672692215
96,134,0.23356203539020726,0.004659757371254117
64,114,0.23395424045035007,0.004740098015586085
76,19,0.2368525541207509,0.004820438659918052
59,71,0.23957061627168397,0.00490077930425002
35,28,0.2397126837244392,0.004981119948581987
131,129,0.2423071420087144,0.005061460592913955
126,22,0.2486777847850168,0.005141801237245923
31,116,0.2486792480988793,0.00522214188157789
93,2,0.25249262029565556,0.005302482525909858
43,35,0.25305093150692315,0.005382823170241825
56,78,0.2533868318384602,0.005463163814573793
92,120,0.2544355752431997,0.00554350445890576
49,91,0.26314263175688435,0.005623845103237728
24,36,0.263910490019037,0.005704185747569696
87,41,0.26570667804634196,0.005784526391901663
51,123,0.2660293378986225,0.005864867036233631
57,97,0.26650231664084956,0.005945207680565598
97,77,0.26737458426126715,0.006025548324897566
33,89,0.2674760279894892,0.006105888969229533
79,21,0.2719732392959642,0.006186229613561501
32,17,0.27243783543360456,0.006266570257893469
247,81,0.28038116135413205,0.006346910902225436
78,63,0.2818059908094641,0.006427251546557404
98,125,0.2822576771780785,0.006507592190889371
135,104,0.28229069477264623,0.006587932835221339
37,59,0.2845703711043326,0.006668273479553306
158,23,0.29065552850832677,0.006748614123885274
86,64,0.29385812905436826,0.0068289547682172415
4,3,0.2940317990901061,0.0069092954125492085
28,57,0.294810389408517,0.0069896360568811764
1,25,0.2949220235415555,0.0070699767012131435
26,124,0.29535175055934104,0.007150317345545111
0,8,0.2976874466149868,0.0072306579898770785
223,80,0.2979129012813422,0.007310998634209046
146,119,0.2980157580201066,0.007391339278541014
54,118,0.2993638889013006,0.007471679922872981
233,112,0.301589361247494,0.007552020567204949
7,58,0.30555106895754314,0.007632361211536916
197,136,0.30795437735125475,0.007712701855868884
29,11,0.3102378925951019,0.007793042500200851
18,34,0.3125162697526247,0.00787338314453282
47,126,0.3142535731441942,0.007953723788864787
44,108,0.3220000829358334,0.008034064433196755
45,26,0.32561672049973533,0.008114405077528721
85,84,0.32688818613115433,0.008194745721860689
109,106,0.3284436522324903,0.008275086366192657
137,111,0.33030619628314106,0.008355427010524625
205,90,0.3337230146559156,0.008435767654856591
315,37,0.3339438274167654,0.008516108299188559
474,9,0.33404084953938473,0.008596448943520527
8,32,0.33562485082820936,0.008676789587852495
567,85,0.3364391880189972,0.008757130232184463
55,66,0.33684643588964924,0.008837470876516429
39,15,0.3370569817242197,0.008917811520848397
5,65,0.33991535448350874,0.008998152165180365
102,79,0.3415563293087738,0.009078492809512333
155,138,0.34183723608970595,0.0091588334538443
253,10,0.34266393379649485,0.009239174098176267
66,49,0.34384635760600535,0.009319514742508235
728,50,0.3470874231032912,0.009399855386840203
77,16,0.34758470525743146,0.00948019603117217
151,107,0.3653598023016791,0.009560536675504137
83,113,0.3655796880189808,0.009640877319836105
100,14,0.3658310960321808,0.009721217964168073
34,117,0.36657394098670437,0.00980155860850004
61,27,0.36881793683627095,0.009881899252832008
91,68,0.37725610020903844,0.009962239897163975
84,67,0.3834099104383002,0.010042580541495942
103,137,0.38588581502303754,0.01012292118582791
1543,48,0.38923296059801693,0.010203261830159878
72,12,0.4075960393619623,0.010283602474491846
70,43,0.4089820232576735,0.010363943118823812
13,13,0.41066095944901004,0.01044428376315578
6,42,0.4161385397212456,0.010524624407487748
16,52,0.4175977895458205,0.010604965051819716
19,51,0.41836698541505424,0.010685305696151682
36,69,0.43097085599758067,0.01076564634048365
73,44,0.4502611829895331,0.010845986984815618
198,70,0.45633639145053184,0.010926327629147586
53,45,0.45819218358423397,0.011006668273479554
22,46,0.4606492696653617,0.01108700891781152
115,141,0.46173869632380793,0.011167349562143488
101,47,0.47362164361182923,0.011247690206475456
