,Request Id,request_model_execution_time,cdf
596,751,0.13331991036554539,6.25e-05
10244,10509,0.15892833828571423,0.000125
5604,5848,0.24213363149206404,0.0001875
42,131,0.2580763478275336,0.00025
13137,13361,0.29034548962343776,0.0003125
3758,4073,0.2978954185207034,0.000375
73,168,0.31785282217989436,0.0004375
8311,8536,0.32582413566676327,0.0005
746,888,0.33504177810793706,0.0005625
4806,5076,0.35277804479877717,0.000625
1946,2120,0.3542329531215041,0.0006875
68,154,0.36106829651954775,0.00075
302,398,0.3645879243844158,0.0008125
474,642,0.3685971302065865,0.000875
10914,11214,0.3832628169858589,0.0009375
12530,12735,0.39291078371538424,0.001
12777,13030,0.4018706258793658,0.0010625
9709,9973,0.41084794134043684,0.001125
13227,13450,0.4177660595972915,0.0011875
15323,15538,0.4184034892912935,0.00125
8526,8734,0.42510157468596843,0.0013125
11582,11864,0.42550933433880384,0.001375
3798,4090,0.4275582076125595,0.0014375
1,25,0.4323673312761905,0.0015
12276,12491,0.44376691011744934,0.0015625
11497,11789,0.44581454046984176,0.001625
7352,7610,0.44681290889388364,0.0016875
1718,1866,0.4547227631128231,0.00175
10282,10535,0.4564191015080333,0.0018125
8165,8379,0.4583679037681388,0.001875
5779,6032,0.4609911464719578,0.0019375
10854,11148,0.46117616093044683,0.002
2065,2277,0.4622059000929533,0.0020625
14044,14238,0.4697314834053873,0.002125
13066,13240,0.4715046022341509,0.0021875
13059,13254,0.47626227069629723,0.00225
15242,15434,0.47801959561096724,0.0023125
2862,3071,0.4826223075718007,0.002375
12003,12182,0.4863509106487167,0.0024375
15102,15303,0.4895794342085507,0.0025
3,8,0.49290968679711444,0.0025625
8870,9122,0.49365461839390423,0.002625
6520,6775,0.4954305516594715,0.0026875
3755,4032,0.4957828308129514,0.00275
0,5,0.4977592741483489,0.0028125
278,350,0.49960060642761,0.002875
4017,4246,0.5014338733369733,0.0029375
12105,12299,0.513466410249914,0.003
4,20,0.5153684102538574,0.0030625
6894,7121,0.5163967006530885,0.003125
9036,9265,0.5190665329512135,0.0031875
15633,15865,0.5195566274689972,0.00325
12,65,0.5305305450643586,0.0033125
1006,1200,0.5309744861021137,0.003375
1190,1394,0.5313331069775752,0.0034375
3573,3795,0.5317668732444448,0.0035
11612,11876,0.537918503464358,0.0035625
294,357,0.5402339616310732,0.003625
