,Request Id,request_model_execution_time,cdf
1,25,0.9375007415514374,0.03125
0,8,1.0552319357832518,0.0625
2,20,1.1055462860575966,0.09375
3,5,1.1670230729375344,0.125
4,3,1.5602114962163915,0.15625
5,30,1.9597032664454088,0.1875
6,13,2.2753179359963633,0.21875
7,24,2.7060543602506533,0.25
10,7,2.9683805335007816,0.28125
11,11,3.1450094320089788,0.3125
8,17,3.1907730706938455,0.34375
9,28,3.2280365876860797,0.375
13,15,3.5921891835699835,0.40625
12,26,3.6949515644310384,0.4375
14,27,4.229167745890205,0.46875
17,29,4.585711730267442,0.5
15,18,4.682418474139631,0.53125
16,12,4.828721229010774,0.5625
21,19,4.884106022082335,0.59375
19,16,4.964258691081534,0.625
18,4,4.964429854393597,0.65625
20,21,4.9792292631412565,0.6875
22,31,5.19986125361155,0.71875
23,14,5.701194711502711,0.75
24,2,5.779762852093301,0.78125
25,6,6.283453584654958,0.8125
27,22,6.394206984648746,0.84375
26,1,6.664845839629498,0.875
28,23,7.761392682637224,0.90625
29,0,9.876355684048681,0.9375
30,10,10.98750699970478,0.96875
31,9,19.614934513196044,1.0
