,cdf,batch_size
0,0.0,0.9989999999999999
1,0.01,0.9989999999999999
2,0.02,0.9989999999999999
3,0.03,0.9989999999999999
4,0.04,1.9997051226201907
5,0.05,1.9997051226201907
6,0.06,1.9997051226201907
7,0.07,1.9997051226201907
8,0.08,3.001162958349363
9,0.09,3.001162958349363
10,0.1,3.001162958349363
11,0.11,4.002823400834266
12,0.12,4.002823400834266
13,0.13,4.997811098765265
14,0.14,4.997811098765265
15,0.15,5.995445496133053
16,0.16,6.993632892422741
17,0.17,7.996469989602652
18,0.18,8.997981121446852
19,0.19,10.004152608697645
20,0.2,10.990159692286051
21,0.21,12.001124195202623
22,0.22,13.000662984908592
23,0.23,13.000662984908592
24,0.24,13.999202723426244
25,0.25,15.014259802243886
26,0.26,16.00658858967672
27,0.27,16.00658858967672
28,0.28,16.996381089962515
29,0.29,16.996381089962515
30,0.3,18.0113202620591
31,0.31,19.01067154327947
32,0.32,19.01067154327947
33,0.33,19.985369849237582
34,0.34,19.985369849237582
35,0.35000000000000003,19.985369849237582
36,0.36,21.010042023055906
37,0.37,21.010042023055906
38,0.38,21.010042023055906
39,0.39,21.99907771279114
40,0.4,21.99907771279114
41,0.41000000000000003,21.99907771279114
42,0.42,21.99907771279114
43,0.43,21.99907771279114
44,0.44,22.988648370853415
45,0.45,22.988648370853415
46,0.46,22.988648370853415
47,0.47000000000000003,22.988648370853415
48,0.48,22.988648370853415
49,0.49,22.988648370853415
50,0.5,24.022732262610404
51,0.51,24.022732262610404
52,0.52,24.022732262610404
53,0.53,24.022732262610404
54,0.54,24.022732262610404
55,0.55,24.022732262610404
56,0.56,24.022732262610404
57,0.5700000000000001,24.022732262610404
58,0.58,25.003118897839112
59,0.59,25.003118897839112
60,0.6,25.003118897839112
61,0.61,25.003118897839112
62,0.62,25.003118897839112
63,0.63,25.003118897839112
64,0.64,25.003118897839112
65,0.65,25.003118897839112
66,0.66,26.023515884264672
67,0.67,26.023515884264672
68,0.68,26.023515884264672
69,0.6900000000000001,26.023515884264672
70,0.7000000000000001,26.023515884264672
71,0.71,26.023515884264672
72,0.72,26.023515884264672
73,0.73,26.023515884264672
74,0.74,26.977430211401757
75,0.75,26.977430211401757
76,0.76,26.977430211401757
77,0.77,26.977430211401757
78,0.78,26.977430211401757
79,0.79,26.977430211401757
80,0.8,26.977430211401757
81,0.81,28.022299698332315
82,0.8200000000000001,28.022299698332315
83,0.8300000000000001,28.022299698332315
84,0.84,28.022299698332315
85,0.85,28.022299698332315
86,0.86,28.022299698332315
87,0.87,28.022299698332315
88,0.88,28.991440241586453
89,0.89,28.991440241586453
90,0.9,28.991440241586453
91,0.91,28.991440241586453
92,0.92,29.99409814075676
93,0.93,29.99409814075676
94,0.9400000000000001,29.99409814075676
95,0.9500000000000001,29.99409814075676
96,0.96,30.969431716511867
97,0.97,30.969431716511867
98,0.98,31.976480717732706
99,0.99,31.976480717732706
100,1.0,31.976480717732706
