Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts
0,160.1537620022886,0.335049711301859,16.75797591274241,0.03505852701410546,16.75797591274241,0.03505852701410546,143.3957860895462,0.0,160.1537620022886,0.335049711301859,0.46508972965916134,0.46508972965916134,0.0001588963886775406,0.3340767202356264,,3405,2927,478,6.123430962343096,0.0
1,92.58623768159413,0.2920701504151234,11.103882862306238,0.03502802164765375,11.103882862306238,0.03502802164765375,81.36758934677744,0.0,92.47147220908367,0.2917081142242387,0.6717886546094871,0.6717886546094871,0.00019399037095278287,0.28995094330279064,0.006754357078063711,3780,3463,317,10.92429022082019,0.0
2,82.87870293831503,0.30809926742868043,9.386901489473624,0.03489554457053392,9.386901489473624,0.03489554457053392,73.31747938696941,0.0,82.70438087644304,0.3074512300239518,0.7307885201216854,0.7307885201216854,0.00021084492790585268,0.30538258148027264,0.0857664170866575,3735,3466,269,12.884758364312267,0.0
3,22.210725786459648,0.358237512684833,2.0752101324952212,0.03347113116927776,2.0752101324952212,0.03347113116927776,19.883815785671807,0.0,21.95902591816703,0.3541778373897908,0.863730573367722,0.863730573367722,0.00022693919426372094,0.34430637440470846,0.06735631617869697,3868,3806,62,61.38709677419355,0.0
4,74.49298791326778,0.3169914379287991,8.021847216079763,0.034135520068424526,8.021847216079763,0.034135520068424526,66.30809948859279,0.16304120859531046,74.32994670467255,0.31629764555179807,0.6012331723956436,0.4381919638003331,0.0001711687358595051,0.3144329988973283,0.3556247127488221,2795,2560,235,10.893617021276595,0.0
5,17.060275333736566,0.3280822179564724,1.4233373235487516,0.027371871606706764,1.4233373235487516,0.027371871606706764,15.630243321339883,0.006694688847874941,17.053580644888633,0.32795347394016605,0.35875590079450204,0.3520612119466271,0.00021006038898963432,0.32118306601811664,0.30111280234629134,1728,1676,52,32.23076923076923,0.0
6,90.1135377418787,0.30239442195261307,10.580640278214656,0.03550550428931092,10.580640278214656,0.03550550428931092,79.53070222924632,0.0021952344179319017,90.11134250746098,0.30238705539416433,0.4111815765193998,0.4089863421014679,0.00016007293232934164,0.3010146180045614,0.5939434932137015,2853,2555,298,8.573825503355705,0.0
7,53.07041462472235,0.3790743901765882,4.762658258293449,0.03401898755923892,4.762658258293449,0.03401898755923892,47.92082876447119,0.38692760195764886,52.68348702276464,0.376310621591176,0.6341504516017646,0.24722284964411578,0.00016253967760954357,0.37454474409371846,0.024253974561750935,1661,1521,140,10.864285714285714,0.0
8,17.87692724070859,0.4583827497617587,1.5196633025814141,0.038965725707215744,1.5196633025814141,0.038965725707215744,16.051878105411017,0.24493238922532523,17.57154140799243,0.45055234379467773,0.8522115110307089,0.6072791218053837,0.00017699770381969794,0.43653117255584306,0.1461456425057308,3470,3431,39,87.97435897435898,0.0
9,310.06263011555126,0.32164173248501166,34.153027107550656,0.03542845135638035,34.153027107550656,0.03542845135638035,275.46999973305714,0.24097642827677035,309.6230268406078,0.32118571249025707,0.9447393800889667,0.7037629518121964,0.00024292818495415822,0.32066171238118496,0.008066713921962343,3861,2897,964,3.0051867219917012,0.0
10,176.0320166936176,0.330266447830427,18.97662108661042,0.03560341667281505,18.97662108661042,0.03560341667281505,156.56096893492324,0.17927422232755785,175.53759002153367,0.32933881805165793,0.9681703635130072,0.7888961411854494,0.00032278892847195146,0.32844999311464274,0.0657911189226199,2977,2444,533,4.585365853658536,0.0
