,cdf,batch_execution_time
0,0.0,0.0474062351191396
1,0.01,0.055743110077441226
2,0.02,0.05596652913244195
3,0.03,0.05607857423581017
4,0.04,0.05641605723025402
5,0.05,0.0656773338513936
6,0.06,0.06700410445127065
7,0.07,0.06740733770244349
8,0.08,0.0675422873274734
9,0.09,0.06849452981161297
10,0.1,0.06849452981161297
11,0.11,0.06876905671012956
12,0.12,0.06876905671012956
13,0.13,0.06946019745182111
14,0.14,0.06959925690617912
15,0.15,0.06987821156416514
16,0.16,0.06987821156416514
17,0.17,0.06987821156416514
18,0.18,0.06987821156416514
19,0.19,0.07029874130134943
20,0.2,0.07029874130134943
21,0.21,0.07029874130134943
22,0.22,0.07029874130134943
23,0.23,0.07029874130134943
24,0.24,0.07072180180250003
25,0.25,0.07086338699129381
26,0.26,0.07086338699129381
27,0.27,0.07143256796521726
28,0.28,0.07143256796521726
29,0.29,0.07143256796521726
30,0.3,0.07143256796521726
31,0.31,0.07143256796521726
32,0.32,0.07171887055595703
33,0.33,0.07186245187839137
34,0.34,0.07186245187839137
35,0.35000000000000003,0.07186245187839137
36,0.36,0.07186245187839137
37,0.37,0.07186245187839137
38,0.38,0.07186245187839137
39,0.39,0.07186245187839137
40,0.4,0.07186245187839137
41,0.41000000000000003,0.07186245187839137
42,0.42,0.07215047744902064
43,0.43,0.07215047744902064
44,0.44,0.07243965742959788
45,0.45,0.07243965742959788
46,0.46,0.07287560204550458
47,0.47000000000000003,0.07287560204550458
48,0.48,0.07287560204550458
49,0.49,0.07287560204550458
50,0.5,0.07287560204550458
51,0.51,0.07287560204550458
52,0.52,0.07287560204550458
53,0.53,0.07287560204550458
54,0.54,0.0731676883341777
55,0.55,0.0731676883341777
56,0.56,0.0731676883341777
57,0.5700000000000001,0.0731676883341777
58,0.58,0.0731676883341777
59,0.59,0.0731676883341777
60,0.6,0.0731676883341777
61,0.61,0.0731676883341777
62,0.62,0.0731676883341777
63,0.63,0.0731676883341777
64,0.64,0.07375537765970896
65,0.65,0.07375537765970896
66,0.66,0.07390303607344209
67,0.67,0.07419924033004482
68,0.68,0.07419924033004482
69,0.6900000000000001,0.07419924033004482
70,0.7000000000000001,0.07419924033004482
71,0.71,0.07419924033004482
72,0.72,0.07419924033004482
73,0.73,0.07464577418282689
74,0.74,0.07464577418282689
75,0.75,0.07464577418282689
76,0.76,0.07464577418282689
77,0.77,0.0747952151721819
78,0.78,0.07569816491833375
79,0.79,0.07569816491833375
80,0.8,0.07615371935634636
81,0.81,0.07753689802823233
82,0.8200000000000001,0.155206138317453
83,0.8300000000000001,0.2503235590636258
84,0.84,0.3253021376083066
85,0.85,0.37794718160340857
86,0.86,0.4086072724357371
87,0.87,0.4364852148468585
88,0.88,0.47473394468035474
89,0.89,0.49608860273352784
90,0.9,0.5246621669728105
91,0.91,0.549360337857976
92,0.92,0.571780166180292
93,0.93,0.5939259244749931
94,0.9400000000000001,0.6132389204161751
95,0.9500000000000001,0.6281346937610661
96,0.96,0.6511595104851139
97,0.97,0.6696496367029259
98,0.98,0.6872888492350837
99,0.99,0.7153376488040041
100,1.0,1.001
