,cdf,batch_num_tokens
0,0.0,0.9989999999999999
1,0.01,1.9997051226201907
2,0.02,3.001162958349363
3,0.03,4.002823400834266
4,0.04,5.995445496133053
5,0.05,6.993632892422741
6,0.06,12.001124195202623
7,0.07,13.999202723426244
8,0.08,15.014259802243886
9,0.09,16.00658858967672
10,0.1,16.996381089962515
11,0.11,18.0113202620591
12,0.12,18.0113202620591
13,0.13,19.01067154327947
14,0.14,19.01067154327947
15,0.15,19.01067154327947
16,0.16,19.985369849237582
17,0.17,19.985369849237582
18,0.18,21.010042023055906
19,0.19,21.010042023055906
20,0.2,21.010042023055906
21,0.21,21.010042023055906
22,0.22,21.99907771279114
23,0.23,21.99907771279114
24,0.24,21.99907771279114
25,0.25,21.99907771279114
26,0.26,22.988648370853415
27,0.27,22.988648370853415
28,0.28,22.988648370853415
29,0.29,22.988648370853415
30,0.3,24.022732262610404
31,0.31,24.022732262610404
32,0.32,24.022732262610404
33,0.33,24.022732262610404
34,0.34,24.022732262610404
35,0.35000000000000003,25.003118897839112
36,0.36,25.003118897839112
37,0.37,25.003118897839112
38,0.38,25.003118897839112
39,0.39,26.023515884264672
40,0.4,26.023515884264672
41,0.41000000000000003,26.023515884264672
42,0.42,26.023515884264672
43,0.43,26.023515884264672
44,0.44,26.023515884264672
45,0.45,26.977430211401757
46,0.46,26.977430211401757
47,0.47000000000000003,26.977430211401757
48,0.48,26.977430211401757
49,0.49,26.977430211401757
50,0.5,28.022299698332315
51,0.51,28.022299698332315
52,0.52,28.022299698332315
53,0.53,28.022299698332315
54,0.54,28.022299698332315
55,0.55,28.991440241586453
56,0.56,28.991440241586453
57,0.5700000000000001,28.991440241586453
58,0.58,28.991440241586453
59,0.59,29.99409814075676
60,0.6,29.99409814075676
61,0.61,29.99409814075676
62,0.62,29.99409814075676
63,0.63,30.969431716511867
64,0.64,30.969431716511867
65,0.65,30.969431716511867
66,0.66,30.969431716511867
67,0.67,31.976480717732706
68,0.68,31.976480717732706
69,0.6900000000000001,31.976480717732706
70,0.7000000000000001,33.01627645128441
71,0.71,33.01627645128441
72,0.72,33.01627645128441
73,0.73,34.021772103706674
74,0.74,34.021772103706674
75,0.75,34.021772103706674
76,0.76,34.98784393437458
77,0.77,34.98784393437458
78,0.78,35.981348045147264
79,0.79,35.981348045147264
80,0.8,37.003063394656856
81,0.81,37.003063394656856
82,0.8200000000000001,37.003063394656856
83,0.8300000000000001,37.9777595100358
84,0.84,38.97813005423709
85,0.85,38.97813005423709
86,0.86,40.004851316295785
87,0.87,40.976582199748535
88,0.88,41.97191674322714
89,0.89,42.99142828733044
90,0.9,44.03570409928742
91,0.91,47.04011666295805
92,0.92,939.1749543061944
93,0.93,1731.9478616016302
94,0.9400000000000001,2153.828118989874
95,0.9500000000000001,2507.4011792791143
96,0.96,2815.801282990214
97,0.97,3124.4144928709243
98,0.98,3411.823614588018
99,0.99,3666.5345684170143
100,1.0,4052.1475102051904
