,Request Id,prefill_time_execution_plus_preemption_normalized,cdf
2302,2296,4.755537830057949e-05,6.623393826996953e-05
3266,3035,4.755537830057949e-05,0.00013246787653993907
4656,4688,4.757879306094413e-05,0.00019870181480990858
12100,12111,4.757879306094413e-05,0.00026493575307987813
14401,14310,4.757879306094413e-05,0.0003311696913498477
14485,14525,4.757879306094413e-05,0.00039740362961981717
3904,3920,4.760223089003819e-05,0.0004636375678897867
6912,6944,4.760223089003819e-05,0.0005298715061597563
11428,11455,4.760223089003819e-05,0.0005961054444297258
14871,14873,4.760223089003819e-05,0.0006623393826996954
5086,5112,4.7625691821970194e-05,0.0007285733209696648
8219,8236,4.7625691821970194e-05,0.0007948072592396343
4876,4907,4.764917589091594e-05,0.0008610411975096039
10206,10242,4.764917589091594e-05,0.0009272751357795734
11885,11900,4.764917589091594e-05,0.000993509074049543
14052,14014,4.764917589091594e-05,0.0010597430123195125
3814,3801,4.7672683131118656e-05,0.001125976950589482
5007,5057,4.76962135768892e-05,0.0011922108888594515
7654,7666,4.76962135768892e-05,0.0012584448271294212
5053,5073,4.771976726260618e-05,0.0013246787653993907
13744,13774,4.771976726260618e-05,0.0013909127036693602
668,644,4.771976726262022e-05,0.0014571466419393297
3778,3820,4.7808513530316104e-05,0.0015233805802092992
8500,8542,4.7808513530331025e-05,0.0015896145184792687
8796,8823,4.7808513530331025e-05,0.0016558484567492384
14985,14981,4.7808513530331025e-05,0.0017220823950192079
592,587,4.782107158482892e-05,0.0017883163332891774
2950,2985,4.782107158482892e-05,0.0018545502715591469
4513,4534,4.7821071584843855e-05,0.0019207842098291164
6034,6064,4.7821071584843855e-05,0.001987018148099086
7759,7773,4.7821071584843855e-05,0.0020532520863690553
12017,12040,4.7821071584843855e-05,0.002119486024639025
14372,14396,4.7821071584843855e-05,0.0021857199629089948
2027,2063,4.7833636238424515e-05,0.002251953901178964
2076,2089,4.7833636238424515e-05,0.0023181878394489337
13440,13467,4.783363623843945e-05,0.002384421777718903
14590,14624,4.783363623843945e-05,0.0024506557159888727
738,758,4.784620749630584e-05,0.0025168896542588424
6994,7019,4.7846207496320773e-05,0.0025831235925288117
7883,7918,4.7846207496320773e-05,0.0026493575307987814
12446,12467,4.7846207496320773e-05,0.0027155914690687507
393,423,4.7858785363679446e-05,0.0027818254073387204
2982,3055,4.785878536368131e-05,0.0028480593456086897
9627,9660,4.785878536369626e-05,0.0029142932838786594
9704,9737,4.785878536369626e-05,0.002980527222148629
11022,11050,4.785878536369626e-05,0.0030467611604185984
14029,14075,4.785878536369626e-05,0.003112995098688568
14170,14189,4.785878536369626e-05,0.0031792290369585374
2573,2599,4.787136984576485e-05,0.003245462975228507
