,Request Id,request_e2e_time_normalized,cdf
15993,15288,0.07593952176910108,6.25e-05
15994,15877,0.07882929836499358,0.000125
15988,15364,0.07887511262325513,0.0001875
15986,14774,0.07968059167564262,0.00025
15975,15414,0.0811413658046177,0.0003125
15996,14577,0.08132967690138812,0.000375
15976,15656,0.0843512536978924,0.0004375
15970,14526,0.08501671568129687,0.0005
15995,15647,0.08671173139240253,0.0005625
15964,14510,0.08680097369066268,0.000625
15999,14807,0.08706031511249414,0.0006875
15998,15055,0.08713719829254456,0.00075
15961,14786,0.08753602760808171,0.0008125
15997,14187,0.08966624273637483,0.000875
15953,15550,0.09027700734056376,0.0009375
15992,15991,0.0903181546899353,0.001
15979,15661,0.0922906283048471,0.0010625
15958,13866,0.09245190457790795,0.001125
15987,13949,0.0926427409532606,0.0011875
15962,13596,0.09362225797186043,0.00125
15985,14025,0.09378982041137011,0.0013125
15983,14237,0.09430837028759614,0.001375
15955,13290,0.09546598799650118,0.0014375
15977,15005,0.09579427204850668,0.0015
15991,14615,0.09652033021903622,0.0015625
15951,15584,0.09684380430625163,0.001625
15990,14911,0.09697050740129433,0.0016875
15956,13784,0.09718562995968173,0.00175
15941,15804,0.09804549558162558,0.0018125
15942,15872,0.09806908527898087,0.001875
15932,14006,0.09948792979497327,0.0019375
15989,13567,0.10013646688431528,0.002
15969,14193,0.10051670210062792,0.0020625
15946,14132,0.10108522428341578,0.002125
15945,11938,0.10128969022975369,0.0021875
15926,13986,0.10236047751834951,0.00225
15965,12293,0.10402488897086559,0.0023125
15982,14763,0.10417348442579749,0.002375
15927,12598,0.10429952447743554,0.0024375
15919,13954,0.1050721328226993,0.0025
15960,12945,0.10551935642455024,0.0025625
15959,14509,0.1060872665863364,0.002625
15900,15978,0.10662561943981598,0.0026875
15957,14465,0.1070118210716464,0.00275
15978,14883,0.1070218906593925,0.0028125
15981,13119,0.10738252576251597,0.002875
15971,15655,0.1076389237951463,0.0029375
15984,11831,0.10820191512174149,0.003
15954,15449,0.10887927818703928,0.0030625
15980,12383,0.10909707671483766,0.003125
15968,15971,0.10928695977584006,0.0031875
15915,12786,0.10994904219523895,0.00325
15907,13398,0.11036208649736716,0.0033125
15974,13827,0.11044315430839777,0.003375
15923,11040,0.11112642972257027,0.0034375
15904,13258,0.1112070449306413,0.0035
15952,12637,0.11163957725291407,0.0035625
15910,11414,0.1118163596884103,0.003625
15917,12204,0.11209566187302872,0.0036875
15973,12807,0.11234780464979605,0.00375
15972,12863,0.11241794710892213,0.0038125
15950,14349,0.1124781994678852,0.003875
15948,14513,0.11251909892238231,0.0039375
15940,15473,0.11313874845129002,0.004
15967,12955,0.11431331173797207,0.0040625
15966,13331,0.1145516280597628,0.004125
15912,13728,0.11457549943125883,0.0041875
15911,13804,0.11507362599135361,0.00425
15938,11589,0.11517677979435952,0.0043125
15908,13696,0.11534586830535887,0.004375
15963,12991,0.11584145251545427,0.0044375
15906,11024,0.11600850302962247,0.0045
15935,13477,0.1166588969925761,0.0045625
15901,13168,0.11689332598210415,0.004625
15902,13736,0.11698303076667521,0.0046875
15897,10480,0.1174916501303477,0.00475
15899,12952,0.11773942993232066,0.0048125
15933,14341,0.11802834337971825,0.004875
15930,11413,0.11856762867493775,0.0049375
15884,13182,0.11885130426362915,0.005
15931,12133,0.1189238618966009,0.0050625
15891,10164,0.12002353971259899,0.005125
15895,13812,0.12041326858305526,0.0051875
15928,14221,0.12066141876812937,0.00525
15880,12958,0.12097989513215705,0.0053125
15887,9816,0.12120075740036938,0.005375
