,Request Id,request_model_execution_time,cdf
0,25,2.1556654009024196,0.03125
1,8,2.399612200512101,0.0625
2,20,2.431952203554545,0.09375
3,5,2.820492175158387,0.125
5,30,3.1663211160148084,0.15625
4,3,3.3751644752153003,0.1875
6,13,4.625281444039285,0.21875
7,24,5.530967727253521,0.25
8,7,6.223587963304942,0.28125
9,11,6.251136534932447,0.3125
11,17,6.291555871026916,0.34375
10,28,6.658772818513561,0.375
12,15,7.151210494954163,0.40625
13,26,7.381881866840453,0.4375
22,31,8.217222538238238,0.46875
14,27,8.2358607299106,0.5
15,29,8.897388573472822,0.53125
17,19,9.292931520576154,0.5625
16,18,9.318466527033808,0.59375
19,21,9.585663320317478,0.625
18,12,9.69526886138673,0.65625
21,4,9.805635370626952,0.6875
20,16,9.822953267298345,0.71875
23,14,11.074036799259583,0.75
24,2,11.188986137399512,0.78125
25,6,11.875681950148829,0.8125
27,22,11.924988550845987,0.84375
26,1,12.224597323630963,0.875
28,23,13.877385698818598,0.90625
29,0,17.500548509591376,0.9375
30,10,19.028462309703613,0.96875
31,9,31.550157938146977,1.0
